prefix	input_text	target_text
oWant	PersonX takes PersonY's husband	their husband back
oWant	PersonX has just gotten married	go on honeymoon
oWant	PersonX slams the door behind PersonY	To get angry at X
oWant	PersonX misses PersonY so much	to stay in touch more frequently.
oWant	PersonX takes the lead	to follow PersonX
oWant	PersonX makes PersonY return	to apologize and thank PersonX
oWant	PersonX asks PersonY's friend for help	listen to more problems
oWant	PersonX catches the ball	to catch PersonX's throw
oWant	PersonX makes PersonY assumptions	to have a connection
oWant	PersonX goes to the nurse 's office	to do a good job
oWant	PersonX hugs PersonY tight	to say thank you
oWant	PersonX hits a car	to get it back
oWant	PersonX goes to the dentist 's office	to prepare for PersonX
oWant	PersonX sells candy bars	to thank x
oWant	PersonX meets PersonY's expectations	to reward him
oWant	PersonX solves PersonY problems	feels relief
oWant	PersonX closes early	to go to the shop
oWant	PersonX gets a great deal	to appreciate him
oWant	PersonX reads ___ in the original	to hear what PersonX has to say about the original text
oWant	PersonX turns PersonY's ___ to anything	to slap for performance
oWant	PersonX gives PersonX's husband ___	to give something back to their wife.
oWant	PersonX thinks PersonY were delicious	to talk to PersonX
oWant	PersonX drives PersonY's car	Rides in his car now.
oWant	PersonX hires PersonY attorney	deposit the money he earned
oWant	PersonX gets PersonY's ___ back	To interview personX
oWant	PersonX introduces ___ to the class	to listen to PersonX
oWant	PersonX keeps PersonY back	to obey
oWant	PersonX increases PersonY's power	to flex their strength
oWant	PersonX moves the needle	to watch PersonX
oWant	PersonX gives ___ back to PersonY	to give the item back to PersonX
oWant	PersonX sticks in traffic	to say hello
oWant	PersonX aims PersonX's gun	Run
oWant	PersonX makes PersonY point	to not be touched
oWant	PersonX helps PersonY get up	to thank PersonX
oWant	PersonX spends ___ in the water	to get out of the water
oWant	PersonX makes PersonY observation	they learn what they saw
oWant	PersonX is hit by a car	to call a lawyer
oWant	PersonX enters PersonY's home	them to leave
oWant	PersonX plays ___ with his friends	to play with PersonX
oWant	PersonX plays a prank on PersonY	laugh with PersonX
oWant	PersonX marries ___ in city	to enjoy spouse
oWant	PersonX gives ___ the opportunity	to make sure everything goes smoothly
oWant	PersonX buys ___ for PersonX's children	to thank PersonX
oWant	PersonX takes ___ to the circus	to perform well
oWant	PersonX asks PersonY to look	laugh
oWant	PersonX removes PersonY's hand	to feel ashamed
oWant	PersonX carries a tune	to applaud PersonX
oWant	PersonX teaches PersonX's son	to show PersonX that they learned
oWant	PersonX gets PersonY's picture taken	to enjoy the picture
oWant	PersonX provides PersonY with information	to study the information
oWant	PersonX develops students ' ___	to take test
oWant	PersonX watches PersonY's favorite show	to spend time with PersonX
oWant	PersonX shows PersonY the path	offer thanks
oWant	PersonX sells PersonY's ___ at the price	to thank PersonX
oWant	PersonX pays ___ to information	to tell them how well he does
oWant	PersonX keeps a civil tongue in PersonX's head	to control the conversation
oWant	PersonX surprises ___ with a party	to thank Person X
oWant	PersonX takes PersonY time	to listen
oWant	PersonX spends a penny	to save the penny
oWant	PersonX stills love PersonY	become closer
oWant	PersonX turns PersonY ___ away	to protest PersonX
oWant	PersonX strips off PersonY's clothes	To get away from X
oWant	PersonX sells PersonY's ___ for money	to thank PersonX
oWant	PersonX breaks PersonY's nose	to get medical assistance
oWant	PersonX writes PersonY's name	to give their phone number
oWant	PersonX increases PersonX's income	to be associated with PersonX
oWant	PersonX feels ___ in PersonY's chest	to visit with PersonY when they feel better
oWant	PersonX washes PersonY's sheets	close the door
oWant	PersonX gives PersonY a ticket	to thank PersonX
oWant	PersonX gives ___ money	to thank x
oWant	PersonX learns PersonY's ___ well	answer questions
oWant	PersonX takes ___ on a walk	to do it again with PersonX
oWant	PersonX makes a impression on PersonY	to see what PersonX wants
oWant	PersonX pulls away from PersonY	to control x
oWant	PersonX describes accurately the ___	to see the photos
oWant	PersonX spends all of PersonY's money	trust personX to give PersonY money back
oWant	PersonX requires PersonY amount	to not go out again.
oWant	PersonX comes ___ from the war	to ask PersonX to tell them everything about war
oWant	PersonX gives PersonY comfort	to be comforted
oWant	PersonX always listened	to cooperate with Person X.
oWant	PersonX follows PersonY course	to tell PersonX to go away
oWant	PersonX asks PersonY to leave	to get out
oWant	PersonX places the ___ in a position	to support him
oWant	PersonX leaves disappointed	to win
oWant	PersonX receives a job offer	to congratulate PersonX
oWant	PersonX gives PersonY a lift	to thank PersonX
oWant	PersonX lives far away from PersonY	to live nearer to PersonX.
oWant	PersonX provides PersonY service	to thank PersonX
oWant	PersonX dots the is and cross the ts	answer questions
oWant	PersonX stands on ceremony	to say goodbye.
oWant	PersonX lays on PersonY's back	screams in pain
oWant	PersonX worships the ground PersonY walks on	to benefit from the relationship with PersonX
oWant	PersonX completes PersonX's work	to see how PersonX did
oWant	PersonX chases the ball	to have fun
oWant	PersonX slams PersonY's hand	to avoid trouble
oWant	PersonX finally found the perfect one	to get married
oWant	PersonX gives it to PersonX's mother	To thank X
oWant	PersonX is driving PersonY crazy	to spend less time with PersonX
oWant	PersonX sees all of PersonX's friends	look for somewhere to eat
oWant	PersonX keeps PersonY away	to push PersonX out of the way
oWant	PersonX gives PersonY idea	to have a partner
oWant	PersonX shows everyone	to comment on the item
oWant	PersonX impresses PersonY's date	to take the relationship to the next level
oWant	PersonX raises a lot of money	to tell other people why PersonX is raising money
oWant	PersonX helps PersonX's team	to thank X
oWant	PersonX presses PersonY's ___ together	to marry
oWant	PersonX supports PersonY's claims	to support him
oWant	PersonX executes ___ upon PersonY doeth evil	To win the battle
oWant	PersonX comes down to us	to converse
oWant	PersonX controls PersonY's environment	to interview
oWant	PersonX sees a homeless man	to eat the meal x brings
oWant	PersonX complies with PersonY's request	take a request from person x
oWant	PersonX provides PersonY environment	to try to be good
oWant	PersonX expects PersonY attack	plan another assault
oWant	PersonX takes PersonY's dog	to take a day trip
oWant	PersonX pays the fiddler	play a song
oWant	PersonX sells ___ to a friend	to learn
oWant	PersonX walks along the beach	to feel the breeze
oWant	PersonX buys the truck	to buy things with the money they made.
oWant	PersonX finds PersonY's ___ into the hands	to go home
oWant	PersonX improves PersonY's lives	to pay the bills
oWant	PersonX finds ___ in thee	to assure y of confidence
oWant	PersonX spends ___ with friends	to go home
oWant	PersonX shares PersonX's husband 's ___	X to go away
oWant	PersonX eventually ran	to save him
oWant	PersonX uses PersonY's ___ to prevent	To help person X
oWant	PersonX wants to skydive	to fly the plane
oWant	PersonX does PersonX's work well	to promote PersonX
oWant	PersonX brings the war to PersonY end	to find a solution
oWant	PersonX plays a ___ in the history	to be important
oWant	PersonX saves PersonY for later	to wait for personX
oWant	PersonX finds PersonX's class	PersonX to sit down
oWant	PersonX impresses upon PersonY	to get an answer
oWant	PersonX pays PersonY tribute	bow
oWant	PersonX pays it back	to say they are welcome
oWant	PersonX tells the students	students talk person x
oWant	PersonX tells PersonY had died	cry
oWant	PersonX meets ___ at the airport	to go home and unpack and relax
oWant	PersonX is proud of what PersonY had done	to show off
oWant	PersonX gives ___ a gift	to thank her husband.
oWant	PersonX reduces ___ to the level	to listen to what they say
oWant	PersonX looks PersonY in the eyes	to be close
oWant	PersonX twists my ankle	get help
oWant	PersonX gives PersonY's kids	to be pleased with PersonX
oWant	PersonX puts ___ in the dryer	to wear the dry the clothes
oWant	PersonX establishes PersonY identity	to wonder what is going on
oWant	PersonX buys PersonX's friend	to tell PersonX they prefer sandwich
oWant	PersonX finds PersonY's hotel	to greet PersonX
oWant	PersonX utters PersonY exclamation	talks to personX
oWant	PersonX tells PersonY wished	to hear PersonX's wish
oWant	PersonX bakes cookies	to help bake
oWant	PersonX feels a lump	everything to be okay
oWant	PersonX sends PersonX's friend ___	to repay the money
oWant	PersonX keeps ___ to a minimum	to do something fun
oWant	PersonX gets ___ late	To find out if X is ok
oWant	PersonX pays ___ to support	to say thank you for the payment
oWant	PersonX touches the hem of PersonY's garment	to move away from PersonX
oWant	PersonX takes up PersonY's position	to take revenge
oWant	PersonX widens PersonY's eyes	PersonX to understand
oWant	PersonX makes a huge difference	to do the same as him
oWant	PersonX gets the message across	to stand up
oWant	PersonX brings PersonY back to PersonZ	To resolve a situation
oWant	PersonX maintains PersonY's authority	explain the rules
oWant	PersonX ties ___ together	become closer to person x
oWant	PersonX pays PersonX's friend	to buy some beer
oWant	PersonX likes PersonY a lot	to not be friends
oWant	PersonX plays every ___	To give X options
oWant	PersonX looks just like PersonY	to tell PersonX to change his/her style
oWant	PersonX impresses PersonY's wife	to get revenge on PersonX
oWant	PersonX races PersonX's friend	to make money.
oWant	PersonX approaches PersonY's crush	to stop being friends with PersonX
oWant	PersonX politely declined	accept X's decision.
oWant	PersonX takes good care of PersonY	to have support
oWant	PersonX looks PersonY in the eyes	to interact
oWant	PersonX mixes ___ with pleasure	to work as well
oWant	PersonX puts PersonY right	to obey
oWant	PersonX offers ___ the job	to decline the job
oWant	PersonX becomes frightened	to come over to X's home.
oWant	PersonX is within PersonY's reach	to touch him
oWant	PersonX breaks PersonY's neck	to run away from PersonX
oWant	PersonX sees it in PersonY's eyes	to think about Personx's intentions
oWant	PersonX gets PersonY's father	Retrieve father
oWant	PersonX summons another ___	to help him
oWant	PersonX puts PersonY in the car	to cry
oWant	PersonX crashes the car	to yell at PersonX
oWant	PersonX clenches PersonY's teeth	cry
oWant	PersonX buys PersonY a new one	to give the old one to their brother.
oWant	PersonX holds PersonX's horses	to reason with PersonX
oWant	PersonX increases ___ by percent	to thank them for it
oWant	PersonX leaves PersonX's country	to call PersonX later
oWant	PersonX lives a ___ away	to get to know PersonX
oWant	PersonX evens got ___	to go
oWant	PersonX leaves PersonX's toys	to play with them
oWant	PersonX sells PersonX's ___ dearly	to use the purchased item
oWant	PersonX sees PersonX's friends again	to have fun
oWant	PersonX gets PersonX's ___ away	to run
oWant	PersonX eats with PersonY's friends	to enjoy a meal
oWant	PersonX holds PersonY's ___ in check	Argue with Personx
oWant	PersonX asks ___ to the dance	to buy a suit
oWant	PersonX wins the award	cheer
oWant	PersonX takes part in the process	to monitor results
oWant	PersonX shoots the breeze	to go dancing
oWant	PersonX places PersonX's ___ on the throne	to secure their power
oWant	PersonX sets PersonY straight	Try not to act offended.
oWant	PersonX yields PersonY income	to express gratitude to X
oWant	PersonX fires PersonY's rifle	to tell PersonX the rifle is not a toy
oWant	PersonX goes visit PersonY	to greet PersonX
oWant	PersonX satisfies man 's ___	to take a shower
oWant	PersonX gets ___ as well	to finish their day
oWant	PersonX traces back the ___	to talk to their relative Person X
oWant	PersonX loses PersonY job	to have some independence
oWant	PersonX impresses PersonX's new girlfriend	to tell all their friends about PersonX
oWant	PersonX talks to PersonX's doctor	to collect their fees
oWant	PersonX tells ___ PersonY had the flu	get a shot
oWant	PersonX develops PersonY strategy	PersonX to utilize knowledge
oWant	PersonX works side by side	to produce more.
oWant	PersonX wants PersonY to know	thank PersonX for confiding in him
oWant	PersonX writes a check	to say farewell
oWant	PersonX puts ___ in PersonY's car	to start driving
oWant	PersonX comes up behind PersonY	to look behind them
oWant	PersonX asks ___ for a date	buy dress
oWant	PersonX gives PersonY peace	to be more relaxed
oWant	PersonX gives ___ a reward	use it often
oWant	PersonX wants nothing	to ask what PersonX needs
oWant	PersonX sends an email	to read the message and pick an action
oWant	PersonX gives ___ another chance	not mess up
oWant	PersonX draws PersonY's ___ to the fact	to figure out what to do
oWant	PersonX calls PersonY last night	make plans
oWant	PersonX is playing basketball with PersonY's friends	to have fun
oWant	PersonX plays PersonY like a fiddle	to stop talking to x
oWant	PersonX calls an exterminator	charges person X
oWant	PersonX throws ___ on the subject	to listen to the information
oWant	PersonX rests upon PersonY	to yell at personY
oWant	PersonX provides ___ for patients	to thank the doctor
oWant	PersonX thinks it was interesting	to understand why it was so interesting
oWant	PersonX draws PersonY close	to scream
oWant	PersonX receives ___ in the literature	to assist personX
oWant	PersonX treats PersonX's ___ well	to live with him for the rest of her life
oWant	PersonX draws PersonY line	to learn the rules
oWant	PersonX tells PersonY mom	they want to ask PersonX about PersonY
oWant	PersonX suits PersonY well	to marry person x
oWant	PersonX plays so well	to praise PersonX
oWant	PersonX goes limp as PersonY smiled	to observe PersonX
oWant	PersonX feels PersonY's eyes	to sit still
oWant	PersonX plays a ___ in PersonY's lives	to thank them
oWant	PersonX feels PersonY's fingers	to pull away
oWant	PersonX helps PersonY out of the water	to thank personX
oWant	PersonX calls the school	to hang up the phone
oWant	PersonX transmits by PersonY means	help with the equipment
oWant	PersonX lets PersonY leave	goes to a party
oWant	PersonX stores or electronically PersonY ___	takes the info
oWant	PersonX likes to meet for lunch	to have a good lunch
oWant	PersonX does n't even care	to pay attention to all customers
oWant	PersonX puts PersonY's ___ to work	to get a moderately lesser share of the proceeds
oWant	PersonX provides for PersonX's family	to thank them for it
oWant	PersonX gets PersonY job	to find another job
oWant	PersonX takes PersonY to disneyland	take a nap
oWant	PersonX sets a new record	to encourage him
oWant	PersonX helps PersonY get up	to thank PersonX
oWant	PersonX opens PersonX's curtains	wakes up from sunlight
oWant	PersonX grabs ___ from behind	to run from PersonX
oWant	PersonX is a race car driver	to enter the race
oWant	PersonX loves PersonY's ___ better	To explain more about it
oWant	PersonX wrecks PersonY's car	to look for a new car
oWant	PersonX activates a shadow over everyone	To gain power over X
oWant	PersonX takes care of PersonX's children	to talk to PersonX
oWant	PersonX completes PersonY's task	to thank him
oWant	PersonX strikes it lucky	to congratulate them
oWant	PersonX tries to tell PersonY	to listen to them
oWant	PersonX makes PersonY guess	to get question right
oWant	PersonX paints my nails yesterday	to say thanks
oWant	PersonX would hire PersonY	to get paid.
oWant	PersonX tickles PersonY's funny bone	laugh some more
oWant	PersonX writes PersonY article	to pay for the article
oWant	PersonX bears PersonY children	to help PersonX
oWant	PersonX offer PersonY a ride	go home
oWant	PersonX protects PersonY from the sun	to thank Person X.
oWant	PersonX asks PersonY's son	to help PersonY's son understand what was said
oWant	PersonX cuts my hair	to get a new look
oWant	PersonX waters PersonY's lawn	pays person X
oWant	PersonX is delivered the next day	to take care of PersonX
oWant	PersonX changes PersonX's views	to gain x as an ally
oWant	PersonX wears PersonX's heart on PersonX's sleeve	to laugh
oWant	PersonX affects one 's ___	to avoid him
oWant	PersonX stands on PersonY's legs	personX to get off
oWant	PersonX loves PersonY's ___ also	to tell PersonX what they feel
oWant	PersonX makes PersonX's hair	thank PersonX
oWant	PersonX boards PersonY's plane	go get a bite to eat
oWant	PersonX enters PersonX's father 's ___	to tell PersonX never to go there
oWant	PersonX comes to PersonY understanding	talks with Person X
oWant	PersonX grows into such a gentleman PersonY wondered why PersonY was single	to get married
oWant	PersonX takes a cab	talk
oWant	PersonX tells PersonX's best friend	to be a good listener
oWant	PersonX drives PersonY to the hospital	be treated for their injury
oWant	PersonX accidentally shot	to have an operation
oWant	PersonX shoves PersonY away	to push Person X back
oWant	PersonX makes up PersonY mind	to support PersonX
oWant	PersonX gives PersonY satisfaction	to marry PersonX one day
oWant	PersonX files PersonY application	to check the application
oWant	PersonX runs PersonY risk	to hide person X
oWant	PersonX solves the nation 's ___	to congratulate PersonX
oWant	PersonX hears PersonY's cry	to keep crying
oWant	PersonX asks PersonY's forgiveness	gets happy
oWant	PersonX persuades ___ to support	to understand personx view
oWant	PersonX reduces PersonY's risk	to listen to the doctor's orders
oWant	PersonX tells tales out of school	To respond
oWant	PersonX laughs out loud	to explain something
oWant	PersonX sets ___ on shore	to see how they have been
oWant	PersonX calls PersonY today	to set up a time.,
oWant	PersonX gives PersonY a way	to understand
oWant	PersonX faces PersonY's fears	to see them succeed
oWant	PersonX rides the big roller coaster	to congratulate X on fb
oWant	PersonX invites ___ over to PersonX's house	to relax
oWant	PersonX presses PersonY's lips	to kiss back
oWant	PersonX gives PersonY's mom	to give PersonX something in return.
oWant	PersonX grants PersonY permission	to enter the premises
oWant	PersonX is feeling lonely	to make them feel better
oWant	PersonX rises to PersonY's feet	to step on PersonX
oWant	PersonX plays PersonY ___ in PersonX's life	send pictures
oWant	PersonX gives PersonY space	to consider next move
oWant	PersonX risks PersonY's ___ to save	to thank PersonX
oWant	PersonX takes up PersonY's residence	to confront personX
oWant	PersonX makes soup	clean the kitchen
oWant	PersonX tells PersonY looked	to change where they are at for safety
oWant	PersonX has it both ways	be annoyed
oWant	PersonX gets PersonX's ___ across	to listen to PersonX
oWant	PersonX bursts PersonY's bubble	to rebuke PersonX
oWant	PersonX gets mad at PersonY	Gets extremely mad.
oWant	PersonX does n't want to play	to do something with them
oWant	PersonX hears ___ yet	to see what happened
oWant	PersonX protects ___ from competition	to pay person X
oWant	PersonX kisses arse	to talk about it.
oWant	PersonX presses PersonY's body	She kicks him.
oWant	PersonX breaks my foot	go to hospital
oWant	PersonX receives PersonY's reward	to yell at PersonX
oWant	PersonX knows PersonY well enough	to be friends
oWant	PersonX sees PersonY's eyes	to lock eyes
oWant	PersonX rushes to the hospital	prescribe medication
oWant	PersonX pulls PersonY's hair	to get away from him
oWant	PersonX walks home with PersonY	to eat dinner
oWant	PersonX pulls PersonY's ___ away	to thank him
oWant	PersonX wipes the ___ from PersonY's brow	to try to be neater
oWant	PersonX comes to PersonY understanding	Express themselves
oWant	PersonX pulls ___ closer to PersonY	to hug PersonX
oWant	PersonX touches PersonY's face	smack hands away
oWant	PersonX places it on the table	to enjoy the meal
oWant	PersonX cares for PersonY's children	to say thank you
oWant	PersonX finally agreed	feel relief
oWant	PersonX impresses PersonX's parents	to show PersonX to others
oWant	PersonX takes my dog	to get back my dog
oWant	PersonX prepares another ___	to learn from PersonX how they created it
oWant	PersonX makes a friend	to do something fun
oWant	PersonX goes a long way	to see PersonX
oWant	PersonX meets PersonY's needs	companionship
oWant	PersonX moves PersonY's things	to finish what they were doing
oWant	PersonX quits the next day	to get upset
oWant	PersonX delivers to PersonY's house	Thank PersonX for the delivery
oWant	PersonX drives back to PersonY	to ignore PersonX
oWant	PersonX undergoes PersonY operation	helpfull in all ways
oWant	PersonX prepares ___ for work	to work hard
oWant	PersonX bears in PersonY body the ___	Pass out from shock
oWant	PersonX suits PersonX's needs	To embrace person x
oWant	PersonX gets PersonY picture	to follow PersonX's directions
oWant	PersonX receives PersonY degree	to enroll PersonX in further classes
oWant	PersonX starts ___ together	to chat with personx
oWant	PersonX sticks PersonY's tongue out	there tongue back in there mouth
oWant	PersonX receives PersonX's brother 's ___ from PersonX's hand	to comfort him
oWant	PersonX sees PersonY's son	He says thanks
oWant	PersonX never paid attention	to call person x out.
oWant	PersonX considers the ___ separately	to find out what the decision is
oWant	PersonX causes PersonY accident	to be saved
oWant	PersonX pushes PersonY's ___ through the crowd	to get somewhere
oWant	PersonX is playing a game of basketball	to continue playing
oWant	PersonX tells people	go to a safer place
oWant	PersonX gets worse	to make sure PersonX is okay
oWant	PersonX solves the country 's ___	to thank PersonX
oWant	PersonX invites PersonY's boyfriend over	to hope for the best
oWant	PersonX hangs ___ on PersonX's wall	To compliment X on taste
oWant	PersonX fills PersonY's ___ with water	to have person X do it again
oWant	PersonX meets PersonY wife	to show friendliness
oWant	PersonX goes to the home improvement store	provide advice
oWant	PersonX goes ___ with PersonX's father	to interact with PersonX
oWant	PersonX invites all PersonY's friends over	to have a fun time at Person X's house.
oWant	PersonX supports PersonY's claims	to make a settlement
oWant	PersonX gives ___ to PersonY's parents	parents thank person x
oWant	PersonX touches PersonY's hair	to enjoy touch
oWant	PersonX buys ___ for PersonX's son	to thank X for her kindness.
oWant	PersonX falls around PersonY	to console PersonX
oWant	PersonX retrieves the ball	tell person X to do better
oWant	PersonX plays practical jokes	to continue on
oWant	PersonX opens PersonX's curtains	sees outside
oWant	PersonX watches the game	to have fun watching the game
oWant	PersonX protects PersonX's children	to go in the house
oWant	PersonX complains to PersonX's mother	tell PersonX to shut up
oWant	PersonX calls a friend	turn down
oWant	PersonX uses PersonY's language	to communicate with PersonX
oWant	PersonX calls the cops on PersonY	to get out of there before they arrive
oWant	PersonX pours fuel on the fire	cry
oWant	PersonX slaps PersonY on the back	to be left alone
oWant	PersonX gives ___ a chance	Do a good job.
oWant	PersonX spends time with PersonY's friends	They wipe his tears .
oWant	PersonX takes life seriously	to pay them
oWant	PersonX washes PersonX's sheets	to express thanks
oWant	PersonX airs PersonX's dirty laundry in public	to tell PersonX to be quiet
oWant	PersonX tells PersonX's best friend	to know what's going on
oWant	PersonX averts PersonY's eyes	to confront PersonX's advances
oWant	PersonX provides PersonY education	to buy cap and gown
oWant	PersonX tries to cheer PersonY up	to celebrate
oWant	PersonX takes ___ to a restaurant	stomach upset
oWant	PersonX persuades PersonY to change	to make changes
oWant	PersonX sees a therapist	PersonX to go on medication
oWant	PersonX moves PersonY's hips	to interact with PersonX
oWant	PersonX holds ___ for life	to give gifts to their leader
oWant	PersonX shades PersonY's eyes	thank them
oWant	PersonX gives PersonY a opportunity	to gives thanks to Person X.
oWant	PersonX leaves school	to go home
oWant	PersonX enters PersonX's father 's ___	dad talks to person x
oWant	PersonX sends umi a ___	to tell them that they got the manuscript
oWant	PersonX grabs PersonY by the arm	to go along with PersonX
oWant	PersonX asks PersonY for a pencil	want their pencil back after they loan it to Person X.
oWant	PersonX makes ___ for PersonY's family	eat
oWant	PersonX wants to have a child	contribute to the pregnancy
oWant	PersonX passes PersonY act	to get the official notification
oWant	PersonX decorates PersonY's tree	to show other people the tree.
oWant	PersonX wants PersonY answer	not talk about it
oWant	PersonX does ___ in PersonX's power to make	to stay under control
oWant	PersonX warmly kissed PersonY's necked	understand who PersonX is as a person
oWant	PersonX looks around PersonY	To hold X back
oWant	PersonX cleans everything	to have friends over.
oWant	PersonX enters PersonY's mind	to start a relationship
oWant	PersonX lets PersonY stay	thank PersonX
oWant	PersonX scars the bear	run away from personX
oWant	PersonX gets PersonY understanding	to help him
oWant	PersonX begins to make a loud noise	to tell PersonX to be quiet
oWant	PersonX comes to PersonY's rescue	chat with X
oWant	PersonX pays PersonY dollars	to drive person x
oWant	PersonX places ___ at risk	Seek counseling.
oWant	PersonX establishes relations with PersonY	to go dancing
oWant	PersonX holds PersonX's ___ together	to listen to PersonX
oWant	PersonX meets PersonX's boyfriend	to go on date
oWant	PersonX lives with PersonX's father	hang out
oWant	PersonX expresses PersonY ___ to the people	gets curious
oWant	PersonX meets society 's ___	to solve his problem
oWant	PersonX helps PersonY study	to sleep
oWant	PersonX is still scared	to comfort PersonX
oWant	PersonX creates PersonY system	to offer PersonX assistance
oWant	PersonX introduces ___ to the class	to get to know PersonX
oWant	PersonX lays ___ on PersonY's shoulder	to move
oWant	PersonX robs the bank	to add new alarm systems and security
oWant	PersonX hides ___ from PersonX's parents	to avoid something with their parents
oWant	PersonX calls ___ by PersonY's names	to ignore PersonX
oWant	PersonX provides ___ for students	to thank x
oWant	PersonX wants to talk	make sure PersonX understands
oWant	PersonX cooks PersonY dinner	to help clean up
oWant	PersonX likes ___ , though	to spend more time with PersonX
oWant	PersonX detects ___ in patients	Find out what to do.
oWant	PersonX steals PersonY's thunder	Fight
oWant	PersonX starts PersonY business	To make money
oWant	PersonX likes ___ back	to push back the feelings
oWant	PersonX makes PersonY crazy	to run away
oWant	PersonX screams for help	to be there with personX
oWant	PersonX extends the ___ to include	to try out for the play
oWant	PersonX brings ___ upon PersonY	to thank x
oWant	PersonX goes to PersonY's head	to process thoughts of someone
oWant	PersonX talks to PersonY's husband	to tell them what they have been up to
oWant	PersonX asks a question	to go on with the lesson
oWant	PersonX talks to PersonY about anything	to tell PersonX to keep quiet
oWant	PersonX would hire PersonY	to seek other opportunities of employment
oWant	PersonX deprives PersonY ___ without process	take back control
oWant	PersonX threatens PersonY's life	call the cops
oWant	PersonX makes PersonY's ___ in the world	to continue a relationship with PersonX
oWant	PersonX sees PersonX's old friend	talk to PersonX
oWant	PersonX pays the fiddler	to thank PersonX for the money.
oWant	PersonX changes men 's ___	to thank x profusely
oWant	PersonX tries yoga	to invite him to come again
