prefix	input_text	target_text
other	PersonX sees the line	scowls
other	PersonX buys PersonX's dream car	To sacrifice other expenses
other	PersonX wishes PersonY a happy birthday	demonstrative
other	PersonX keeps PersonY eye on you	to quit
other	PersonX falls asleep in the car	to lower the music so x can sleep
other	PersonX crosses ___ over PersonY's chest	touches Person Y
other	PersonX gives PersonX's speech	brave
other	PersonX plays a ___ in making	gets a raise
other	PersonX quits drinking	to spend more time with his/her family
other	PersonX takes ___ to the zoo	look at the animals
other	PersonX binds PersonY's ___ together	to get a handcuff
other	PersonX is shot and killed	police study circumstances of death
other	PersonX leads PersonY army	helped
other	PersonX delivers up the ___ to god	WARLIKE
other	PersonX improves PersonY's skills	supported
other	PersonX is afraid of water	gets sunburnt.
other	PersonX gets hotter	worried
other	PersonX gives ___ to PersonX's mom	to be thankful
other	PersonX hides the sausage	to eat the sausage
other	PersonX sets ___ on soil	to be at a farm
other	PersonX gets stitches	gets hospital bill
other	PersonX is getting dark	morbid
other	PersonX secures another ___	ensure
other	PersonX brings the ___ to life	To be nurturing
other	PersonX starts a fire	Gets smoke inhalation
other	PersonX brings ___ to PersonY's lips	sticks out tongue
other	PersonX takes PersonY home	Pulls up
other	PersonX cooks some eggs	Healthy
other	PersonX gives ___ a massage	to give massages to others
other	PersonX feels a ___ on PersonX's shoulder	PersonX gets beaten up.
other	PersonX comes to PersonY's aid	to hug person x for their help
other	PersonX knows PersonY's history	to talk to PersonX
other	PersonX teaches PersonY to read	benevolent
other	PersonX pushes ___ away from PersonY	Person Y hugs person X
other	PersonX bakes a cake	gets messy
other	PersonX continues even ___	eving to solve the problem
other	PersonX divides the ___ into categories	knowledgeable
other	PersonX brings ___ back home	good because they needed to get home
other	PersonX buys a yacht	to go to the harbor
other	PersonX bleaches PersonY's hair	starts crying
other	PersonX wears ___ instead	More comfort
other	PersonX wears a helmet	strap breaks
other	PersonX plays ___ professionally	smart
other	PersonX takes PersonY to church	sits with a friend
other	PersonX drives so fast	to move out of the way
other	PersonX gives PersonY sign	informed
other	PersonX is losing badly	loses hope
other	PersonX finds PersonY attractive	happy
other	PersonX joins the basketball team	happy.
other	PersonX shakes a leg	to start moving
other	PersonX relaxes and watch	to take a nap
other	PersonX calls the police on PersonY	makes an arrest
other	PersonX explains PersonX's position	to be understood
other	PersonX moves back home	happy
other	PersonX accidentally tripped	to be clumsy.
other	PersonX brings PersonX's family	brings them to his car
other	PersonX loves PersonY's husband	marry person x
other	PersonX tears the ___ to pieces	makes a mess
other	PersonX helps PersonY study	to understand what PersonX is saying
other	PersonX holds PersonX's horses	to reason with PersonX
other	PersonX condemns PersonY to death	escape
other	PersonX suffers ___ at the hands	PersonX is abused
other	PersonX finds PersonY's family	makes a discovery
other	PersonX elects every ___	stability
other	PersonX starts a fight	to fight in the next time
other	PersonX gets drunk	annoyance
other	PersonX goes to the mattresses	tired
other	PersonX learns to read	want to read
other	PersonX packs up PersonY's stuff	go on a trip
other	PersonX gives the kids	kind
other	PersonX loves PersonX's mother	affectionate
other	PersonX wants to talk	informed
other	PersonX comes ___ soon	PersonX saves time
other	PersonX washes PersonY's hands	dries their hands
other	PersonX goes anyway	excellent
other	PersonX loses PersonX's mother	FUTURE LIFE
other	PersonX drives PersonY nuts	exasperated
other	PersonX asks the clerk	to figure something out
other	PersonX removes PersonY's hands	to say goodbye to PersonY
other	PersonX goes the principal 's office	scared
other	PersonX defends PersonX's position	to implement the plan
other	PersonX takes the kite	Find the kite they want to take
other	PersonX teaches ___ at university	earns a living
other	PersonX puts ___ in the paper	to publish something
other	PersonX takes ___ of one	be given one
other	PersonX tries to tell PersonY	to find PersonY
other	PersonX creates PersonY's own dynamic site	creative
other	PersonX puts PersonY's ___ to work	to split the proceeds in his favor
other	PersonX gives PersonY his head	to beg for mercy
other	PersonX takes PersonY aside	get back to work
other	PersonX gets PersonY's wallet back	to display their gratitude to PersonX
other	PersonX performs PersonX's ___ effectively	to complete the project
other	PersonX finds PersonY's level	uncertain to tell at this juncture.
other	PersonX talks to PersonY's mother	smiles
other	PersonX breaks up with PersonY's boyfriend	She call blocks him.
other	PersonX takes PersonY to the zoo	Walks the zoo
other	PersonX washes clothes	to help in the household chores
other	PersonX brings ___ into the field	to play their best
other	PersonX fights every ___	to never give up
other	PersonX makes scrambled eggs for breakfast	gets excited to eat the eggs
other	PersonX honks PersonY's horn	annoyed
other	PersonX throws ___ at the teacher	aggressive
other	PersonX begins talking	to make them understand
other	PersonX takes the fifth	silent
other	PersonX founded upon PersonY	to look at PersonY
other	PersonX takes PersonY to the mall	to have fun
other	PersonX publishes every ___	to become an editor
other	PersonX strikes PersonY in the face	to grab person x
other	PersonX declares ___ on the states	to get congresses approval
other	PersonX does the trick	Personx lands on their feet
other	PersonX takes into consideration the ___	thoughtful
other	PersonX paints PersonY's nails	skilled
other	PersonX masters every ___	to observe PersonX
other	PersonX keeps PersonY still	to win play
other	PersonX talks to PersonY's boss	greatful
other	PersonX gets pretty good	to maximize experiance
other	PersonX looks really nice	attracted to x
other	PersonX left PersonY for dead	betrayed
other	PersonX potty train	Person X's parents stop changing diapers
other	PersonX meets PersonY for the first time	greets person X
other	PersonX pays the piper	becomes broke
other	PersonX spends time with PersonY's friends	He puts on music.
other	PersonX gives PersonY his head	give persony freedom
other	PersonX uses steroids	to shoot it up
other	PersonX makes a long story short	teach PersonY
other	PersonX shares PersonY's love	wanted
other	PersonX leaves happy	grateful
other	PersonX has a small party	to but food and drinks.
other	PersonX takes ___ across the country	put their cat in a safe cage
other	PersonX supports PersonX's families	to do their part
other	PersonX hears PersonY's voice again	to answer Person Y's questions
other	PersonX takes PersonY in PersonZ arms	to save him
other	PersonX sees what was wrong with PersonY	TO CONVINCE
other	PersonX pays PersonY's bills	thank PersonX for paying them
other	PersonX maintains PersonY system	Takes the rest of the day off
other	PersonX changes hands ___	dishonest
other	PersonX throws back PersonY's head	screams in pain
other	PersonX has to go to the doctor	receives the medical bill in the mail
other	PersonX removes ___ from the body	rude
other	PersonX loves makeup	to buy more makeup
other	PersonX swims to the deep end	to be adventurous
other	PersonX lays next to PersonY	go home
other	PersonX takes PersonX's lunch	to eat at her desk.
other	PersonX gives PersonY knowledge	promoted
other	PersonX narrows PersonY's eyes at PersonY	unhappy
other	PersonX wants to see PersonY again	They give personX their phone number.
other	PersonX nuzzles PersonY's neck	aroused
other	PersonX jumps on the bandwagon	attacked
other	PersonX becomes PersonY architect	determined
other	PersonX judges the ___ in righteousness	ask for help
other	PersonX forgets PersonY's keys	upset
other	PersonX continues to work	gets stressed
other	PersonX hears PersonY words	intriqued
other	PersonX makes a better door than a window	frustrated
other	PersonX calls a taxi	to travel
other	PersonX dies at PersonY age	is mourned
other	PersonX signs PersonY's name	Person X sets the pen down
other	PersonX starts a fire	cook food
other	PersonX puts PersonY to work	receives thanks
other	PersonX says anything	for their opinion to be heard
other	PersonX calls PersonY back	cared about
other	PersonX is impressed by PersonX's work	boastful
other	PersonX meets PersonX's maker	sorrow
other	PersonX packs PersonY's stuff	They take PersonY to the airport
other	PersonX grips PersonY's hips	Holds him tight
other	PersonX wrecks PersonY's car	to look for a new car
other	PersonX gives ___ to PersonX's mother	surprised by the nice gesture
other	PersonX works on PersonY's car	to check if their car works.
other	PersonX asks PersonY for PersonZ's number	gets asked a question
other	PersonX tries and get	it.
other	PersonX speeds away	to show off
other	PersonX is at the county fair	to win a contest
other	PersonX never return	Others may mourn the loss of person x
other	PersonX washes PersonY's sheets	close the door
other	PersonX finally beat ___	defeated
other	PersonX walks to school one ___	to grade their papers
other	PersonX accepts without question	to settle the issue amicably
other	PersonX comes home from work one ___	to eat
other	PersonX takes ___ to vegas	to have a good time
other	PersonX lets PersonY win	get the game out
other	PersonX takes PersonY's girlfriend out to dinner	to be unfriendly
other	PersonX does well by doing good	get promoted
other	PersonX knocks the living daylights out of ___	to apologize for his actions
other	PersonX seats beside PersonY	to talk to PersonX
other	PersonX increases PersonY's production	to get a job
other	PersonX adopts a baby	gains a child
other	PersonX gives ___ a chance	Do a good job.
other	PersonX cuts ___ badly	bleeding
other	PersonX buys a plane ticket	to look up flights
other	PersonX includes this book 's ___	read the title
other	PersonX dates PersonX's girlfriend	Go home and rest
other	PersonX tries ___ instead	to stop doing something
other	PersonX leaves PersonY 's house	to go to sleep
other	PersonX fails a test	to give PersonX a failing grade
other	PersonX crosses PersonY's palm	yells
other	PersonX moves towards the door	to know who lives there
other	PersonX gets there on time	to know the route
other	PersonX lets ___ inside	open the door
other	PersonX causes ___ to others	to be in charge
other	PersonX makes PersonY sense	to talk
other	PersonX wrests ___ away	down
other	PersonX wins PersonY's heart	kiss each other
other	PersonX pays all PersonX's bills	has no money for grocery
other	PersonX receives ___ from the government	to gather documents
other	PersonX makes love to PersonY	She yelled
other	PersonX watches the olympics	to enjoy the watching the games
other	PersonX is a big success	gains fortune
other	PersonX drives PersonY's friends home	Is greeted by their parents.
other	PersonX eats spaghetti	Ravenous
other	PersonX takes PersonY fishing	to please persony
other	PersonX presses upon PersonY	to consider what PersonX is saying
other	PersonX wants nothing more	to cry
other	PersonX has very long hair	to look beautiful
other	PersonX is playing basketball with PersonY's friends	to have fun
other	PersonX assumes PersonY responsibility	to get back to work
other	PersonX comes to PersonY's knowledge	What to help X
other	PersonX puts PersonY's foot down	to be controlling
other	PersonX drops ___ by accident	to make sure nothing is broken
other	PersonX sprains ___ badly	Careless
other	PersonX packs up PersonY's things	loses some privacy
other	PersonX keeps ___ away from PersonY	Maintain contact to keep Person Y away from the thing.
other	PersonX catches a lot of fish	to eat the fish
other	PersonX satisfies PersonY's desires	smiles
other	PersonX comes ___ to find	sleeps
other	PersonX trains the new employee	helpful
other	PersonX sends a text	to wait for a response
other	PersonX has never played before	confident
other	PersonX enters the store	to check out
other	PersonX answers this ___ in the affirmative	to receive more answers
other	PersonX goes for the jugular	to run away.
other	PersonX brings PersonY's hand up	they get slapped by PersonY
other	PersonX visits ___ last week	to catch up with them
other	PersonX persuades ___ to support	to understand personx view
other	PersonX possesses every ___	perfect
other	PersonX creates PersonY illusion	to listen to more
other	PersonX evens told PersonY	included
other	PersonX drives PersonY away	ignores them
other	PersonX gathers PersonY's friends	sing a song
other	PersonX also made	to make pillows
other	PersonX brings ___ to a crisis	to be safe
other	PersonX ends ___ early	to leave.
other	PersonX lands a new job	employer increases productivity of company
other	PersonX passes the ball	to assist a basket
other	PersonX needs to get a job	lazy
other	PersonX spends the day together	to go out to dinner
other	PersonX raises PersonY's arms	to hit PersonX
other	PersonX notices ___ on the counter	to get the mail
other	PersonX wants to look PersonX's best	get dressed
other	PersonX works outside the home	glad to have this co-worker
other	PersonX learns to play tennis	to be a sports person
other	PersonX takes ___ of the opportunities	to move from current company
other	PersonX loses 20 pounds	to be fit
other	PersonX goes off at score	to have achieved something
other	PersonX tries yoga	adventurous
other	PersonX travels a lot	do his laundry
other	PersonX tells PersonY the thing	informed
other	PersonX gives PersonY instructions	confident
other	PersonX is proud of PersonX's work	independent
other	PersonX goes ice skating	content
other	PersonX plays ___ with PersonY's friends	to rest for a while
other	PersonX becomes PersonY engineer	is overbearing
other	PersonX puts PersonY's ___ at ease	persony to not worry.
other	PersonX offer PersonY opportunity	returns the favor
other	PersonX eats it anyways	see a fly on it
other	PersonX sees ___ on television	to learn
other	PersonX turns upon PersonY	helpful.
other	PersonX wants to relax	Person x yawns.
other	PersonX brings PersonY back	Gets home safely
other	PersonX gives PersonY the power	PersonY to appreciate
other	PersonX eats a snack	get full
other	PersonX helps PersonY's calm down	relaxed and calm down
other	PersonX pursues PersonX's studies	to achieve an accomplishment
other	PersonX fees the birds	to buy some birdseed
other	PersonX puts PersonY back	and try harder
other	PersonX hears PersonY's name called	PersonY sweats from nervous
other	PersonX makes PersonY popular	Helpful
other	PersonX syphons the python	sighs in relief at end
other	PersonX says something like	is perceived as unintelligent
other	PersonX testifies unto you these ___ in the churches	convinced
other	PersonX takes ___ to a movie	DISCUSS THE MOVIE.
other	PersonX continues throughout life	content
other	PersonX plants a garden	to harvest fruits
other	PersonX becomes terrified	jittery.
other	PersonX buys a new sweater	gets change
other	PersonX washes PersonY hair	closes eyes
other	PersonX buys a kit	go to store to buy
other	PersonX plays professional basketball	practice with PersonX
other	PersonX finishes PersonX's paper	to get a pen and paper
other	PersonX makes PersonY's move	cringes at person  x
other	PersonX cleans PersonY's house	sneezes from dust
other	PersonX throws PersonY a surprise party	Spends time
other	PersonX shares PersonY's life	to get married
other	PersonX furrows PersonY's brow	to make fun of the person
other	PersonX begs PersonY's forgiveness	understood
other	PersonX wipes the ___ from PersonX's eyes	both are happy
other	PersonX spends the money	to find something to spend it on
other	PersonX feels like crying	to console him
other	PersonX boils the water	hungry
other	PersonX sways back and forth	to sway
other	PersonX talks to oneself	figures something out
other	PersonX puts PersonX's money	to put personx's money somewhere
other	PersonX makes a joke	good-natured
other	PersonX challenges PersonY's brother	strong
other	PersonX takes a flight	ears get plugged up
other	PersonX adds insult to injury	to ask for an apology
other	PersonX makes PersonY laugh	joyful
other	PersonX asks PersonY meant	to get in touch with Y
other	PersonX gives PersonY reasons	informed
other	PersonX can see it in PersonY's eyes	PersonY is confronted
other	PersonX has a green thumb	to  give him ideas
other	PersonX pays all of PersonY's bills	kind
other	PersonX tells PersonY mean	to make him understand his faults.
other	PersonX defines the ___ in terms	thankful
other	PersonX invites ___ to PersonX's party	Socializes at his/her party
other	PersonX loves PersonY well	to kiss PersonY
other	PersonX preaches ___ to the poor	receives advice
other	PersonX hits the target	to congratulate person X
other	PersonX gives ___ to PersonY's friends	they cry
other	PersonX is a great baseball player	to be competitive
other	PersonX asks PersonX's manager	get a promotion
other	PersonX sends PersonY to the store	to get the groceries
other	PersonX never noticed	to notice something
other	PersonX gives PersonY names	person y has new name
other	PersonX takes ___ to disneyland	thankful
other	PersonX finishes PersonX's report	mood lifts
other	PersonX gives PersonY a welcome	to give PersonX a hug
other	PersonX dresses to go back out to eat	fast
other	PersonX finds something else	to turn TV on
other	PersonX is a famous singer	scream when accidentally encounter PersonX on the street
other	PersonX gives PersonY a advantage	to work successfully
other	PersonX is in and out	unload packages
other	PersonX appreciates the gesture	thankful
other	PersonX squeals with joy	to show happiness
other	PersonX gets a new tv	to mount it on the wall
other	PersonX tells PersonY tales	gets information
other	PersonX gets PersonX's first kiss	loving
other	PersonX puts PersonY in the car	to open the car door
other	PersonX changes PersonX's habits	to understand themselves
other	PersonX is hiking with friends	good after hiking with personx.
other	PersonX protects PersonX's rights	grateful for the perosn that helped.
other	PersonX reproduces this book thereof in PersonY form	takes
other	PersonX feels PersonY's body	to have sex with person
other	PersonX quenches PersonX's thirst	To get a cup or glass
other	PersonX keeps PersonY appointment	to get paid by PersonY
other	PersonX guides ___ even more forcefully onto	PersonX puts their foot down
other	PersonX requires PersonY effort	hopeful
other	PersonX buys some new shoes	to pick the shoes he wants.
other	PersonX always refused	to not take part in an event
other	PersonX becomes excited	also get excited
other	PersonX fulfils one 's ___	to fulfill another dream
other	PersonX loses some weight	do workout
other	PersonX is angry at PersonX's brother	tries to do things better
other	PersonX wets PersonX's beak	gets shiverring
other	PersonX works perfectly	not change a thing
other	PersonX is getting older	nostalgic
other	PersonX buys a puppy	select puppy
other	PersonX cuts the tree down	to have firewood
other	PersonX visits PersonX's father	to make father happy
other	PersonX finds ___ in words	wants to avoid physical fights
other	PersonX leaves PersonY's ___ behind	to leaves behind
other	PersonX tells PersonY came	PersonX catches PersonY off guard
other	PersonX puts ___ in PersonY's mouth	fed
other	PersonX cashes PersonX's paycheck	to save the money
other	PersonX obeys PersonY's commands	powerful
other	PersonX writes home about ___	to respond to the letter
other	PersonX saves or to destroy ___	is set free
other	PersonX watches sports	cheer loudly
other	PersonX gives PersonY pain	distrust person x
other	PersonX wants PersonY to go	sad
other	PersonX knocks PersonY off his perch	sad
other	PersonX works ___ morning	To keep their job
other	PersonX parks the car	to go to the restaurant.
other	PersonX stays calm	confident
other	PersonX flashes behind PersonY	masturbates
other	PersonX hides in PersonY's room	to play a practical joke
other	PersonX walks the bike home	to pull it
other	PersonX lies through PersonX's teeth	Selfish
other	PersonX forgets PersonY's birthday	to apologize
other	PersonX asks PersonY's neighbor	not sure.
other	PersonX just listed ___ for sale in my shop	makes money
other	PersonX focuses PersonX's efforts	to have their own business
other	PersonX plays a trick	easy to complete
other	PersonX takes ___ to make	follow instructions
other	PersonX sends PersonY money	happy
other	PersonX watches ___ all week	to help a friend
other	PersonX retires from work	HAS FREEDOM TO DO AS THEY PLEASE
other	PersonX walks the floor	confused
other	PersonX plays poker with PersonY's friends	friendly
other	PersonX enjoys PersonX's trip	to have a good trip
other	PersonX waits so long	steadfast
other	PersonX looks amazing	eats the right portions
other	PersonX issues PersonY order	a job done.
other	PersonX shows PersonY interest	to get near person y
other	PersonX has a best friend	like they also have someone to hang out with.
other	PersonX sets PersonY example	to fullfill
other	PersonX finds a letter	Reads the letter
other	PersonX runs PersonY's hand through PersonY's hair	to fix the hair placement
other	PersonX puts PersonY's ___ away	to care for them
other	PersonX does everything right	he's praised
other	PersonX uses ___ to help	Makes a plan
other	PersonX buys new glasses	to see
other	PersonX comes back for PersonY	grateful to have not been forgotten
other	PersonX returns the shoes	gets money back
other	PersonX stays another ___	becomes restless
other	PersonX speeds down the road	in a rush
other	PersonX just graduated high school	studied for finals
other	PersonX gives PersonX's wife ___	smiles
other	PersonX gives PersonY a break	bad if they do not agree with the separation.
other	PersonX rolls away	in shape
other	PersonX makes it right	follows up with someone
other	PersonX sees the light	knowledgeable
other	PersonX buys ___ in the store	to decorate their house
other	PersonX plays pool	to learn to play
other	PersonX seeks god 's ___	prays
other	PersonX creates PersonY awareness	receives thanks
other	PersonX depends upon PersonY	dependent
other	PersonX shifts in PersonY's seat	gets thanked
other	PersonX makes PersonX's own candles	artistic
other	PersonX does whatever PersonY wanted	something person has
other	PersonX stares into PersonY's eyes	smiles at person Y
other	PersonX sells PersonY's ___ in the market	to want to help PersonY
other	PersonX eats something healthy	work well
other	PersonX never go	Misses misses opportunity
other	PersonX meets PersonY's sister	to go back home
other	PersonX hides ___ from PersonX's parents	to have privacy
other	PersonX whistles past the graveyard	closes mouth
other	PersonX robs the cradle	to fall in love
other	PersonX thanks PersonY for coming	smiles at person y
other	PersonX kisses PersonY deeply	lips become wet with saliva
other	PersonX gives PersonY money	cries tears of joy
other	PersonX keeps PersonY's counsel	to be respectful of privacy
other	PersonX attends PersonY's funeral	cries
other	PersonX runs away from home	worried
other	PersonX falls asleep in class	(teacher) tell PersonX off
other	PersonX feels strongly the ___	to understand feeling
other	PersonX sees ___ up close	inquisitive
other	PersonX does extra chores	thankful
other	PersonX eats PersonY's lunch	angry
other	PersonX puts ___ in to bake	to make dinner
other	PersonX flushes the toilet	to keep it clean
other	PersonX teaches ___ also	to learn
other	PersonX gets PersonY's money back	spend dollars
other	PersonX celebrates PersonY's birthday	to make person happy
other	PersonX leaves the party	they feel they had fun with person x.
other	PersonX acknowledges with thanks the ___	to part ways
other	PersonX takes another look	to be sure
other	PersonX begs to differ	annoyed
other	PersonX persuades ___ to accept	employer shakes PersonX's hand
other	PersonX sees a man about a horse	to let Person X tide the horse.
other	PersonX takes PersonY's girlfriend	go to the hospital
other	PersonX goes to the beach with PersonY's family	meet PersonY's family
other	PersonX dances ballet	runs
other	PersonX sends umi a ___	to tell them that they got the manuscript
other	PersonX reads god 's ___	religious
other	PersonX leads PersonY far	gets sad
other	PersonX puts the ___ in another way	seen as intelligent
other	PersonX becomes PersonY adult	buy a house
other	PersonX stays in PersonY's room	excited to have x sleep over.
other	PersonX plays PersonY's ___ well	annoyed
other	PersonX fires another ___	get exercise playing paintball
other	PersonX teaches PersonY to sew	helpful
other	PersonX plays something else	to listen to PersonX
other	PersonX hops in the car	to grab their keys
other	PersonX turns the water off	not to be wasteful
other	PersonX does n't want to go	to go to bed
other	PersonX calls PersonY's back	thoughtful
other	PersonX eats right	Health conscious
other	PersonX holds PersonY's feet to the fire	to hurt the other person.
other	PersonX finds a turtle	feeds it
other	PersonX maximizes PersonX's profits	glad
other	PersonX is at work one day	to make money
other	PersonX causes PersonY anxiety	sweats
other	PersonX is late at night	To get some sleep
other	PersonX has PersonX's first baby	to be a mom
other	PersonX pushes PersonY back	to be pushed first
other	PersonX plays a ___ in making	to thank him
other	PersonX has a terrible time	negative
other	PersonX puts to the sword	to fight back
other	PersonX breaks PersonY's phone	loses a phone
other	PersonX makes PersonY return	to go on a date
other	PersonX teaches PersonY something	helps others
other	PersonX ends PersonX's days	do work
other	PersonX achieves PersonY goal	to celebrate
other	PersonX stands by PersonY's side	to be close to someone
other	PersonX tilts PersonY's head up	no pain
other	PersonX visits the park	to take a walk
other	PersonX makes the appointment	to talk with personX
other	PersonX toots PersonX's own horn	to revel in what will hopefully be admiration from others
other	PersonX plays a ___ in the production	to know about production
other	PersonX takes PersonX's hand in PersonY's	kisses hand
other	PersonX is PersonX's wedding day	to get married
other	PersonX shuts PersonY eyes	closes eyes
other	PersonX boils ___ on the stove	active
other	PersonX finds a new hobby	to spend time perfecting this hobby
other	PersonX kills PersonX's darlings	resentful
other	PersonX improves women 's ___	to continue benefiting from the improvements
other	PersonX is too drunk to drive	gets arrested
other	PersonX sells PersonY's house	To get a new house
other	PersonX sees PersonY's best friend	flabbergasted
other	PersonX graduates college	congratulate PersonX
other	PersonX plays with PersonY's hair	to keep their hands busy.
other	PersonX hangs paper	gets the paper
other	PersonX wears high heels	learn how to walk in high heels
other	PersonX gets mail	to open bills
other	PersonX reduces the ___ much	work
other	PersonX eats pizza for dinner	orders medicine
other	PersonX walks down the hall	to leave the building
other	PersonX gives PersonX's speech	to tell his report
other	PersonX meets PersonY's mother	to drive PersonY's house
other	PersonX makes ___ safely	to fix his house
other	PersonX boldly goes where no man has gone before	brave
other	PersonX bases upon principles	intelligent
other	PersonX helps PersonX's community	active
other	PersonX hugs PersonY's mom	to show that she is happy to see her.
other	PersonX hits the brakes	surprised
other	PersonX has a huge crush on PersonY	ask PersonY out
other	PersonX comes down to us	garners applause
other	PersonX cleans PersonY's apartment	PersonY cringes at the not so clean apartment
other	PersonX takes PersonY to work	to go into work.
other	PersonX buys ___ for PersonY's family	they get a present
other	PersonX tears PersonY away	gets the wind knocked out of them
other	PersonX gets hired	joyful
other	PersonX boils the water	to have tea
