prefix	input_text	target_text
other	PersonX performs the heimlich maneuver	to go to the hospital
other	PersonX sees PersonY in person	to speak to PersonY
other	PersonX grows ___ in PersonX's backyard	Plant the seeds they need.
other	PersonX gets another flight	cancel his current flight
other	PersonX licks PersonX's wounds	careless
other	PersonX chases the ball	playful
other	PersonX answers the ___ well	competent
other	PersonX produces ___ for use	reaches out their hand into a folder
other	PersonX makes PersonY object	unsure
other	PersonX gives ___ water	gets thanked
other	PersonX pulls PersonY's leg	to ask PersonX how their leg is
other	PersonX gets sick of it	eats something he loves
other	PersonX gives PersonY the benefit	satisfied
other	PersonX washes one another 's ___	to clean them
other	PersonX finds PersonY's class	to talk to PersonX
other	PersonX reaches PersonX's goal	Runs every morning
other	PersonX wrecks PersonX's car	forced to walk from now on
other	PersonX flies PersonX's kite	gets sunburned
other	PersonX increases PersonX's profits	competent
other	PersonX loses some weight	They fit into their clothes better
other	PersonX meets ___ online	to have online account
other	PersonX introduces ___ to the class	to listen to PersonX
other	PersonX smacks PersonY's lips	their lip swells up
other	PersonX establishes PersonY organization	a sense of accomplishment
other	PersonX hears a noise outside	curious
other	PersonX keeps it secret	watches words carefully
other	PersonX extends the ___ to include	to try out for the play
other	PersonX fixes PersonY's roof	satified
other	PersonX lays ___ on the table	indifferent
other	PersonX looks hard at PersonY	to talk to him
other	PersonX makes PersonY estimate	to discuss it with him
other	PersonX keeps up with the joneses	to be better than the jonses
other	PersonX pays dividends	independent
other	PersonX wants to surprise PersonX's girlfriend	enjoy surprise
other	PersonX makes PersonY better	strong
other	PersonX crashes PersonY's bike	to apologize
other	PersonX sees PersonY article	smart
other	PersonX needs ___ for work	can't use the car then
other	PersonX maintains PersonX's independence	PersonX doesn't have to depend on others for support
other	PersonX kisses PersonY hard	have to make a choice
other	PersonX keeps a eye on PersonY	nervous
other	PersonX buys another one	regrets wasting money
other	PersonX gets PersonY's things together	person get protection for things
other	PersonX decorates for christmas	an appealing environment
other	PersonX cries for help	dependent
other	PersonX buys a new laptop	satisfied
other	PersonX boos ___ off the stage	leaves the stage
other	PersonX spills water	annoyed
other	PersonX sneaks behind PersonY	to scare them
other	PersonX releases PersonY's hold	to win the fight
other	PersonX calls PersonY's brother	to give some details
other	PersonX leads PersonX's team	authoritative
other	PersonX gives PersonY's husband ___	PersonY's husband receives the list
other	PersonX sends the ___ away	unhappy
other	PersonX issues PersonY order	beneath x.
other	PersonX treats PersonY with respect	respectful
other	PersonX points the finger	deny blame
other	PersonX sells PersonY's ___ for money	to thank PersonX
other	PersonX saves PersonX's father 's ___	get looked at by paramedics
other	PersonX gets a grip	shocked
other	PersonX plays a ___ in making	gets a raise
other	PersonX keeps ___ in PersonY's room	mischevious
other	PersonX removes PersonY from office	to tell PersonY they were not competent
other	PersonX pays off PersonX's debts	Freedom
other	PersonX struggles to make ends meet	to win the lottery
other	PersonX delivers up the ___ to god	God gets what was delivered.
other	PersonX raises ___ to PersonY's lips	makes Y withdraw
other	PersonX takes a lot of work	to make money
other	PersonX thinks might help	to use the idea
other	PersonX sees PersonY soon	good to see x
other	PersonX takes the dog home	warm
other	PersonX wins the spelling bee	excited
other	PersonX digs PersonY's fingers	She gets a foot massage.
other	PersonX takes up PersonY's residence	his documents back
other	PersonX wants to be healthy	goes on a diet
other	PersonX changes PersonX's pants	to dry and iron it
other	PersonX tries hard enough	struggling
other	PersonX starts PersonX's first job	to supervise PersonX
other	PersonX cools PersonX's heels	they're heels were touched by someone else
other	PersonX brings PersonY close	good
other	PersonX visits PersonY's mom	relieved
other	PersonX loses the race	wins the race
other	PersonX meets ___ at work	happy as well
other	PersonX comes to PersonY's aid	to hug person x for their help
other	PersonX gives PersonY rights	to do what they want
other	PersonX sees PersonY's works	ok
other	PersonX takes ___ to mcdonald 's	thankful
other	PersonX throws water	to throws water
other	PersonX is 20 years old	to indulge in something
other	PersonX wakes ___ up early	tiredness
other	PersonX protests PersonX's innocence	to hope for the best
other	PersonX decides to ask PersonY out	Gets jitters
other	PersonX grants PersonY permission	to enter the premises
other	PersonX wraps my arms around PersonY's neck	happy and loved.
other	PersonX gets home that night	relieved
other	PersonX is bored at home	to start a project
other	PersonX finds PersonY's mom	glad for seeing their mom
other	PersonX gets to know PersonY	social
other	PersonX brings ___ to light	satisfied
other	PersonX gets another	fulfilled
other	PersonX breastfeeds PersonX's baby	baby is full
other	PersonX catches ___ in the act	worried
other	PersonX delivers PersonY from evil	assisting
other	PersonX sends ___ to take	X gets results
other	PersonX breaks PersonY's phone	loses a phone
other	PersonX runs away from home	worried
other	PersonX comes in from the cold	gets warmed up
other	PersonX buys PersonY's supplies	to paint a picture.
other	PersonX irons PersonX's clothes	organized
other	PersonX reaches out PersonY's hand	to observe PersonX
other	PersonX likes PersonY very much	flattered
other	PersonX ensures PersonY's success	to express his gratitude
other	PersonX finds the perfect dog	kind
other	PersonX stills went	to arrive
other	PersonX expects a child	to care for PersonX
other	PersonX gives PersonY ___ back	relieved
other	PersonX climbs on top of PersonY	pushes away
other	PersonX drives home PersonX's ___	to gather teaching materials
other	PersonX gets PersonY's money 's ___	work
other	PersonX spends all of PersonY's money	to get some material goods
other	PersonX gives PersonY's dad	to have a tool
other	PersonX believes PersonY when say	Think about what they are saying.
other	PersonX tells the waitress	heard
other	PersonX meets new people	to judge/evaluate PersonX based on first impressions
other	PersonX transmits by PersonY means	pay bills
other	PersonX retires this week	happy
other	PersonX feels PersonY's heart	is told his heart rate is high
other	PersonX makes up PersonY's mind	PersonX is thanked
other	PersonX gets married a year later	to start a family
other	PersonX asks PersonY's parents	humble
other	PersonX hands in PersonX's dinner pail	grateful
other	PersonX performs PersonY's tasks	worried.
other	PersonX changes PersonY's name	think up new acceptable name
other	PersonX catches PersonY's breath	refreshed.
other	PersonX asks ___ for advice	curious
other	PersonX loves PersonX's mother	gets invited for dinner
other	PersonX inflicts upon PersonY	to smack PersonY
other	PersonX gives PersonY the pleasure	happy
other	PersonX shows PersonX's true colors	To distance themselves from X
other	PersonX fires the employee	Employee Yells
other	PersonX rocks PersonY's hips	playful
other	PersonX gives PersonY a job	to thank PersonX for the opportunity
other	PersonX performs PersonX's duties	hardworking
other	PersonX sits quietly	to get up and leave
other	PersonX keeps the puppy	happy
other	PersonX goes ___ at the mall	gets scammed
other	PersonX gets PersonX's car repaired	responsible
other	PersonX feels ___ on PersonY's shoulder	sweats
other	PersonX has a big test tomorrow	happy the test was good
other	PersonX tells PersonY to meet	to let PersonY know if they are available to meet.
other	PersonX seems nice enough	happy people like him
other	PersonX has ___ last night	sleepless
other	PersonX buys gifts for PersonY's family	surprised.
other	PersonX gives PersonY hopes	supported
other	PersonX gives PersonY a kiss	closes her eyes
other	PersonX finds a place	to rent the place
other	PersonX gives PersonY's girlfriend	to have a car
other	PersonX takes PersonY's share	to get help when they need it
other	PersonX looks for a new job	punch up their resume
other	PersonX meets PersonY wife	friendly
other	PersonX tells my mom	gets permission to go out
other	PersonX takes the ___ into consideration	to listen to all opinions carefully.
other	PersonX writes PersonY essay	Inhibits person y's development
other	PersonX heads outside	body temperature rises
other	PersonX never drank	to drink less too
other	PersonX puts ___ on the table	to eat their meal
other	PersonX feels awful	sighs in frustration
other	PersonX reaches for PersonY's phone	get a message
other	PersonX drives PersonY insane	annoyed
other	PersonX lets PersonY win	get the game out
other	PersonX forgets PersonX's phone	Misses calls
other	PersonX puts ___ in PersonY's mouth	fed
other	PersonX stands on PersonX's feet	betrayed
other	PersonX moves to a new area	Person X moves back
other	PersonX leaves PersonX's phone	to search for phone
other	PersonX forces upon PersonY	bad
other	PersonX uses steroids	to shoot it up
other	PersonX thinks might want	decides to make a purchase
other	PersonX looks delicious	stares at themselves in the mirror
other	PersonX declares PersonX's intention	gets something off their chest
other	PersonX gets ___ out of the garage	gets dusty
other	PersonX tells PersonY PersonY's name	smart
other	PersonX puts the ___ in order	delighted
other	PersonX has much fun	remembers that moment fondly
other	PersonX sees a homeless man	sad because he doesn't have a home or money
other	PersonX brings PersonY to the hospital	anxious
other	PersonX uses PersonY's laptop	To thank Y
other	PersonX takes ___ all day	to get on the bus
other	PersonX moves back	to take his position
other	PersonX becomes best friends	listens to person.
other	PersonX lifts PersonY's spirits	starts to smile to laud
other	PersonX accompanies PersonY far	happy
other	PersonX buys a burger	full
other	PersonX stops at the red light	satisfied
other	PersonX wants to run a marathon	get ready for marathon
other	PersonX brings the war to PersonY end	to defend
other	PersonX fulfills PersonX's obligations	to pay personX
other	PersonX receives ___ from others	to find a job
other	PersonX tells PersonY tales	to be entertained by PersonX
other	PersonX looks PersonY in the eyes	to be close
other	PersonX spills PersonX's drink	awkward
other	PersonX exposes the ___ to a number	know what the number is about
other	PersonX turns ___ into wine	drink wine
other	PersonX gets grounded	person x cant do anything
other	PersonX needs to get home	a car
other	PersonX rubs PersonY back	they feel relaxed
other	PersonX finds ___ to watch	flexible
other	PersonX leads PersonY existence	be independent
other	PersonX chips PersonX's tooth	to make an appointment to the dentist
other	PersonX opens a bottle of wine	happy
other	PersonX expresses PersonX's sympathy	Thanks him
other	PersonX finds ___ for PersonY's souls	to get rid of PersonY's demons
other	PersonX executes wrath upon PersonY doeth ___	becomes feared
other	PersonX treats PersonY differently	unfair
other	PersonX asks PersonY to meet	curious
other	PersonX enters upon a career	good determined
other	PersonX kills PersonY's father	mean
other	PersonX just listed PersonY for sale	enslaved
other	PersonX invites PersonY along	happy and gleeful
other	PersonX crosses PersonY's face	appealing
other	PersonX complies with PersonY's wishes	listens to person y
other	PersonX raises a lot of money	PersonX helps someone in need
other	PersonX locks PersonX's keys in PersonY's car	Kicks the car
other	PersonX serves PersonY's purposes	Thanks them
other	PersonX considers in detail the ___	Thinks of the best decision
other	PersonX solves PersonY problems	feels relief
other	PersonX becomes PersonY engineer	is regretful
other	PersonX packs PersonY's suitcase	becomes grateful toward X
other	PersonX develops ___ to help	happy
other	PersonX helps PersonY's family	offers to help in the future
other	PersonX tells PersonY to be quiet	concentrating
other	PersonX stays cool	remains relaxed
other	PersonX sees PersonY play	is active
other	PersonX holds the ___ in position	to lower the fluid level
other	PersonX picks it up right away	spots a quarter nearby
other	PersonX changes PersonY ___ with kings	to protest
other	PersonX evaluates ___ in terms	to gain access to the data
other	PersonX plays a ___ in the lives	better
other	PersonX finds ___ in PersonX's yard	seeking
other	PersonX has PersonX's first baby	dependent
other	PersonX has gone missing	bewildered
other	PersonX rubs PersonY's thumb	helpful
other	PersonX finds PersonY's phone	helpful
other	PersonX takes ___ to the city	adventurous
other	PersonX would not answer	nervous
other	PersonX seizes PersonY's hand	kissed
other	PersonX fails a test	to give PersonX a failing grade
other	PersonX hits another car	nervous
other	PersonX walks right	satisfied
other	PersonX issues PersonY edict	obedient
other	PersonX leaves and go home	to stop what they're doing
other	PersonX asks PersonY to dine	needy
other	PersonX gives ___ to PersonY's grandmother	loved
other	PersonX saves PersonY's country	valient
other	PersonX calls PersonX's husband	to take a message
other	PersonX drives downtown	get in the car
other	PersonX publishes PersonX's work	hardworking
other	PersonX sees PersonY cry	averts eyes with X
other	PersonX plays a ___ in the etiology	hurts
other	PersonX plays handball	Sweats
other	PersonX receives PersonX's education	studious
other	PersonX worships the ground PersonY walks on	important
other	PersonX lays down beside PersonY	calm
other	PersonX gives a great speech	inspired
other	PersonX grins from ear to ear	nice
other	PersonX likes the game	learn more about the game
other	PersonX is playing outside	to have fun
other	PersonX really likes PersonY	happy
other	PersonX entrusted to PersonY's care	responsible
other	PersonX gets some friends	happy
other	PersonX opens PersonY account	to receive help
other	PersonX becomes a better person	to marry a girl
other	PersonX provides ___ for PersonX's children	grateful
other	PersonX has to get rid of it	PersonX puts it on EBay
other	PersonX reconsiders PersonX's decision	enlightened
other	PersonX changes PersonX's views	to consider both views
other	PersonX goes well with PersonY	See PersonX
other	PersonX makes PersonY progress	do another activity
other	PersonX raises PersonX's standard	victorious
other	PersonX sets the ___ for the rest	to be admired
other	PersonX thanks ___ for the help	thankful
other	PersonX plays ___ on my friend	have fun at PersonY's expense
other	PersonX takes a shot in the dark	to have knowledge about topic.
other	PersonX votes for the first time	accomplished
other	PersonX gives ___ some medicine	could feel bad if they did not like person.
other	PersonX sends PersonY a text message	interested
other	PersonX explains in detail the ___	understoods well
other	PersonX carries away the ___	clean up
other	PersonX goes ___ for christmas	happy
other	PersonX calls out PersonY's name	to go on stage
other	PersonX affords PersonY opportunity	thankful
other	PersonX gives ___ a gift card	to thank person X
other	PersonX reads ___ in one	precocious
other	PersonX makes PersonY experiment	too ask personY for permission
other	PersonX learns PersonY's trade	empowered
other	PersonX takes ___ out to lunch	PersonX hang with friends
other	PersonX is going to the store	to buy things
other	PersonX sees an action movie	to buy a ticket
other	PersonX represents PersonY attempt	achieve goal
other	PersonX stills hurt	sympathetic to the pain
other	PersonX offer PersonY a ride	go home
other	PersonX says hi	Waits for a response
other	PersonX pushes PersonY on the ground	calls for help
other	PersonX puts ___ in PersonY's mouth	moves arm.
other	PersonX prevents the ___ from getting	be ready
other	PersonX plays it cool	safe
other	PersonX takes PersonY's two kids	to enjoy free time without children
other	PersonX always teased	mean
other	PersonX starts to grow	taller
other	PersonX marries soon	has child
other	PersonX invites everyone	appreciated
other	PersonX lives PersonY's life	to get back to their life
other	PersonX watches cartoons	childlike
other	PersonX goes surfing	to take a rest
other	PersonX gives PersonY the cold shoulder	apologizes
other	PersonX makes PersonY estimate	inquisitive
other	PersonX brings two together	to make the two get married
other	PersonX looks funny	call personX funny names
other	PersonX puts ___ on PersonY's desk	persony is able to continue with his work
other	PersonX risks one 's ___	Tries to drive
other	PersonX is extremely disappointed	depressed
other	PersonX demands all the money	scared
other	PersonX buys lunch	hungry
other	PersonX pushes PersonY around	to yell
other	PersonX produces PersonY impression	impression
other	PersonX saves PersonY the trouble	to help PersonY out
other	PersonX conducts ___ to determine	To publish results
other	PersonX is a bit nervous	to have a drink to settle their nerves
other	PersonX says hello	INFLUENCED
other	PersonX gives ___ a hug	kiss them
other	PersonX shovels snow	happy
other	PersonX adopts a baby	excited
other	PersonX drives PersonY to school	to thank PersonX
other	PersonX carries PersonY along	to be relocated
other	PersonX pieces ___ together	furrows brow in concentration
other	PersonX takes PersonY case	gets excited for personx taking and starts to scream
other	PersonX is going on a field trip	get a permission slip
other	PersonX pulls PersonY away	to be on his side
other	PersonX knows another ___	to assess what they should do
other	PersonX locks ___ out of the house	angry at themselves
other	PersonX gives PersonY a education	uses paper
other	PersonX studies for a test	stays up late
other	PersonX knows ___ personally	friendly
other	PersonX is driving PersonX's car	good.
other	PersonX divides the ___ into classes	princple
other	PersonX loses a lot of money	like a loser
other	PersonX gets a table	to have a nice dining area
other	PersonX loves motorcycles	learns more about motorcycles
other	PersonX deals with PersonX's problems	to thank X
other	PersonX needs someone	hear's personX
other	PersonX calls PersonY mother	talkative
other	PersonX gives it to PersonY's son	to thank PersonX
other	PersonX asks the question	wants them to learn
other	PersonX asks ___ for a date	flattered
other	PersonX loves PersonY anyway	to sigh in relief
other	PersonX talks for an hour	educated
other	PersonX makes PersonY order	to eat.
other	PersonX is my best friend	hangs out
other	PersonX gets robbed	careless
other	PersonX fulfils PersonY's mission	has more time to spare
other	PersonX places PersonY's hands	to look into PersonY's eyes
other	PersonX sees PersonY's name	hurt
other	PersonX asks my mom	is embarrassed
other	PersonX turns heads	to gawk at person x
other	PersonX calls the electric company	stressed
other	PersonX changes PersonY's plans	to enact the plan
other	PersonX buys apples	gives one apple to a homeless person
other	PersonX teaches PersonX's children	are attentive
other	PersonX makes fun of PersonY	run away
other	PersonX redoes PersonY's kitchen	accomplished
other	PersonX invites PersonY over for dinner	to eat the meal
other	PersonX purchases the ingredients	gets sick
other	PersonX refers the ___ to the court	set up an appointment with the court
other	PersonX brushes my teeth	gets thanked
other	PersonX allows PersonY to keep the dog	happy
other	PersonX goes for the gold	doesnt win
other	PersonX corners the market	successful
other	PersonX supports the government 's ___	for the government to help other things too
other	PersonX tries PersonY best	wishful
other	PersonX is working hard at PersonX's job	they learn to work hard
other	PersonX bares PersonX's soul	To be relieved
other	PersonX likes ___ so much	friendly
other	PersonX accomplishes PersonX's purposes	is regarded as a success
other	PersonX falls asleep at night	to have nice dreams.
other	PersonX wreaks havoc	to get revenge
other	PersonX takes PersonY to the hospital	dies
other	PersonX forgets to apply sunscreen	gets sunburn
other	PersonX shares PersonY's ___ with someone	wipe away tears
other	PersonX is PersonY's prom date	anxious
other	PersonX tells PersonY hoped	talkative
other	PersonX hears ___ on PersonX's door	casual
other	PersonX gathers around ___	roast marshmellows
other	PersonX keeps the ___ in repair	gets called hero
other	PersonX opens all PersonY's presents	segregate all presents
other	PersonX gives ___ a shot	playful
other	PersonX books PersonX's trip	traveled
other	PersonX makes breakfast for PersonX's family	content
other	PersonX keeps in touch with PersonY	learns more about persony
other	PersonX requires PersonY effort	hopeful
other	PersonX searches the entire house	to notice something is missing
other	PersonX uses PersonY instrument	be knowing use of instrument
other	PersonX uses PersonX's ___ to secure	to secure other things
other	PersonX fulfils one 's ___	to fulfill another dream
other	PersonX hides PersonX's light under a bushel	irritated
other	PersonX keeps PersonY in the dark	does not know
other	PersonX decides to buy a new car	to go to the dealer
other	PersonX makes PersonY impression	Study the way they do certain things.
other	PersonX puts ___ under PersonX's pillow	to wake up PersonX
other	PersonX kills PersonX's children	to live
other	PersonX is a happy couple	loved
other	PersonX passes PersonX's class	proud
other	PersonX places ___ in the way	people are impeded on the way
other	PersonX is the new kid in school	Shy away
other	PersonX wants a horse	to earn money to buy a horse
other	PersonX conducts PersonY experiment	waiting to see the result
other	PersonX views the ___ differently	could change laws.
other	PersonX hops in the car	to grab their keys
other	PersonX enjoys PersonX's lunch	appreciative
other	PersonX pitches a tent	PersonX goes into the tent
other	PersonX relaxes on the beach	Put on sunscreen
other	PersonX uses PersonY number	have a device to use the number
other	PersonX sends ___ instead	to gather any information necessary
other	PersonX reduces the ___ to one	makes progress
other	PersonX ends the game	Argue with X
other	PersonX hopes would return	to meet an old friend
other	PersonX needs to move	walks
other	PersonX carries PersonX's ___ into effect	PersonX does as he intends to do
other	PersonX loses PersonY's key	yells
other	PersonX seeks help	inadequate
other	PersonX improves PersonX's typing speed	proud
other	PersonX is going out with friends	to spend some good time with person X
other	PersonX serves notice	yell at PersonX
other	PersonX drives ___ back	learn to operate a car
other	PersonX wants to relax	to sleep
other	PersonX stops press	to go to print
other	PersonX gets rejected	wothless
other	PersonX tosses ___ around	happy
other	PersonX trains ___ to become	GET TIRED
other	PersonX has another baby	love
other	PersonX divides the ___ from the waters	to drink
other	PersonX boils the water	hungry
other	PersonX controls every ___	go home and relax
other	PersonX tells PersonY was grounded	personY cannot go to the party with personX
other	PersonX raises PersonX's ___ in protest	afraid
other	PersonX is walking around downtown	curious
other	PersonX adopts the cat	meow
other	PersonX makes it to the top	confident
other	PersonX lets PersonY leave	privacy
other	PersonX finds a letter	Reads the letter
other	PersonX busts PersonX's balls	to never do that again
other	PersonX wins the election	important
other	PersonX lowers the boom	perceptive
other	PersonX invites ___ to PersonX's party	happy
other	PersonX gives PersonY's baby ___	generous
other	PersonX eats lunch together	to interact
other	PersonX plays the clarinet	practiced their hobby
other	PersonX wishes PersonY success	determined
other	PersonX watches television	happy
other	PersonX loses all PersonY's money	bad they lost someone's belongings
other	PersonX sleeps all day	wake up
other	PersonX finally convinced ___	to do what PersonX wants
other	PersonX makes a horrible noise	heard
other	PersonX drives down the street	NONE
other	PersonX takes PersonY's daughter	grateful
other	PersonX fixes PersonY's car	proud
other	PersonX cooks ___ for PersonX's family	have a meal together
other	PersonX grows a beard	lazy
other	PersonX bases on PersonY's experiences	to understand
other	PersonX removes PersonY's shoes	Smell better
other	PersonX drives the ___ back	to counterattack
other	PersonX leaves for college	to find an apartment
other	PersonX reads the ___ aloud	to buy a newspaper
other	PersonX wastes ___ talking	see if the recording worked
other	PersonX examines this ___ in detail	to make an informed decision
other	PersonX unloads the groceries	to go to the store
other	PersonX helps PersonY in every way	to be educated
other	PersonX calls PersonX's sister	accepted
other	PersonX loves ___ much	good
other	PersonX wants to go to a party	get call from Person X
other	PersonX calls the police for help	urgency
other	PersonX orders ___ instead	the cashier takes the payment
other	PersonX cooks at home	to buy groceries
other	PersonX produces PersonY reaction	laughs about the joke
other	PersonX depends upon PersonY	dependent
other	PersonX finds PersonY attractive	Preens
other	PersonX blows PersonY's cover	exposed
other	PersonX dries PersonY's tears	kind
other	PersonX buys a new toaster	gets change
other	PersonX pulls PersonY toward PersonZ	embarrased
other	PersonX not does PersonY any favors	sad after seeing person x's reaction.
other	PersonX replies back	possibly reply back again
other	PersonX grabs PersonX's lunch	hungry
other	PersonX stays cool	to take a shower
other	PersonX buys a replacement	becomes obsessed with it
other	PersonX buys a new computer	empowered
other	PersonX smells really bad	to get new clothes out
other	PersonX gives PersonY attention	he learns the secrets to the universe
other	PersonX increases the ___ and to reduce	gives out more money
other	PersonX would eventually	to think about it
other	PersonX sings PersonY a song	PersonY thanks PersonX
other	PersonX makes ends meet	to pay bills.
other	PersonX leaves PersonY in the lurch	horrible
other	PersonX invites PersonY to visit	thank person y for visiting
other	PersonX examines PersonY carefully	ask questions
other	PersonX loves PersonX's dad	thinks of ways to show his love
other	PersonX defines clearly the ___	to listen to the information
other	PersonX places PersonY on the table	make himself/herself comfortable
other	PersonX agrees upon by the parties	smart
other	PersonX sees PersonY soon	happy.
other	PersonX makes PersonX's mom happy	they become energized
other	PersonX takes the bus to school	jumps in shock
other	PersonX names bill	to listen to personX
other	PersonX buys PersonY ice cream	grabs napkins
other	PersonX has a new friend	spends time with Person X
other	PersonX tells the students	students talk person x
other	PersonX gets PersonY's hair cut	Gets compliments
other	PersonX uses PersonX's internet	to watch a movie
other	PersonX takes ___ to a movie	KISSES PERSON Y
other	PersonX catches in the rain	to dry off
other	PersonX draws PersonY inference	to understand PersonY
other	PersonX enjoys the music	listen to another song
other	PersonX picks PersonY's way	helpless
other	PersonX eats hot dogs	full.
other	PersonX empties the tank	PersonX sweats from exerting so much energy
other	PersonX learns how to play chess	Plays match
other	PersonX calls PersonY today	to set up a time.,
other	PersonX wants PersonX's friends	like there support is needed
other	PersonX has a best friend	happy
other	PersonX misses the party	relaxed
other	PersonX treats PersonY well	diplomatic
other	PersonX makes mashed potatoes	hands get dirty
other	PersonX hits PersonY's city	Learn about the city
other	PersonX wants to give up	to get stronger.
other	PersonX supports PersonY's view	cared for
other	PersonX adds ___ to the flame	sad
other	PersonX affords PersonY the opportunity	Ask for favor
other	PersonX plays PersonY ___ in the pathogenesis	good about themselves
other	PersonX gets PersonY one	thank PersonX
other	PersonX tells PersonY's parents about it	frowns
other	PersonX screams at the top of PersonY's lungs	to get scared
other	PersonX burns PersonX's hand	distracted
other	PersonX thinks it was interesting	to understand why it was so interesting
other	PersonX earns a master 's ___	gains knowledge
other	PersonX works toward goals	driven
other	PersonX gives a hint on PersonY's project	Look at person Y's project
other	PersonX throws ___ at the teacher	to pick up a pencil
other	PersonX returns to PersonX's seat	passes test
other	PersonX uses PersonY instrument	be kind
other	PersonX throws it on the ground	needs to get a new employee
other	PersonX closes soon	for the store to close
other	PersonX takes ___ to heart	Helps X change
other	PersonX ties ___ around PersonY's neck	to fight back
other	PersonX writes PersonX's autobiography	send it in for editing
other	PersonX saves the woman 's ___	forever loved
other	PersonX joins the army	to clear exams
other	PersonX leaves PersonX's father 's ___	to have been with PersonX's father
other	PersonX wants to visit PersonY	to take person X to their house
other	PersonX issues ___ to fill	to thank PersonX
other	PersonX tells PersonX's parents what happened	trusted
other	PersonX lays hands on PersonY	Upsetting to people watching
other	PersonX talks to PersonY's friend	stresses about new friendship
other	PersonX plays spades	Other players hate person X
other	PersonX also asked PersonY	listens
other	PersonX goes well	get's the job
other	PersonX names the puppy spot	runs away
other	PersonX completes PersonY's assignment	accomplished
other	PersonX exceeds ___ from the date	to renew it
other	PersonX helps PersonY get up	to thank PersonX
other	PersonX reads the instructions	gets yelled at
other	PersonX gets PersonY ___ together	grateful
other	PersonX complains to PersonY's mother	do something to help PersonX
other	PersonX comes back ___	is thrown a party
other	PersonX loves PersonY much	get tingly
other	PersonX challenges PersonY's friends	to know PersonY's friends
other	PersonX plays with PersonY's friends	likeable
other	PersonX takes a gamble	to decide on what to gamble on
other	PersonX gives PersonY understanding	happy to have someone who understands
other	PersonX deals with PersonX's problems	independent
other	PersonX takes PersonY by the arm	aggressive
other	PersonX cracks the screen	to call for a price for repairs
other	PersonX is my guest	to get to know PersonX
other	PersonX really miss PersonY	loving
other	PersonX gets a kick out of ___	silly
other	PersonX provides PersonY understanding	Passed the test.
other	PersonX never learned	to of not learned
other	PersonX is playing baseball	talk about game and highlights
