prefix	input_text	target_text
oEffect	PersonX swirls PersonY's tongue	no effect
oEffect	PersonX prevents ___ from making	they are angry with person X
oEffect	PersonX leaves behind PersonY	starts crying
oEffect	PersonX persuades ___ to join	Workers think deeply of PersonX
oEffect	PersonX takes ___ out to lunch	PersonX is full after lunch
oEffect	PersonX thanks PersonY ___ for PersonZ's help	attain treatment
oEffect	PersonX lets PersonY know that	they learn new information
oEffect	PersonX wants to surprise PersonY's girlfriend	get gold ring
oEffect	PersonX sees ___ that PersonY liked	personY is informed of the thing they liked
oEffect	PersonX gets a standing ovation	cheers
oEffect	PersonX starts last week	receive a new employee
oEffect	PersonX points PersonY's finger	no effect
oEffect	PersonX buys ___ at a price	sells products
oEffect	PersonX wipes away PersonY's tears	gets afraid
oEffect	PersonX shows PersonX's gratitude	gets thanked again
oEffect	PersonX examines PersonY closely	are invaded
oEffect	PersonX takes PersonX's husband	the husband gets taken somewhere
oEffect	PersonX washes PersonX's feet	feet are clean
oEffect	PersonX helps people	may be inspired to help others as well
oEffect	PersonX tells PersonY meant	PersonY listens to PersonX attentively
oEffect	PersonX gets up PersonY's nose	recover from medical procedure
oEffect	PersonX feels PersonY's eyes on PersonY	He laughed
oEffect	PersonX rubs PersonY's forehead	forehead gets cleaner
oEffect	PersonX goes well with PersonY	smiles
oEffect	PersonX turns PersonY's body	watches PersonX
oEffect	PersonX takes PersonY along	get with buddy
oEffect	PersonX plays spades	Other players hate person X
oEffect	PersonX waters PersonX's plants	have time to do other stuff.
oEffect	PersonX extends PersonY's ___ at the expense	PersonY thinks highly of PersonX
oEffect	PersonX manages PersonY's ___ in PersonY's way	have more free time
oEffect	PersonX tells PersonY to wait	are jittery
oEffect	PersonX would make fun of PersonY	Walks away from them
oEffect	PersonX starts dating PersonY	Thinks about person x
oEffect	PersonX goes to PersonY's car	Blushes from the attention
oEffect	PersonX persuades ___ to go	person y has to walk
oEffect	PersonX finds the movie	watches the movie with PersonX
oEffect	PersonX uses PersonY's thumb	personY has ink on his thumb
oEffect	PersonX goes to miss PersonY	plans a meeting
oEffect	PersonX sticks the knife in ___	screams in pain
oEffect	PersonX occupies PersonY's attention	looks in one place
oEffect	PersonX gives PersonY a description	frowns in confusion
oEffect	PersonX leaves for college	is lonely
oEffect	PersonX sees PersonY's favorite band	get jealous
oEffect	PersonX prepares for PersonY emergency	makes it through well
oEffect	PersonX drives PersonY automobile	Sweats nervously
oEffect	PersonX wants PersonY dead	had pity feels
oEffect	PersonX grabs by the lapels	gets choked
oEffect	PersonX gives PersonY the benefit of the doubt	is given an opportunity
oEffect	PersonX borrows the money	has less money
oEffect	PersonX makes noise	are annoyed
oEffect	PersonX meets PersonY's expectations	NONE
oEffect	PersonX snaps PersonY's head	buried
oEffect	PersonX is really loud	tells Person X to be quiet
oEffect	PersonX makes PersonY jealous	gets mad at PersonX
oEffect	PersonX claims PersonY's attention	asks question to person
oEffect	PersonX looks hard at PersonY	Looks anxious
oEffect	PersonX gives PersonY information	exclaims in surprise
oEffect	PersonX stops to help	somebody is helped
oEffect	PersonX comes to PersonY's rescue	gives thanks
oEffect	PersonX fires upon PersonY	hides
oEffect	PersonX assists the ___ in developing	students learn better(for teachers)
oEffect	PersonX barks up the wrong tree	remains cautious
oEffect	PersonX keeps PersonX's ___ in order	The empire is maintained properly.
oEffect	PersonX teaches PersonY everything	gets new job
oEffect	PersonX sees ___ in PersonY's room	gets alerted by PersonX
oEffect	PersonX wants PersonY help	gets asked questions
oEffect	PersonX leaves PersonX's friends	cry
oEffect	PersonX expects to win	sad feel
oEffect	PersonX points PersonY's finger	PersonY is shown an object of interest
oEffect	PersonX plays ___ on PersonY's computer	yells
oEffect	PersonX reaches PersonY agreement	good
oEffect	PersonX drives ___ from work one	spend less money on transportation.
oEffect	PersonX is always good	receive aid from PersonX
oEffect	PersonX makes PersonY experiment	is congratulated
oEffect	PersonX writes PersonY's life	is famous
oEffect	PersonX gives ___ to PersonY's mom	Person Y gets a new car
oEffect	PersonX gets PersonY's mind off it	Person Y promises to do as directed by person X
oEffect	PersonX thinks PersonY were delicious	smiles back
oEffect	PersonX tells PersonY to come	Person Y accepts X's invitation.
oEffect	PersonX prevents the ___ from spreading	They are saved
oEffect	PersonX finally found the perfect one	have a stalker
oEffect	PersonX does community service	Is aware of Person X's service
oEffect	PersonX holds onto PersonY	gets injured
oEffect	PersonX just shook PersonY's head	PersonY feels dizzy
oEffect	PersonX sends PersonY on PersonX's way	drives home
oEffect	PersonX always refused	have a helping nature
oEffect	PersonX cuts PersonX's nails	has cleaner hands
oEffect	PersonX calls the cops on PersonY	being questioned  by police
oEffect	PersonX jumps PersonY's bones	sweats
oEffect	PersonX lasts much longer	screams
oEffect	PersonX blows PersonY's nose	sneezes instead
oEffect	PersonX wraps PersonY's legs	is knocked unconcious
oEffect	PersonX pulls PersonX's finger out	screams in agony
oEffect	PersonX sees in PersonY life	ignores PersonX
oEffect	PersonX writes PersonY a letter	gets a letter
oEffect	PersonX pleases PersonY well	claps hands
oEffect	PersonX brings ___ to the party	enjoys the dish
oEffect	PersonX finds PersonY's ___ around	sighs in relief
oEffect	PersonX calls PersonY mother	helps out
oEffect	PersonX makes PersonY provision	leaves the house
oEffect	PersonX sends PersonX's ___ to schools	kids pout at personx
oEffect	PersonX goes limp as PersonY smiled	looks away
oEffect	PersonX makes PersonY estimate	sighs in frustration
oEffect	PersonX puts PersonY arm around PersonZ	persony pushes the arm away
oEffect	PersonX lays PersonY's hands	person y loses money
oEffect	PersonX pulls the trigger	Person loses blood
oEffect	PersonX loses PersonX's friend	wants to see them again
oEffect	PersonX rubs at PersonY's eyes	says thank you
oEffect	PersonX gives PersonY a squeeze	tells PersonX to let go
oEffect	PersonX removes PersonY's hands	bleeds
oEffect	PersonX lays down beside PersonY	PersonY leaves the bed
oEffect	PersonX confesses PersonX's love	Somebody else feels loved.
oEffect	PersonX says would send	recive what is sending.
oEffect	PersonX turns PersonY's ___ around	faces a different direction
oEffect	PersonX comes home today	whats to ask about their new town
oEffect	PersonX gives PersonX's daughter	Smiles
oEffect	PersonX locks ___ behind PersonY	gets spare key
oEffect	PersonX trains the new employee	The new employee learns about their job
oEffect	PersonX makes PersonY provision	goes to work
oEffect	PersonX turns PersonY ___ away	concentrates better
oEffect	PersonX scars PersonY to death	cries
oEffect	PersonX gives ___ away	smiles from getting it for free
oEffect	PersonX sounds like something	receives answer for comments
oEffect	PersonX awaits PersonY's turn	Moves quickly
oEffect	PersonX enters upon a career	gain employee
oEffect	PersonX holds the reader 's ___	pay attention
oEffect	PersonX tells PersonY things	doesn't have to tell them
oEffect	PersonX schools the next day	talks with PersonX
oEffect	PersonX announces PersonY's arrival	trips downstairs
oEffect	PersonX surprises PersonX's mom	smiles
oEffect	PersonX immediately called ___	must provide assistance or treatment according to their job
oEffect	PersonX changes PersonX's nature	X's kids get gifts.
oEffect	PersonX asks PersonY's family	gives answer
oEffect	PersonX takes PersonX for the team	he smiles with anticipation
oEffect	PersonX tries to kiss PersonY	So happy
oEffect	PersonX gives PersonY pleasure	returns favor
oEffect	PersonX cashes in PersonX's chips	get's the chips
oEffect	PersonX gives ___ a second chance	no effect
oEffect	PersonX pushes PersonY forward	falls
oEffect	PersonX finds ___ in PersonY's closet	gives it away
oEffect	PersonX is a fashion designer	designer clothing
oEffect	PersonX creates PersonY awareness	Awareness is created
oEffect	PersonX likes ___ at first	slams hands on desk
oEffect	PersonX drops PersonY's bags	Person Y refuses to let Person X handle things
oEffect	PersonX uses PersonY's ___ to obtain	complains to others
oEffect	PersonX breaks ___ in half	cant see well
oEffect	PersonX helps PersonY's practice	to be safe
oEffect	PersonX takes PersonY's eyes off	PersonY's arms are flailing
oEffect	PersonX calls customer service	gets thanked
oEffect	PersonX starts taking lessons	teach person skills.
oEffect	PersonX maintains PersonY balance	wants to do it on their own
oEffect	PersonX sends PersonY to college	homesick
oEffect	PersonX is in good shape	PersonX maintains a better sex life with his/her partner.
oEffect	PersonX sentences PersonY to death	becomes frightened
oEffect	PersonX spreads forth PersonY's ___	They leave
oEffect	PersonX rests PersonY's forehead	gets itch
oEffect	PersonX holds PersonY still	cries
oEffect	PersonX pokes PersonY's head out	becomes angry
oEffect	PersonX gives PersonY something	Finds out person x is giving
oEffect	PersonX condemns PersonY to death	buried.
oEffect	PersonX sings PersonY a song	PersonY thanks PersonX
oEffect	PersonX goes to the beach with PersonX's family	get suntan.
oEffect	PersonX provides ___ to individuals	become stronger
oEffect	PersonX takes ___ to disney world	They come home in the evening
oEffect	PersonX buys ___ for PersonX's family	gives thanks
oEffect	PersonX offers ___ a position	considers the proposal
oEffect	PersonX builds PersonY's houses	shows off houses
oEffect	PersonX keeps house for PersonY	PersonY must make sure he/she has enough money to pay X
oEffect	PersonX invites ___ to a party	has to make decision
oEffect	PersonX becomes PersonY friend	PersonY now has something else to do in their life.
oEffect	PersonX passes through PersonY's hands	eyes widen
oEffect	PersonX hurts another ___	yells
oEffect	PersonX sets PersonY right	start doing their homework
oEffect	PersonX makes PersonY return	Returns
oEffect	PersonX sells PersonY's wares	gains popularity
oEffect	PersonX presses upon PersonY	gets sweaty
oEffect	PersonX plays soccer ___	they go home
oEffect	PersonX puts it in PersonY pocket	finds cellphone
oEffect	PersonX carries the ___ on PersonX's shoulders	gets ill
oEffect	PersonX wipes PersonY's mouth	becomes thirsty
oEffect	PersonX defrays ___ in connection	receives money
oEffect	PersonX builds PersonY a house	has a new place to live
oEffect	PersonX falls off PersonY's bike	yells for help
oEffect	PersonX lives over the brush	They welcome Person X.
oEffect	PersonX talks to PersonY's husband	learns about person
oEffect	PersonX sells PersonX's ___ in the market	get more
oEffect	PersonX gives PersonY the details	Gains knowledge
oEffect	PersonX risks PersonY's ___ to save	smile
oEffect	PersonX finishes PersonY's paper	person y thanks person x
oEffect	PersonX asks PersonY questions	gets into verbal argument
oEffect	PersonX grabs PersonY's bag	can move faster to the car
oEffect	PersonX lends PersonY a hand	PersonY communicates needs to PersonX
oEffect	PersonX takes PersonX's shoes	feet blister
oEffect	PersonX becomes PersonY instrument	laughed at
oEffect	PersonX lifts PersonY's hands	they get startled
oEffect	PersonX receives no ___ yet	Person Y files a restraining order against Person X.
oEffect	PersonX sees the band	are seen by PersonX
oEffect	PersonX reduces the ___ much	Becomes grateful towards PersonX
oEffect	PersonX says something like that	they agree
oEffect	PersonX hits PersonY on the head	gets a bump on the head
oEffect	PersonX turns PersonY back	receives answer for complaints
oEffect	PersonX finishes PersonY work	breathes a sign of relief
oEffect	PersonX clenches PersonY's teeth	cries or yell in pain
oEffect	PersonX takes part in politics	they share what they think
oEffect	PersonX is really funny	Befriends X
oEffect	PersonX is never found	they cry
oEffect	PersonX grabs PersonY's head	panics
oEffect	PersonX kills the goose that lays the golden eggs	the giant hears a noise
oEffect	PersonX risks PersonY's ___ to save	cry
oEffect	PersonX loves PersonX's music	wants to listen to them
oEffect	PersonX makes PersonY sleepy	PersonY tells PersonX to go away
oEffect	PersonX controls women 's ___	They fight back
oEffect	PersonX grabs PersonY's chest	Becomes upset
oEffect	PersonX leaves and went	Chases after X
oEffect	PersonX adds PersonY excess	has less
oEffect	PersonX makes PersonY's blood run cold	avoids person X
oEffect	PersonX stays forever	Drops a few hints
oEffect	PersonX grabs PersonY 's hand	pulls back
oEffect	PersonX gets flowers	gets thanked
oEffect	PersonX solves PersonY's problem	reduction in problems
oEffect	PersonX moves to a new area	People approach Person X
oEffect	PersonX gathers PersonY's ___ under PersonX's wings	laugh
oEffect	PersonX keeps staring at PersonY	gets irritated
oEffect	PersonX puts PersonY's ___ into words	has what they tried to convey become clearer
oEffect	PersonX gets ___ in the face	gets scared
oEffect	PersonX loses PersonY life	PersonY dies
oEffect	PersonX makes PersonY better	become healthier
oEffect	PersonX fires the employee	Employee Yells
oEffect	PersonX feels really sick	couldn't play with him
oEffect	PersonX breaks PersonY's phone	loses a phone
oEffect	PersonX uses ___ to gain	They lose possessions
oEffect	PersonX comes live with PersonY	develops relationship
oEffect	PersonX flies out of the traps	get caught
oEffect	PersonX educates PersonY's children	they are indebted to the educator
oEffect	PersonX uses PersonY device	tells person x to ask permission next time
oEffect	PersonX offers to teach PersonY	garners respect
oEffect	PersonX washes PersonY's hands	dries their hands
oEffect	PersonX makes things better	becomes grateful to PersonX
oEffect	PersonX stands next to PersonY	moves away
oEffect	PersonX plays PersonY ___ in the life	accused for something not commited
oEffect	PersonX raises ___ to buy	they hire him
oEffect	PersonX shares PersonY's views	personY spends more time with personX
oEffect	PersonX appreciates PersonY's effort	smiles
oEffect	PersonX takes away ___	no longer have it
oEffect	PersonX prevents ___ to others	wants to thank personX
oEffect	PersonX keeps PersonY eye on PersonY	feels violated
oEffect	PersonX gives PersonY details	Is filled with new knowledge
oEffect	PersonX leaves ___ behind	gets stood up
oEffect	PersonX plays PersonY ___ in the regulation	they are promoted
oEffect	PersonX kneels beside PersonY	is filled with gratitude
oEffect	PersonX tells PersonY tales	gets information
oEffect	PersonX pays PersonY homage	they smile
oEffect	PersonX writes the paper	People think about what is written in the paper
oEffect	PersonX blows PersonY's engine	yells
oEffect	PersonX turns the other cheek	Grabs her
oEffect	PersonX supports PersonY's argument	TO ENTITLED
oEffect	PersonX repels PersonY attack	falls down
oEffect	PersonX pushes PersonY on the ground	gets skinned knee
oEffect	PersonX sees ___ in PersonY's eyes	wipe away their tears
oEffect	PersonX establishes PersonY identity	is ratted out by Person X
oEffect	PersonX helps PersonY lose weight	loses weight
oEffect	PersonX buys the book	prints receipt
oEffect	PersonX improves PersonY's ___ in life	wants to do the best they can
oEffect	PersonX takes it from me	I lose use of item
oEffect	PersonX cooks dinner for PersonX's girlfriend	sits down
oEffect	PersonX takes ___ lying down	Someone holds power over X.
oEffect	PersonX lives by the ocean	can't visit during a storm.
oEffect	PersonX carries on PersonY's work	gains the help needed
oEffect	PersonX becomes annoyed	They succeed in getting X to leave the room
oEffect	PersonX asks the girl out	they see a movie together with PersonX
oEffect	PersonX takes PersonY's seats	looks for new seat
oEffect	PersonX takes PersonY to a bar	HAS DRINK
oEffect	PersonX gets ___ in trouble	starts hating person X
oEffect	PersonX pats PersonY's hand	focuses attention on person x
oEffect	PersonX takes ___ to the mechanic	The mechanic receives cash
oEffect	PersonX visits PersonX's mom	his mom gets a hug
oEffect	PersonX finds PersonY's dog	personY is grateful towards personnX
oEffect	PersonX knows every thing	can depend on person X for any help
oEffect	PersonX helps others	no effect
oEffect	PersonX floats PersonY's boat	gets in their turck
oEffect	PersonX shaves PersonY's hair	get razor burn
oEffect	PersonX mops PersonX's brow	receive receipt
oEffect	PersonX is in the wrong class	have to wait while class is stopped while he explains
oEffect	PersonX stings PersonY's eyes	cries
oEffect	PersonX sweeps PersonY away	falls in love
oEffect	PersonX teaches the ___ to read	the children read
oEffect	PersonX invites PersonY over to PersonX's house	to give a party
oEffect	PersonX prevents ___ from obtaining	stays safe
oEffect	PersonX asks PersonY to join PersonZ	gets excited
oEffect	PersonX eats PersonY's meal	gets thanked
oEffect	PersonX controls women 's ___	They demand rights
oEffect	PersonX drops trow	laughs
oEffect	PersonX gives PersonY much	if it possible give it back
oEffect	PersonX cashes PersonY's check	Overdrafts
oEffect	PersonX corrects PersonY errors	keeps his job
oEffect	PersonX tells PersonY to follow	PersonY shouts back that they do not want to
oEffect	PersonX maintains PersonY balance	looks surprised
oEffect	PersonX offers PersonY a position	Person Y thanks person X
oEffect	PersonX gets PersonY's ___ away	asks person X where the sister is
oEffect	PersonX kills PersonY father	screams
oEffect	PersonX takes PersonX for the team	has a sense of pride for his friendship
oEffect	PersonX wipes PersonY's tears	calms down
oEffect	PersonX finishes PersonY's hike	Person Y saves energy reserves.
oEffect	PersonX sleeps next to PersonY	is cuddled
oEffect	PersonX speaks PersonY's name	does not see person x
oEffect	PersonX eats PersonY anyway	bleeds
oEffect	PersonX opens PersonY's curtains	has a brighter room
oEffect	PersonX demonstrates PersonX's ability	see
oEffect	PersonX throws ___ into the water	drowns
oEffect	PersonX makes PersonY plans	has plans
oEffect	PersonX brings home to PersonY	Smile
oEffect	PersonX moves ___ to action	get's things done
oEffect	PersonX controls PersonX's behavior	Continues trying to provoke X
oEffect	PersonX gets PersonY's hair cut	gives barber instructions on style
oEffect	PersonX tells PersonY felt	loses a bet
oEffect	PersonX loves PersonY enough	gains confidence
oEffect	PersonX throws PersonY to the ground	Rolls around
oEffect	PersonX tries to talk PersonY out of it	Simmers with anger
oEffect	PersonX eats ___ with PersonX's family	becomes satiated
oEffect	PersonX brings ___ together	people unify and commit to a task.
oEffect	PersonX hurts PersonY's arm	Cries out
oEffect	PersonX is none of PersonY's business	is yelled at
oEffect	PersonX brings PersonY to school	are able to learn
oEffect	PersonX takes part in the struggle	they finish the struggle faster
oEffect	PersonX gets delayed	has to wait
oEffect	PersonX bases upon research	they understand his ideas
oEffect	PersonX performs PersonX's ___ efficiently	Sees company profit
oEffect	PersonX transmits by PersonY means	pay bills
oEffect	PersonX keeps looking	is employed
oEffect	PersonX gives ___ to PersonX's brother	get the flu from their sibling
oEffect	PersonX tells PersonY the name	gets angry
oEffect	PersonX tells PersonY to leave	Person Y sobs
oEffect	PersonX grabs PersonY's shoulder	pain in the shoulder
oEffect	PersonX buys PersonX's own shoes	has less shoes
oEffect	PersonX takes PersonY to the park	get to play/walk around at the park
oEffect	PersonX grips PersonY's breasts	Gets a red mark on their breasts.
oEffect	PersonX arrives on time	they do their own work better
oEffect	PersonX stops press	reports personX to boss
oEffect	PersonX hears the ice cream truck	Stops the truck
oEffect	PersonX decides to move out	persuades to stay
oEffect	PersonX asks PersonX's crush	turns red
oEffect	PersonX sleeps in PersonY's bed	no place to sleep
oEffect	PersonX starts chasing PersonY	yells in fear
oEffect	PersonX does the right thing	a person is helped
oEffect	PersonX puts ___ on PersonY's shoulder	Gets a runny nose
oEffect	PersonX takes ___ to the hospital	becomes healthy
oEffect	PersonX stands on PersonY's legs	gets bone broken
oEffect	PersonX sells ___ at prices	People use the purchased items.
oEffect	PersonX makes it to the finals	keeps an eye on the competition
oEffect	PersonX kisses a girl	get aroused
oEffect	PersonX makes PersonY happy again	cannot stop giggling
oEffect	PersonX has to take PersonY to the doctor	is accompanied with PersonX
oEffect	PersonX goes on a date with PersonY	goes home
oEffect	PersonX keeps quiet	Those around X wonder what's on X's mind.
oEffect	PersonX wins the gold medal	he was a fan
oEffect	PersonX shuns ___ as sins	sees less of PersonX at locations where sin takes place
oEffect	PersonX carries PersonY away	gets carried
oEffect	PersonX paints PersonY's nails	nail polish is cold on nails
oEffect	PersonX judges the ___ in righteousness	Person Y starts to yell.
oEffect	PersonX needs ___ for work	can't use the car then
oEffect	PersonX goes home to PersonY	welcomes
oEffect	PersonX grows upon PersonY	reconsiders her views
oEffect	PersonX paints PersonY's fence	pays Person X
oEffect	PersonX gives PersonY things	catches
oEffect	PersonX takes PersonX's dog to the dog park	dog plays
oEffect	PersonX takes PersonY's son	getting worried
oEffect	PersonX takes the wind out of PersonY's sails	fails in duties
oEffect	PersonX buys the ring	Refuses the proposal
oEffect	PersonX gives PersonY answers	PesronY hums in deep thought
oEffect	PersonX teaches the ___ to read	They become successful in life
oEffect	PersonX fills PersonY's ___ with air	they are revived.
oEffect	PersonX asks PersonY to accompany	Y gets part of the prize
oEffect	PersonX offers a new job	gets a job
oEffect	PersonX takes ___ to a bar	grow in friendship
oEffect	PersonX meets PersonY's needs	falls in love
oEffect	PersonX starts PersonY's day	gets a compliment in return
oEffect	PersonX marries ___ in city	cuts the cake
oEffect	PersonX checks PersonY's account	gets their money stolen by PersonX
oEffect	PersonX buys a sandwich	they make money
oEffect	PersonX writes the paper	The scorer givesd the paper a grade.
oEffect	PersonX gets it back	is thanked
oEffect	PersonX sticks PersonY's tongue out	screams
oEffect	PersonX invites ___ to dinner	they get to talk
oEffect	PersonX loves PersonY's ___ dearly	PersonY's children gets happy
oEffect	PersonX is going to a dance	wants to make sure they are safe
oEffect	PersonX tows PersonY's car	yells
oEffect	PersonX meets PersonY's obligations	is indebted
oEffect	PersonX sends PersonY to the principal 's office	explains what happened
oEffect	PersonX spills PersonY's drink	yells at X
oEffect	PersonX washes PersonX's hands	person x has clean hands
oEffect	PersonX decides to break up with PersonY	PersonY gets dumped.
oEffect	PersonX loves PersonY enough	Accepts X's proposal
oEffect	PersonX represents PersonY attempt	doesn't have to explain
oEffect	PersonX drives PersonY crazy	PersonY can't stand it
oEffect	PersonX pulls a prank on PersonY	turns red
oEffect	PersonX makes PersonY incision	bleeds from incision
oEffect	PersonX refuses to talk to PersonY	tension grows.
oEffect	PersonX gets PersonX's ___ across	hears what they say
oEffect	PersonX is really hard for PersonY	avoid him
oEffect	PersonX plays a ___ in PersonY's lives	bonds
oEffect	PersonX tells PersonY to get	is told to leave
oEffect	PersonX turns PersonY's crank	watches him
oEffect	PersonX sends ___ to the principal	student sweats
oEffect	PersonX pays PersonY's share	blushes
oEffect	PersonX takes the kids	eat foood
oEffect	PersonX pushes PersonY away	needs band-aid.
oEffect	PersonX suits PersonY's purpose	accept the position
oEffect	PersonX tells PersonY thought	tell the person to keep it a secret
oEffect	PersonX goes get PersonY	puts seatbelt on
oEffect	PersonX rides PersonY's skateboard	takes back skateboard
oEffect	PersonX pleases PersonY better	expect him to please Y.
oEffect	PersonX asks PersonX's friend for advice	Person x's friend speaks
oEffect	PersonX shares one 's ___	learns something
oEffect	PersonX keeps PersonY's word	Gets their money back
oEffect	PersonX gives PersonY a shake	looked at
oEffect	PersonX gets PersonY's picture taken	gets more pictures taken
oEffect	PersonX grabs PersonY's phone	reaches for phone
oEffect	PersonX feels PersonY's body	screams
oEffect	PersonX maintains PersonX's status	respects personX
oEffect	PersonX writes PersonY's letter	wonder's what it says
oEffect	PersonX tells PersonY were going	eat food
oEffect	PersonX takes part in discussions	understand
oEffect	PersonX implements PersonY system	smiles
oEffect	PersonX invites PersonX's friend	accepts invite
oEffect	PersonX gives PersonY hopes	PersonY moves closer to PersonX
oEffect	PersonX steals PersonY's bike	cries
oEffect	PersonX talks to a friend	tells stories
oEffect	PersonX asks my friend	wants to see if they need other help
oEffect	PersonX looks at PersonX's mother	smiles
oEffect	PersonX tries to calm PersonY down	PersonY cries
oEffect	PersonX opens all PersonY's presents	Yells
oEffect	PersonX puts PersonY's things	they are grateful to personX
