prefix	input_text	target_text
oEffect	PersonX picks up PersonY's pace	personY is motivated.
oEffect	PersonX takes PersonY to the hospital	dies
oEffect	PersonX takes it from me	I become hot and irritated
oEffect	PersonX has lost PersonY's keys	becomes late for work
oEffect	PersonX lends PersonY a hand	PersonY gains help
oEffect	PersonX knows ___ already	X gets home early
oEffect	PersonX sees ___ on PersonY's face	Is sneering at X.
oEffect	PersonX helps others	no effect
oEffect	PersonX gets PersonY's ticket	no effect
oEffect	PersonX knows PersonY's names	no effect
oEffect	PersonX visits the dentist	turns on tools
oEffect	PersonX begs and begged	give donations
oEffect	PersonX calls PersonY's friends	hears the phone
oEffect	PersonX stands behind PersonY	senses he is not alone
oEffect	PersonX brings PersonY to the hospital	gets treated
oEffect	PersonX builds ___ together	they learn from it
oEffect	PersonX can see it in PersonY's eyes	PersonY is confronted
oEffect	PersonX asks PersonX's friends for advice	gain status or power
oEffect	PersonX serves the ___ well	the users/public using services provided to them by PersonX
oEffect	PersonX accepts PersonY's proposal	signs the paper
oEffect	PersonX establishes PersonY identity	is seen differently
oEffect	PersonX draws PersonY aside	Is singled out
oEffect	PersonX announces the winner	The winner hugs personX
oEffect	PersonX pulls PersonY into a hug	Smiles
oEffect	PersonX asks PersonY's neighbor	person y's neighbor sees person x
oEffect	PersonX makes PersonY progress	got a job
oEffect	PersonX pulls pranks	jumps in shock
oEffect	PersonX picks up PersonY's pace	Y plays harder in the next game.
oEffect	PersonX has PersonY's hair cut	hair is shorter
oEffect	PersonX addresses women 's ___	People become aware of person x's thoughts
oEffect	PersonX espouses PersonY's cause	No effect
oEffect	PersonX sings PersonX's praises	smiles
oEffect	PersonX gives it to PersonX's mother	PersonX's mother takes item from PersonX
oEffect	PersonX asks PersonY to leave	cries
oEffect	PersonX takes PersonY to the circus	PersonY screeches in joy
oEffect	PersonX watches PersonY's back	do task with more confidence
oEffect	PersonX takes ___ to the hospital	becomes healthy
oEffect	PersonX adopts a little girl	security
oEffect	PersonX sends ___ to the conference	they must travel to the conference
oEffect	PersonX blows PersonY's cover	gets scared and yells at personx
oEffect	PersonX goes to a party with PersonY's friends	Gets left behind
oEffect	PersonX gets hold of PersonY	smiles
oEffect	PersonX provides ___ for the people	pays for the service
oEffect	PersonX drives PersonY up the wall	clenches fist
oEffect	PersonX signs PersonY up for lessons	Person Y learns the guitar.
oEffect	PersonX kisses the king 's ___	like the king
oEffect	PersonX looks at PersonX's mother	smiles
oEffect	PersonX gives PersonY things	Creates envy
oEffect	PersonX completes PersonX's education	celebrates
oEffect	PersonX gets hold of PersonY	listens
oEffect	PersonX paints PersonY picture	pays person x
oEffect	PersonX is already late	get angry at Person X for way he is driving
oEffect	PersonX supports PersonY's argument	TO ENTITLED
oEffect	PersonX makes a fool of PersonY	blushes
oEffect	PersonX ends the relationship	yells
oEffect	PersonX tears PersonY's eyes away	they lash out
oEffect	PersonX keeps PersonY's word	Gets their money back
oEffect	PersonX keeps ___ in PersonY's room	furrows brows
oEffect	PersonX takes PersonX's son out	Pees himself
oEffect	PersonX makes eye contact with PersonY	makes a face at  PersonX
oEffect	PersonX gives ___ for christmas	smiles
oEffect	PersonX rubs PersonY's forehead	forehead gets cleaner
oEffect	PersonX leaves PersonX's homes	PersonY gets a wave back from PersonX.
oEffect	PersonX decides to move out	persuades to stay
oEffect	PersonX brings PersonY close	heart beats faster
oEffect	PersonX buys ___ for PersonX's daughter	enjoys the pet
oEffect	PersonX sets PersonY right	start doing their homework
oEffect	PersonX changes PersonY mind	becomes more withdrawn
oEffect	PersonX sends ___ a text	cries
oEffect	PersonX is shot and killed	transport body to morgue
oEffect	PersonX gives it back to PersonY	PersonY gets it back from personX
oEffect	PersonX forms PersonY army	becomes capable of attacking another country
oEffect	PersonX prepares for PersonY emergency	makes it through well
oEffect	PersonX pays PersonY bills	repays the help
oEffect	PersonX shows PersonX's gratitude	gets thanked again
oEffect	PersonX takes PersonY ___ away	asks PersonX to stop
oEffect	PersonX serves every ___	Is taught to follow x's example
oEffect	PersonX goes for the gold	they try hard themselves
oEffect	PersonX is always good	receive aid from PersonX
oEffect	PersonX ties PersonY's shoe	falls down
oEffect	PersonX snaps PersonY's head	dead
oEffect	PersonX gives PersonY a idea	moves forward
oEffect	PersonX helps ___ in trouble	are saved by PersonX
oEffect	PersonX breastfeeds PersonX's baby	baby is full
oEffect	PersonX accompanies PersonY far	has company
oEffect	PersonX takes PersonY breath away	heartbeats
oEffect	PersonX asks PersonX's friend for help	receives thanks
oEffect	PersonX takes PersonY to the house	gets attacked
oEffect	PersonX takes PersonY's friend	stops being friends with PersonX
oEffect	PersonX sees ___ on tv	laughs
oEffect	PersonX hopes would return	Avoids X
oEffect	PersonX draws PersonY inference	are glad someone knows
oEffect	PersonX has a history test tomorrow	PersonY posts X's test on the wall.
oEffect	PersonX helps PersonY's look	has confidence
oEffect	PersonX offers ___ a job	become financially stable
oEffect	PersonX receives no ___ yet	Person Y files a restraining order against Person X.
oEffect	PersonX receives PersonY's brother 's ___ from PersonY's hand	gets healed
oEffect	PersonX keeps PersonY happy	has her wishes granted
oEffect	PersonX goes looking for PersonY	wonders what they want
oEffect	PersonX dances with PersonX's friends	Other people get tired
oEffect	PersonX rests PersonY's forehead	gets itch
oEffect	PersonX listens to PersonY's conversation	privacy violated
oEffect	PersonX pulls PersonY aside	NONE
oEffect	PersonX keeps tabs on ___	they are being watched
oEffect	PersonX walks PersonY's dogs	PersonY lets their dogs back inside.
oEffect	PersonX kills PersonX's mother	cries out of sadness
oEffect	PersonX hires a lawyer	makes contract
oEffect	PersonX trains ___ to become	GET TIRED
oEffect	PersonX brings PersonY inside	uses the restroom
oEffect	PersonX cooks ___ on the stove	helps X cook
oEffect	PersonX removes PersonY's hands	Person Y bleeds profusely.
oEffect	PersonX tells PersonY had made	thanks PersonX
oEffect	PersonX establishes PersonY identity	is ratted out by Person X
oEffect	PersonX rids PersonY's bike	loses bike
oEffect	PersonX blows PersonY out of the water	loses the competition
oEffect	PersonX explains the ___ on the basis	they are better informed
oEffect	PersonX loves PersonY's new home	Person y smiles and has sensations of pride.
oEffect	PersonX rarely got	got PersonX's portion
oEffect	PersonX gives PersonY analysis	feels confused
oEffect	PersonX lets sleeping dogs lie	has a better time
oEffect	PersonX packs up PersonY's things	loses some privacy
oEffect	PersonX takes PersonY hand	smiles
oEffect	PersonX hands PersonY one	PersonY drinks that milk
oEffect	PersonX gets a new boss	is sucked up to
oEffect	PersonX justifies one 's ___	they learn about them
oEffect	PersonX invites PersonY over to PersonX's house	to discurse a business
oEffect	PersonX preserves PersonY's life	comes good
oEffect	PersonX lets it cool	NONE
oEffect	PersonX forms PersonY arch	are satisfied
oEffect	PersonX sends umi a ___	gets a package
oEffect	PersonX rents a room	goes to the bank
oEffect	PersonX surprises PersonY with a trip	gets ride
oEffect	PersonX gives PersonY the key	happily open
oEffect	PersonX provides PersonY index	are betrayed
oEffect	PersonX gets PersonY's books	Must get the books back the next day.
oEffect	PersonX finishes PersonY's hike	Person Y can physically and mentally rest.
oEffect	PersonX pays the ___ in full	getting
oEffect	PersonX writes PersonY a note	reads the note
oEffect	PersonX unzips PersonY's pants	Gets naked
oEffect	PersonX burns PersonY's hand	is injured
oEffect	PersonX gets PersonY a job	learns new things
oEffect	PersonX needs PersonY help	Spends time helping
oEffect	PersonX paints the walls	they paint their house
oEffect	PersonX implements PersonY program	is able to see how the program works
oEffect	PersonX causes PersonY reaction	realization dawns on him
oEffect	PersonX discusses these ___ in detail	Learns something
oEffect	PersonX makes PersonY move	Person Y's personal space is being invaded.
oEffect	PersonX tells my mom	permission given
oEffect	PersonX calls PersonY's wife	hears X's voice
oEffect	PersonX is cleaning out PersonY's garage	they feel closer to personX
oEffect	PersonX looks all over PersonY's house	Becomes angry
oEffect	PersonX takes part in discussions	heed
oEffect	PersonX asks PersonY's questions	gains a sense of knowledge
oEffect	PersonX runs all the way home	Notice Person X disappearance
oEffect	PersonX rents a boat	loses use of boat for specified rental time
oEffect	PersonX realizes PersonY's error	Told to fix their mistake
oEffect	PersonX takes money	struiggles more financially
oEffect	PersonX is none of PersonY's business	is yelled at
oEffect	PersonX lives without PersonY	breath
oEffect	PersonX says ___ to anybody	dislikes person x
oEffect	PersonX leads PersonY away	PersonY tries fighting PersonX
oEffect	PersonX sends ___ on the earth	people suffer
oEffect	PersonX finds PersonY's class	show off grades
oEffect	PersonX sits beside PersonY	is not alone
oEffect	PersonX pays PersonY's way	Y gets pregnant.
oEffect	PersonX gives PersonY form	TO BE ELSED
oEffect	PersonX feels PersonY's eyes on PersonY	He laughed
oEffect	PersonX takes ___ to get	Helps X
oEffect	PersonX calls PersonY's insurance company	looks at PersonX
oEffect	PersonX grabs PersonY's head	panics
oEffect	PersonX gives PersonY a right	gets patriotic
oEffect	PersonX solves PersonY problem	has their problem fixed
oEffect	PersonX exploits every ___	are cheated
oEffect	PersonX hears PersonY's words	is listened to
oEffect	PersonX turns PersonZ's ___ toward PersonY	notices something
oEffect	PersonX practices every day after school	parents are proud
oEffect	PersonX becomes PersonY artist	PersonY looks at PersonX's art
oEffect	PersonX likes ___ at first	slams hands on desk
oEffect	PersonX crosses PersonY's mind	blushes
oEffect	PersonX stops caring	stops loving PersonX
oEffect	PersonX takes PersonX's hand in PersonY's	kisses hand
oEffect	PersonX anoints PersonY with oil	PersonY is honored
oEffect	PersonX maintains PersonX's status	respects personX
oEffect	PersonX sticks PersonY's tongue out	screams
oEffect	PersonX helps PersonY's mother	PersonY's mother has an easier time
oEffect	PersonX takes PersonX's lumps	thanks person x
oEffect	PersonX calls PersonX's dad for help	gives directions
oEffect	PersonX uses ___ to represent	they learn
oEffect	PersonX rubs PersonY's nose	Feels relief
oEffect	PersonX needs a ride	gives ride
oEffect	PersonX faces away from PersonY	gets offended
oEffect	PersonX helps the ___ to understand	enjoy better lifestyle
oEffect	PersonX helps PersonY's family	offers to help in the future
oEffect	PersonX helps PersonY's team win	person y is on the winning team
oEffect	PersonX says unto PersonY	has a conversation
oEffect	PersonX chews PersonY's lip	slapps personX
oEffect	PersonX goes to PersonX's friend 's house	smiles
oEffect	PersonX files for bankruptcy	must wait to collect on debts
oEffect	PersonX looks forward to PersonY	the have someone talk and converse with them
oEffect	PersonX spreads forth PersonY's ___	They leave
oEffect	PersonX expresses PersonY appreciation	say thank you
oEffect	PersonX asks PersonY to write	gets a hand cramp
oEffect	PersonX helps PersonY clean	feels indebted
oEffect	PersonX gets third place	win second place
oEffect	PersonX takes PersonY's time	get thankful
oEffect	PersonX asks PersonY opinion	person y gives opinion
oEffect	PersonX wins the game	they think about what they could do better
oEffect	PersonX talks to PersonY about anything	receive information
oEffect	PersonX plays a ___ in history	they see the person in books
oEffect	PersonX pays PersonY's bill	smiles
oEffect	PersonX provides PersonY information	Gains knowledge
oEffect	PersonX shuts my eyes	Falls asleep
oEffect	PersonX causes PersonY trouble	complaint
oEffect	PersonX buys a ___ at a price	swipe PersonX's card
oEffect	PersonX suits PersonY's needs	needs get met
oEffect	PersonX gets a ___ together	they go to his place
oEffect	PersonX buys PersonY a new one	is appreciative
oEffect	PersonX breaks my arm	Yells
oEffect	PersonX gets PersonY abortion	incurs a debt
oEffect	PersonX believes PersonY's eyes	PersonY is perceived as honest and truthful
oEffect	PersonX pulls PersonY aside	cries
oEffect	PersonX crosses PersonY's palm	yells
oEffect	PersonX wins the gold medal	he was a fan
oEffect	PersonX asks PersonY to prom	gets a makeover
oEffect	PersonX tries to get PersonY's attention	they are startled
oEffect	PersonX goes along for the ride	enjoys the day
oEffect	PersonX makes a huge difference	idolizes
oEffect	PersonX gives PersonY treatment	Y got over illness
oEffect	PersonX tells PersonY that PersonY is being solipsist and insolent	loses temper
oEffect	PersonX tells PersonY's wife	is insulted
oEffect	PersonX sings happy birthday	PersonY celebrates with PersonX
oEffect	PersonX surprises PersonX's mom	smiles
oEffect	PersonX runs great	gets angry
oEffect	PersonX makes PersonY experiment	has completed project
oEffect	PersonX tells tales	passes on tales
oEffect	PersonX dies at PersonY age	is mourned
oEffect	PersonX is never seen again	Others have sense of sonwthing missing, emptiness
oEffect	PersonX calls all PersonY's friends	have a phone conversation
oEffect	PersonX breaks the back of ___	has surgery
oEffect	PersonX rides PersonY's bike ___	watches
oEffect	PersonX runs down PersonY's spine	gets tickled
oEffect	PersonX pays PersonY's friend	smiles
oEffect	PersonX whispers ___ in PersonY's ear	The do not understand all of what Y said
oEffect	PersonX supports PersonY's claim	NONE
oEffect	PersonX writes back	heart rate increases
oEffect	PersonX is proud of what PersonY had done	gets a handshake
oEffect	PersonX hits rock bottom	Stages Intervention
oEffect	PersonX goes to the zoo with PersonX's family	have more teamates
oEffect	PersonX is looking for love	Learns about PersonX.
oEffect	PersonX comes along with PersonY	join the group
oEffect	PersonX invites all PersonY's friends and family	View person x as warm and kind
oEffect	PersonX takes PersonY into custody	cries
oEffect	PersonX spends ___ with PersonY's children	GET TREATS AND MORE BENEFITS
oEffect	PersonX tells PersonY wife	gains knowledge
oEffect	PersonX later found out	TO POSSITIVE
oEffect	PersonX sees PersonY father	Person y walks closer to person x
oEffect	PersonX takes PersonY by the hand	yells
oEffect	PersonX gives PersonY PersonX's attention	start screeming
oEffect	PersonX takes PersonY's purse	person y yells at person x
oEffect	PersonX gives ___ away	smiles from getting it for free
oEffect	PersonX cares for PersonX's children	The children smile with joy
oEffect	PersonX mounts PersonY attack	fights
oEffect	PersonX gets in PersonY's way	PersonY buys X a bouquet.
oEffect	PersonX is coming soon	feel sad to return
oEffect	PersonX shares PersonX's toy	gains friendship
oEffect	PersonX cooks PersonY's food	Doesn't have to cook
oEffect	PersonX gives PersonY static	pushed
oEffect	PersonX travels a lot	they take one themself
oEffect	PersonX lays PersonY's ___ on the table	thinks it sucks she lost her money
oEffect	PersonX finds PersonY audience	hears another person's speech
oEffect	PersonX eats good food	does dishes
oEffect	PersonX goes to the dentist for the first time	Dentist makes money
oEffect	PersonX treats PersonY accordingly	know where they stand
oEffect	PersonX gets hold of PersonY	PersonY attacks PersonX
oEffect	PersonX makes the football team	People make new friends
oEffect	PersonX wins PersonY award	hears about personX
oEffect	PersonX gives PersonY counsel	tries new thing
oEffect	PersonX immediately went	0.01
oEffect	PersonX beats PersonX's brother	cries
oEffect	PersonX puts PersonY end	cries
oEffect	PersonX adopts PersonY policy	no effect
oEffect	PersonX eats with PersonY's friends	gets thanked
oEffect	PersonX goes grocery shopping	they help carrying groceries
oEffect	PersonX provides ___ to children	get more opportunities
oEffect	PersonX especially loved	to be happy
oEffect	PersonX has dinner at PersonY's house	is full
oEffect	PersonX changes PersonY life	wants to help others
oEffect	PersonX returns ___ for evil	they avoid him
oEffect	PersonX knows PersonY best	no effect
oEffect	PersonX moves PersonY's hands	gets shocked and yells at personx
oEffect	PersonX slams the door behind PersonY	PersonY jumps from fear due to the loud back
oEffect	PersonX supports PersonY's views	gets excited for the support
oEffect	PersonX left PersonY for dead	crawls on the ground
oEffect	PersonX takes PersonY on a date	they talk to their friends about it
oEffect	PersonX covers PersonY's retreat	avoids enemies
oEffect	PersonX wants to celebrate	joins in for a drink
oEffect	PersonX turns to look at PersonY	looks away
oEffect	PersonX turns away from PersonY	sighs in relief
oEffect	PersonX gives PersonX's girlfriend	to be great
oEffect	PersonX loves PersonX's ___ as PersonX's bodies	gets arrested
oEffect	PersonX tells PersonY were going	eat food
oEffect	PersonX grabs PersonY by the shoulders	be bold
oEffect	PersonX kisses a girl	get aroused
oEffect	PersonX burns the turkey	They laugh.
oEffect	PersonX kisses PersonY tenderly	falls in love
oEffect	PersonX brings PersonY's dog	plays with him
oEffect	PersonX takes PersonY chances	yells
oEffect	PersonX loves PersonY much	get tingly
oEffect	PersonX increases PersonY's profits	They earn more money
oEffect	PersonX finds what PersonY was looking for	person y is thanks person x
oEffect	PersonX assumes PersonY responsibility	is relieved
oEffect	PersonX sends PersonY on PersonX's way	drives home
oEffect	PersonX takes PersonY responsibility	Coasts on the job
oEffect	PersonX puts a hand on PersonY's shoulder	jumps back
oEffect	PersonX risks PersonY's ___ to save	smile
oEffect	PersonX develops PersonY model	is stereotyped
oEffect	PersonX has a big crush on PersonY	He walks over
oEffect	PersonX accepts PersonY's resignation	receive their retirement
oEffect	PersonX talks to PersonY's husband	heartbeat increases
oEffect	PersonX gives PersonY advantage	seizes the opportunity
oEffect	PersonX cares for PersonX's children	The children think of PersonX
oEffect	PersonX prevents ___ from interfering	yell
oEffect	PersonX sees PersonY's best friend	Person Y's best friend waves back at person X
oEffect	PersonX redoes PersonY's kitchen	helping a friend to cook
oEffect	PersonX teaches students the ___	learns something new
oEffect	PersonX sends PersonY back	they frown
oEffect	PersonX saves PersonX's country	people recognise PersonX in public
oEffect	PersonX gets PersonX's friends together	remembers events
oEffect	PersonX loves PersonY still	they enjoy being with the person they love
oEffect	PersonX has a huge crush on PersonY	talk
oEffect	PersonX rubs at PersonY's eyes	says thank you
oEffect	PersonX talks for PersonY hour	PersonY expresses himself to PersonX
oEffect	PersonX enrols ___ at PersonY institution	PersonY becomes friends with PersonX
oEffect	PersonX visits PersonY's aunt	Talks
oEffect	PersonX pays PersonY back	person gains more money than before
oEffect	PersonX comes along with PersonY	holds hands
oEffect	PersonX asks PersonY for a pencil	Gives X a pencil
oEffect	PersonX gives PersonX's wife ___	smiles
oEffect	PersonX forgets PersonX's lunch	yells
oEffect	PersonX sacrifices PersonX's life	family is sad
oEffect	PersonX makes pizza	Buys the pizza
oEffect	PersonX gives PersonY's hand ___	become willing to communicate.
oEffect	PersonX thanks ___ for PersonY's support	smiles
oEffect	PersonX meets the baby	gets spoken to
oEffect	PersonX answers PersonY questions	learn new information
oEffect	PersonX takes PersonY's shoes	Person Y needs to get his shoes back
oEffect	PersonX holds the reader 's ___	pay attention
oEffect	PersonX tells PersonY to put	follows directions
oEffect	PersonX hurts PersonY so much	screams in pain
oEffect	PersonX is taking out the trash	Raccoon trashes PersonX's trash before garbage man gets it.
oEffect	PersonX goes to a party with PersonX's friends	They have hangovers
oEffect	PersonX uses PersonY expression	stops talking to someone
oEffect	PersonX kisses PersonY's forehead	body relaxes
oEffect	PersonX left PersonX's father 's ___	is comforted by others
oEffect	PersonX locks eyes with PersonY	falls in love with PersonX
oEffect	PersonX feels like talking	has someone over
oEffect	PersonX buys PersonY's own shoes	shows appreciation
oEffect	PersonX gives PersonY pain	distrust person x
oEffect	PersonX cuts PersonX's arm	treat personX
oEffect	PersonX dries PersonY's tears	receives compassion
oEffect	PersonX carries back the ___	they become educated
oEffect	PersonX eats PersonY's sandwich	Never finds out who took it
oEffect	PersonX leaves the ___ better	is clean
oEffect	PersonX helps PersonY's practice	to be safe
oEffect	PersonX hits ___ from behind	yells in pain
oEffect	PersonX puts ___ under PersonY's pillow	Person Y does not understand
oEffect	PersonX pulls ___ to PersonY's feet	kisses PersonX
oEffect	PersonX smells good	people with allergies sneeze
oEffect	PersonX pays PersonY's ___ in full	cries
oEffect	PersonX makes PersonY exception	Exploits X
oEffect	PersonX whispers PersonY's name	wonders what x wants
oEffect	PersonX attracts ___ by offering	sits
oEffect	PersonX thanks the man	more confident
oEffect	PersonX pops PersonY's cherry	fights with person X
oEffect	PersonX affords PersonY pleasure	smiles
oEffect	PersonX tells PersonY had found	becomes informed
oEffect	PersonX gets in PersonY's car	gets a twinkie from the gas station
oEffect	PersonX falls off PersonY's bike	yells for help
oEffect	PersonX makes PersonY popular	PersonY gets more popular.
oEffect	PersonX decides to hire a tutor	Gives person X a lecture
oEffect	PersonX uses PersonY for purposes	resists
oEffect	PersonX opens PersonY's eyes slowly	sees clearly
oEffect	PersonX changes PersonY name	gets called a different name
oEffect	PersonX makes a movie	a camera crew gets work.
oEffect	PersonX puts the ___ in order	hangout
oEffect	PersonX lays another ___	MORE TENSED
oEffect	PersonX buys the book	prints receipt
oEffect	PersonX pulls a prank on PersonY	turns red
oEffect	PersonX gives PersonY's names	gets paid
oEffect	PersonX executes ___ upon PersonY doeth evil	get injured
oEffect	PersonX invites PersonY to dinner	Forget the appointment
oEffect	PersonX writes PersonY's letter	smiles
oEffect	PersonX kills PersonY's father	Person Y must endure an investigation and trial.
oEffect	PersonX gets near PersonY	PersonY feels close to PersonX
oEffect	PersonX feels every ___	he holds his head
oEffect	PersonX gives PersonY the cold shoulder	apologizes
oEffect	PersonX yanks PersonY's chain	Gives up on X
oEffect	PersonX improves the patient 's ___	leaves the hospital
oEffect	PersonX goes without PersonY	person y relaties and goes somewhere without person x
oEffect	PersonX bows PersonY's head	PersonY resists PersonX
oEffect	PersonX gives PersonY a huge hug	becomes grateful for PersonX's attention
oEffect	PersonX blesses PersonY soul	smiles
oEffect	PersonX leads ___ to christ	they find purpose in life
oEffect	PersonX uses PersonY's laptop	grabs laptop
oEffect	PersonX brings ___ upon PersonY	cries
oEffect	PersonX makes PersonY fortune	goes to the moon
oEffect	PersonX sells ___ on the street	pay
oEffect	PersonX captures PersonY's lips	person y sleeps
oEffect	PersonX accompanies PersonY far	- feet are painfull
oEffect	PersonX really helped PersonY	listened
oEffect	PersonX corrects PersonY errors	thanks Person X
oEffect	PersonX builds PersonY a house	has a new place to live
oEffect	PersonX asks ___ for suggestions	they are thanked
oEffect	PersonX throws PersonZ's ___ around PersonY	stops shivering
oEffect	PersonX takes PersonY's temperature	is being cared for
oEffect	PersonX impresses PersonY's boyfriend	Person's y boyfriend introduces himself to person x
oEffect	PersonX loses PersonY's footing	person y trips
oEffect	PersonX steals PersonY's money	Person Y files a complaint at the police station
oEffect	PersonX takes PersonY's wallet	are assaulted
oEffect	PersonX pats PersonY's hand	focuses attention on person x
oEffect	PersonX gives the man	hands over money
oEffect	PersonX loves PersonY's wife	Gets divorced
oEffect	PersonX sells PersonX's home	gains a home
oEffect	PersonX goes ___ with PersonY's father	someone listens to him
oEffect	PersonX makes PersonX's mom happy	they become energized
oEffect	PersonX reduces the ___ much	Becomes quietly resentful towards PersonX,
oEffect	PersonX talks to PersonY's parents	person Y feels embarrassed
oEffect	PersonX makes PersonY living	Breathes
oEffect	PersonX gives ___ a hug	Breaks from the hug
oEffect	PersonX keeps PersonY's company	PersonY says goodbye to PersonX
oEffect	PersonX gives PersonY protection	tries to help
oEffect	PersonX spends any money	whoever received the spent money becomes richer
oEffect	PersonX makes PersonY's way out	PersonY follows PersonX out
oEffect	PersonX rolls my eyes at PersonY	Laughs at X for rolling eyes.
oEffect	PersonX knocks some sense into ___	learns something new
oEffect	PersonX does PersonY dirty	commits crime
oEffect	PersonX says good night	closes eyes
oEffect	PersonX runs through PersonY's head	makes an observation
oEffect	PersonX pulls away from PersonY's home	Person Y closes the doors after person X
oEffect	PersonX does the right thing	someone benefits
oEffect	PersonX touches PersonY's arm	walks faster
oEffect	PersonX confiscates PersonY's property	lose the property
oEffect	PersonX takes ___ off work	make up for persons work
oEffect	PersonX opens PersonY account	signs document
oEffect	PersonX plays PersonY ___ well	Able to learn from the task
oEffect	PersonX becomes friends with PersonY	Person Y has company for lunch
oEffect	PersonX wins PersonY's confidence	helps someone
oEffect	PersonX gives PersonY a present	person y opens present
oEffect	PersonX is on the track team	has to practice
oEffect	PersonX asks PersonY for PersonZ's number	gets asked a question
oEffect	PersonX turns PersonY's head away	can't see what is happening
oEffect	PersonX gives PersonY a lot	wonders what do to with the lot
oEffect	PersonX says uncle	Gets award
oEffect	PersonX complies with PersonY's wishes	self confidence increases
oEffect	PersonX cooks dinner for PersonY's girlfriend	hunger is relieved
oEffect	PersonX almost hit ___	want to avoid
oEffect	PersonX offers PersonY a ride	is able to have more energy for other things later
oEffect	PersonX shows PersonX's mom	smile
oEffect	PersonX tells PersonY had died	is taken aback
oEffect	PersonX offers PersonY a ride	gets to destination faster
