prefix	input_text	target_text
other	PersonX executes wrath upon PersonY doeth ___	becomes feared
other	PersonX traces PersonX's ___ back	And ask for any more question.
other	PersonX succeeds PersonY's father	proud.
other	PersonX goes to PersonY room	inquisitive
other	PersonX wants to go hiking	PersonX is unable to go hiking.
other	PersonX breaks every ___ in PersonX's body	go to the hospital
other	PersonX analyzes the ___ in terms	clear the mistakes
other	PersonX makes a name for oneself	to be known
other	PersonX keeps PersonY's counsel	cared about
other	PersonX retraces PersonY's steps	to ascertain the person's movement
other	PersonX calls the ___ back	personx want to call back something
other	PersonX asks PersonY to meet	hand shack
other	PersonX sends PersonX's son	helpful
other	PersonX is walking PersonX's dog	to be responsible
other	PersonX returns to PersonY's land	to make PersonX at home
other	PersonX knows PersonY personally	Greets them
other	PersonX makes a bowl of cereal	independent
other	PersonX walks home from school one	tired
other	PersonX attends the event	to have fun
other	PersonX rests PersonY's head	they fall asleep
other	PersonX picks a fight	must fight or flight
other	PersonX wants to break up	apprehensive
other	PersonX thanks PersonY ___ for PersonX's encouragement	to show gratitude
other	PersonX takes a shortcut	clever
other	PersonX goes hungry	to save money
other	PersonX taps PersonY's fingers	gets hand smacked
other	PersonX carries PersonY back	wants to help
other	PersonX texts back	responsive
other	PersonX maintains PersonX's status	secure
other	PersonX buys a loaf of bread	to make a sandwhich
other	PersonX spends ___ away	regains focus
other	PersonX offer ___ to students	to encourage others too
other	PersonX tells ___ PersonY was sick	grateful
other	PersonX hits the ___ on the head	Gets injured
other	PersonX enters a poker tournament	expert
other	PersonX is taking out the garbage	satisfied
other	PersonX gives PersonY a beating	to fight
other	PersonX marries PersonY's mother	happy to be with their soulmate.
other	PersonX fills PersonY's ___ to lie	to make a fool out of him
other	PersonX cancels PersonX's plans	PersonY must create alternate plans
other	PersonX jumps PersonY's bones	sweats
other	PersonX sleeps well ___	PersonY's profits go up because of X's performance.
other	PersonX paints PersonY's living room	happy they did something nice for persony
other	PersonX stands ___ apart	unique
other	PersonX is n't feeling well	uncomfortable
other	PersonX awaits PersonY opportunity	discuss with person x
other	PersonX gets PersonY's stuff	grateful
other	PersonX blows PersonY's nose	to not have a runny nose
other	PersonX spreads forth PersonY's ___	humble
other	PersonX gets PersonX's act together	to lead a better life
other	PersonX needs PersonY's help	help person x
other	PersonX shows PersonY interest	delighted
other	PersonX gets a standing ovation	to yell for an encore.
other	PersonX pays PersonY a visit	gives away money
other	PersonX changes PersonY's policy	be maintain his relation
other	PersonX removes PersonY's hands	bleeds
other	PersonX rocks PersonY's hips	like they are learning a new talent
other	PersonX sends PersonY a copy	has a copy
other	PersonX notices another ___	to keep looking
other	PersonX likes ___ at first	slams hands on desk
other	PersonX makes a lot of noise	stop
other	PersonX finds PersonX's mother	is asked welfare of
other	PersonX starts toward PersonY	to say hello to personY
other	PersonX conquers PersonX's fears	has a fuller life
other	PersonX watches fireworks	to hang out
other	PersonX strokes PersonY's hair	purr
other	PersonX loves ___ much	good
other	PersonX takes ___ back	to be cautious
other	PersonX saves PersonY's lives	well satisfied
other	PersonX catches PersonY's breath	athletic
other	PersonX is at a grocery store	to have things to cook
other	PersonX brings two together	responsible
other	PersonX hires on the spot	Does a good job.
other	PersonX learns to drive	anxious
other	PersonX floats PersonY's boat	to express gratitude
other	PersonX believes PersonX's ears	to part ways
other	PersonX drinks ___ instead	quinches thirst
other	PersonX takes PersonX's hat	to smooth it out
other	PersonX gives PersonY answers	PesronY hums in deep thought
other	PersonX leaves the ___ in the hands	to ensure that he gets help in the future when he needs it.
other	PersonX gives it a chance	pleased with their new employee as they are a hard worker.
other	PersonX finds a book to read	educated
other	PersonX decides to buy one	impulsive
other	PersonX sets PersonY's ___ at ease	to talk to PersonX
other	PersonX reaches another ___	headstrong
other	PersonX has an allergic reaction	alert
other	PersonX gets ___ for my birthday	goes into debt
other	PersonX tells PersonY 's going on	uncomfortable
other	PersonX thrusts upon PersonY	loved
other	PersonX brings ___ to the party	Displays giving nature
other	PersonX injures badly	angry
other	PersonX arrives back home	take a shower
other	PersonX keeps PersonY's promise	for personY to thank them
other	PersonX challenges PersonY's brother	strong
other	PersonX spreads forth PersonX's ___	relieved
other	PersonX learns ___ by heart	remembers
other	PersonX says uncle	victorious
other	PersonX goes ___ for a new car	to purchase it
other	PersonX makes PersonY's sandwich	they wanted to be nice
other	PersonX treats like dirt	Nasty
other	PersonX decides to buy a dog	to go to the pet shop
other	PersonX gives the ___ time	check the results
other	PersonX stings by a bee	has an allergic reaction
other	PersonX is working on PersonX's car	good about themselves
other	PersonX is at the beach with friends	refreshed and happy
other	PersonX starts saving	is secure
other	PersonX watches basketball	to be entertained.
other	PersonX knocks ___ out of the park	he wanted his team to win
other	PersonX quits my job	Find new job
other	PersonX means much to PersonY	happy to have good relationship with x
other	PersonX stops running	to start running again
other	PersonX hears a loud crash	go find out what happened
other	PersonX watches television	entertained
other	PersonX accepts PersonY's proposal	to answer
other	PersonX makes tea	to entertain
other	PersonX persuades ___ to join	Workers thank PersonX
other	PersonX yells for help	anxious to help.
other	PersonX obtains PersonY audience	thrilled
other	PersonX sets PersonY apart	smart
other	PersonX gives PersonY a smile	3
other	PersonX shows everyone	to comment on the item
other	PersonX rides home	to watch tv
other	PersonX plants a tree in PersonY's backyard	shade
other	PersonX puts ___ in PersonY's mouth	fed
other	PersonX goes to the beach with PersonX's family	fun
other	PersonX wins the grand prize	also happy
other	PersonX kisses PersonY back	laughs
other	PersonX makes a point	informed.
other	PersonX moves to a new town	risk-taker
other	PersonX turns PersonY's ___ away	PersonY to look away
other	PersonX asks for PersonY explanation	informative
other	PersonX limits PersonY's use	to send PersonY on long leave
other	PersonX makes people laugh	happy
other	PersonX stings by a bee	seek medical help
other	PersonX spends ___ with PersonY's children	cared for
other	PersonX strokes PersonY's hair	happy
other	PersonX defends PersonY's position	to do something fun
other	PersonX goes back to sleep	sleepy
other	PersonX quits PersonX's day job	determined
other	PersonX asks everyone	used
other	PersonX is angry at PersonX's brother	tries to do things better
other	PersonX does not want to go	troubled
other	PersonX kills PersonY man	criminal
other	PersonX forgets the sugar	irritated
other	PersonX watches movies all night	PersonX falls asleep while watching movies
other	PersonX uses the litter box	feline-like
other	PersonX collects shells	happy
other	PersonX sees PersonY cry	averts eyes with X
other	PersonX becomes very famous	to have money
other	PersonX loves ___ too much	to have reassurance
other	PersonX treats ___ to dinner	to be nice
other	PersonX starts PersonX's first day	renewed
other	PersonX gives PersonY things	catches
other	PersonX rolls in wealth	gets funding for school
other	PersonX wins ten dollars	smiles
other	PersonX comes to PersonY's rescue	PersonY is injured
other	PersonX likes to meet for lunch	to have someone to eat with
other	PersonX breaks both of PersonY's legs	cries
other	PersonX decides to pull an all-nighter	exhausted
other	PersonX graduates school	to achieve goals
other	PersonX crashes PersonY's bike	repairs bike
other	PersonX puts ___ on the floor	hardworking
other	PersonX stays away	introverted
other	PersonX grabs PersonY's arms	scared
other	PersonX buries PersonY's face	cant breathe
other	PersonX takes PersonY's purse	Selfish
other	PersonX visits the dentist	turns on tools
other	PersonX is working hard at PersonX's job	they learn to work hard
other	PersonX writes PersonX's own ticket	possibly happy for them.
other	PersonX wants to go	to go see something
other	PersonX writes a poem	for them to like it
other	PersonX fixes PersonX's ___ upon PersonY	assertive
other	PersonX talks to oneself	crazy
other	PersonX tells my parents	to share good news.
other	PersonX calls ___ to repentance	He gets yelled at by atheists.
other	PersonX runs as fast	ashamed
other	PersonX rids PersonY's motorcycle	to go to the bar
other	PersonX is finally PersonX's turn	included
other	PersonX is ashamed of what PersonY had done	acts more responsibly from now on
other	PersonX gets a kick out of ___	to enjoy life.
other	PersonX leaves PersonY's ___ behind	weapons become missing
other	PersonX opens PersonX's big mouth	embarrassed
other	PersonX keeps PersonY commandments	Gets money
other	PersonX takes an art class	earns credits
other	PersonX goes beyond the scope	stubborn
other	PersonX plays baseball with PersonY's friends	happy
other	PersonX pursues PersonY course	teach the couse
other	PersonX demonstrates PersonX's ability	see
other	PersonX takes PersonY's car	They must buy a new car
other	PersonX plays a prank on PersonY	laugh with PersonX
other	PersonX thanks PersonY ___ for PersonZ's support	to owe their gratitude to a good friend.
other	PersonX rues the day	make plans for another day
other	PersonX tries to kill PersonY	extremely fearful
other	PersonX comes quickly	prepared
other	PersonX says would return	personX must plan to return.
other	PersonX misses PersonX's parents	lonely
other	PersonX changes the baby 's diaper	relieved
other	PersonX keeps PersonY in line	orderly
other	PersonX sticks a fork in an outlet	to test the electricity
other	PersonX comes home to roost	Is able to relax
other	PersonX pays PersonY dollars	rewarded
other	PersonX speaks PersonY's language	helpful
other	PersonX invests the money	anxious about it
other	PersonX talks to PersonY's husband	Tell him they'll be poker there.
other	PersonX does PersonX's math homework	smarter
other	PersonX eats at a nice restaurant	to enjoy his food coma
other	PersonX blows a bubble	dip wand into bubble solution
other	PersonX passes PersonY law	gains credibility
other	PersonX reaches PersonY's room	accomplished
other	PersonX pushes PersonY's back	relieved that they don't hurt anymore
other	PersonX saves PersonY's lives	helpful
other	PersonX turns PersonY's ___ to anything	to get their pen
other	PersonX knows how to use it	teaches other how to use it
other	PersonX gets a kick out of ___	amused
other	PersonX gets angry with PersonY	to yell at PersonX
other	PersonX tries PersonX's ___ elsewhere	gives up
other	PersonX sees a man about a horse	shares information
other	PersonX awaits PersonY's turn	Moves quickly
other	PersonX takes PersonY to the animal shelter	Person y is transported
other	PersonX calls roadside assistance	waits patiently
other	PersonX forms PersonY association	helping
other	PersonX also ate	PersonX gets stuffed
other	PersonX eats so much	to feel good
other	PersonX gets saved	relieved
other	PersonX draws the ___ away	relieved
other	PersonX adds another ___	to use the thing
other	PersonX hits below PersonX's weight	to congratulate PersonX on their achievement
other	PersonX immediately asked	to write down the answers
other	PersonX meets PersonY's ___ to face	friendly
other	PersonX starts a lemonade stand	chat to X to keep them company
other	PersonX comes early	gets caught
other	PersonX is practicing for weeks	to be the best
other	PersonX is taking care of PersonY	PersonY to get well.
other	PersonX sends PersonY to the principal 's office	to thank y
other	PersonX calls PersonX's grandparents	to stay in touch
other	PersonX plays ___ with PersonX's friend	thinks how to win at chess
other	PersonX never paid attention	to call person x out.
other	PersonX hugs PersonY tight	caring
other	PersonX deprives PersonY of the power	to be in charge
other	PersonX gets new shoes	to wear them to work the next day
other	PersonX decides to go on a date	to thank x for a lovely time
other	PersonX meets PersonY demand	relaxes
other	PersonX sets ___ to the houses	take vengeance with the house owners
other	PersonX stops to help PersonY	relieved.
other	PersonX sweeps ___ under the rug	sneaky
other	PersonX lives happily ever after	To build a house
other	PersonX adds salt	to improve the taste
other	PersonX leaves school	to go home
other	PersonX works two jobs	tired
other	PersonX plays PersonX's part	happy
other	PersonX decorates PersonY's tree	PersonY sees PersonX hard work
other	PersonX takes the puppy home	happiness
other	PersonX wants ___ for lunch	boil the noodles
other	PersonX asks ___ for some help	annoyed to be asked
other	PersonX wins a hundred dollars	to win the next time
other	PersonX gives PersonX's money	generous
other	PersonX continues even ___	eving to solve the problem
other	PersonX invites all PersonX's friends over	happy
other	PersonX takes leave of PersonX's senses	depressed
other	PersonX wipes the ___ from PersonY's brow	to try to be neater
other	PersonX abolishes the ___ altogether	lost the data
other	PersonX is eager to try it	slipps
other	PersonX is on a road trip	visits new areas
other	PersonX sees PersonY's aunt	like they saw a friend
other	PersonX takes care of the children	Devoted
other	PersonX spends ___ in the water	to get out of the water
other	PersonX makes a clean break	gets caught
other	PersonX becomes ___ later	to accomplish more things
other	PersonX loosens the purse strings	goes purse shopping
other	PersonX lays down PersonX's life	to do the last rites
other	PersonX calls PersonY mother	helps out
other	PersonX tries and make ___	curious
other	PersonX makes mud pies	bad because their hands are muddy.
other	PersonX shuts behind PersonY	selfish
other	PersonX anoints PersonY with oil	PersonY becomes slimy
other	PersonX considers ___ in terms	to be nice
other	PersonX exercises PersonX's rights	happy
other	PersonX acts as PersonY intermediary	signs paper
other	PersonX sees PersonX's husband	happy to see personx.
other	PersonX gives PersonY advice	to follow PersonX's advice
other	PersonX thanks the ___ for PersonY's assistance	appreciated
other	PersonX buys the boat	to go fishing
other	PersonX gets PersonY's wallet	loses money
other	PersonX practices PersonX's speech	communicative
other	PersonX leaves PersonX's friends	cry
other	PersonX makes PersonY inventory	gets yelled at
other	PersonX takes out an onion	accomplished
other	PersonX raises ___ by means	to count his profits
other	PersonX uses PersonY's debit card	to steal persony's money
other	PersonX supports PersonY's family	Gets thanked
other	PersonX rubs the back of PersonY's neck	confused
other	PersonX loses PersonX's appetite	sick
other	PersonX has a math test on friday	like they are testing his abilities
other	PersonX asks PersonY to return	wants the company of persony
other	PersonX tastes the sauce	pour the sauce over pasta.
other	PersonX writes the paper	The scorer givesd the paper a grade.
other	PersonX finds new work	to make more money.
other	PersonX makes pizzas	talented with food
other	PersonX shows ___ to PersonY's parents	to explain it to PersonY's parents
other	PersonX loads PersonY's car	helped
other	PersonX wants PersonY's parents	Asked to borrow one.
other	PersonX comes towards PersonY	listen to x
other	PersonX finally found PersonY	smiles
other	PersonX is much stronger	shock
other	PersonX helps PersonY's friend	to be kind
other	PersonX takes lots of photos	makes a scrapbook
other	PersonX treats ___ well	Make sure they deserve to work there.
other	PersonX protects PersonX's privacy	private
other	PersonX sees PersonY's best friend	introduce
other	PersonX restores PersonY to life	a doctor doing their job
other	PersonX plays PersonY's music	to show appreciation
other	PersonX wills never forget	devastated
other	PersonX walks ___ one day	pay cards in the saloon
other	PersonX drives back to PersonX's house	turn on the car
other	PersonX removes PersonY from office	to tell PersonY they were not competent
other	PersonX finds a cheap one	to sell it to PersonX
other	PersonX keeps PersonY going	loving
other	PersonX prevents ___ in women	to follow person x's advice
other	PersonX meets the country 's ___	grateful
other	PersonX becomes ___ on the team	lead the team
other	PersonX sets at defiance the ___	to show lack of respect
other	PersonX drives back to PersonX's house	park the car
other	PersonX sweeps ___ under the rug	to maintain cleanliness
other	PersonX brings children into the world	They try to do well to make personX proud.
other	PersonX takes ___ together	learns new skills
other	PersonX clenches PersonY's jaw	Uptight
other	PersonX makes it to the finals	anxious to compete if they are against person x
other	PersonX takes ___ at work	gets time off because of X
other	PersonX texts back	happy
other	PersonX pays PersonY way	thankful
other	PersonX sees things differently	personX rejects their own views
other	PersonX asks ___ for some help	become tired
other	PersonX feels really bad	think about what they did
other	PersonX regards PersonY as one	to observe PersonX
other	PersonX teaches ___ to children	to listen to PersonX
other	PersonX leaves ___ in the kitchen	to go to the bathroom
other	PersonX asks the students	appreciated
other	PersonX calls a cab	to drive to PersonX
other	PersonX has passed the test	also happy
other	PersonX takes medicine	relief from sickness
other	PersonX sees ___ live	inspired
other	PersonX asks PersonY for a date	reluctant
other	PersonX drives ___ to work	to get out of the car
other	PersonX sees ___ in PersonY's room	gets alerted by PersonX
other	PersonX forms PersonY conception	to exchange points of view about it
other	PersonX gets new pants	PersonY becomes aroused at PersonX
other	PersonX acts on PersonY's behalf	caring.
other	PersonX owes to PersonY's position	agreebly
other	PersonX calls PersonY by PersonZ's name	to correct personx
other	PersonX throws ___ on this question	Says thank you
other	PersonX makes a full recovery	healed
other	PersonX performs PersonY's function	lazy.
other	PersonX makes a snowball	roll into a snowman
other	PersonX is very hot outside	gets dehydrated
other	PersonX walks alone	to be by himself
other	PersonX sells a car	happy
other	PersonX prevents ___ from falling	receives gratitude for his work
other	PersonX makes a killing	happy
other	PersonX has been studying for weeks	ambitious
other	PersonX finds a ___ in one	jumps with joy
other	PersonX is playing outside	to have fun
other	PersonX cares for PersonY's children	to teach PersonX
other	PersonX grabs PersonY's shirt	sad
other	PersonX offer ___ to students	cared for
other	PersonX joins ___ at PersonX's school	to go after school to practice
other	PersonX buys ___ as a pet	to have a companion
other	PersonX explains the situation	to argue with PersonX
other	PersonX gives PersonY a smile	to be nice
other	PersonX follows PersonY into the room	attentive
other	PersonX beats PersonY's brains out	PersonY visits the hospital
other	PersonX wants to swim	to play in the water
