prefix	input_text	target_text
other	PersonX goes ___ to PersonX's mother	to buy mother some flowers
other	PersonX buys ___ to a concert	excited
other	PersonX takes ___ around the neighborhood	to help them out
other	PersonX takes part in the campaign	to pass out flyers
other	PersonX shows PersonY kindness	to be nice
other	PersonX wins PersonY back	to celebrate being back together with PersonX
other	PersonX searches online	turns on tablet
other	PersonX leaves PersonX's friends	texts friends
other	PersonX obeys PersonY orders	to get more idea
other	PersonX makes a doctor 's appointment	to make sure they are alright
other	PersonX develops PersonY attitude	learns something new
other	PersonX gets bullied	sad
other	PersonX purchases the ingredients	gets sick
other	PersonX feels healthier	to enjoy more of life
other	PersonX practices diligently	get some instructions as to the task they are practicing.
other	PersonX expects a child	to care for PersonX
other	PersonX gives PersonY's husband ___	PersonY's husband receives the list
other	PersonX argues PersonX's case	He goes to court.
other	PersonX asks PersonY's son	is talked to
other	PersonX fulfills PersonY's obligations	irritated
other	PersonX fixes PersonY's car	to help out his neighbor.
other	PersonX becomes president	depressed
other	PersonX makes breakfast for PersonX's family	They clear the dishes afterwards
other	PersonX gets groceries	to eat
other	PersonX makes PersonY inventory	to find new thing
other	PersonX makes pudding	happy
other	PersonX gets the money	lucky
other	PersonX feels PersonY's heart	is told his heart rate is high
other	PersonX finds ___ in the sand	figure out what it is
other	PersonX celebrates halloween	happy
other	PersonX joins the army	gain health insurance benefits.
other	PersonX gets my money back	unhappy
other	PersonX is really tired	lethargic
other	PersonX walks home from school one	tired
other	PersonX finishes PersonY's essay	grateful
other	PersonX drops to one knee	they burn calories
other	PersonX nuzzles PersonY's neck	to giggle
other	PersonX gets PersonY's ball	y gets their ball taken
other	PersonX pushes PersonY out of the way	gets injured
other	PersonX makes fun of PersonY's	like a bully
other	PersonX bars PersonY's way	to push person aside
other	PersonX makes popcorn on the stove	smiles
other	PersonX fights for PersonY's life	to feel content that he did a good thing
other	PersonX stays the distance	to find the boundary
other	PersonX buys the book	to learn
other	PersonX is at the county fair	to have fun
other	PersonX takes a taxi	to greet the customer
other	PersonX calls PersonY later	to get the job done
other	PersonX deletes PersonX's account	to call personX
other	PersonX gets PersonY in trouble	bad
other	PersonX is very late for work	to ask why PersonX is late
other	PersonX searches for something	to find it
other	PersonX gets married a year later	anxious
other	PersonX spits the dummy	upset
other	PersonX cries every night	they wipe their tears
other	PersonX gives PersonY a cup	to give person y a drink
other	PersonX begins talking	to make them understand
other	PersonX lets ___ slip	to smile
other	PersonX becomes frightened	to come over to X's home.
other	PersonX gives PersonY hopes	hopeful
other	PersonX spends more time with PersonY	to be with someone they care about.
other	PersonX gets candy	to go to the store
other	PersonX washes PersonY face	good
other	PersonX changes PersonY opinion	To thank X
other	PersonX puts PersonX through PersonX's paces	to go out of house
other	PersonX adopts the puppy	to find a puppy to adopt
other	PersonX also told ___	to be sure persony succeeds
other	PersonX sets up shop	Gains more responsibilities
other	PersonX decides to go to the hospital	to get treated
other	PersonX gets pretty good	to maximize experiance
other	PersonX can n't fall asleep	to get up and do something
other	PersonX tells PersonY to sit down	sits with someone
other	PersonX likes to drink	go out on the town
other	PersonX plays with PersonY's hair	gets hair pulled
other	PersonX takes to the cleaners	to pick up cleaned clothes
other	PersonX heads back ___	homesick
other	PersonX plays a trick	to get appreciation from them
other	PersonX attains PersonX's end	to achieve an accomplishment
other	PersonX spends ___ helping	helped
other	PersonX braids PersonY's hair	thankful
other	PersonX boils ___ on the stove	is able to drink clean water
other	PersonX drinks another ___	trying to get students
other	PersonX establishes PersonX's identity	confident
other	PersonX is a famous singer	scream when accidentally encounter PersonX on the street
other	PersonX supports PersonY's claims	to talk to PersonY
other	PersonX plays games with PersonY	smiles
other	PersonX kisses a girl	to establish a relationship
other	PersonX helps every ___	facilitative
other	PersonX robs peter to pay paul	Falls deeper into debt
other	PersonX walks home with PersonY	like a friend
other	PersonX tears ___ apart	to be mean.
other	PersonX rules the school	is feared
other	PersonX explores the city	leave the house
other	PersonX crashes PersonY's bike	repairs bike
other	PersonX meets a friend	loved.
other	PersonX represents PersonY's interests	thankful
other	PersonX tells lies	people to like them
other	PersonX stops in PersonY's tracks	to understand where PersonY is going
other	PersonX beats to the punch	to be first
other	PersonX makes one 's ___	thankful for help
other	PersonX makes ___ on the stove	smells their cooking
other	PersonX is playing poker	thank his guests
other	PersonX divides the ___ into regions	to make a plan
other	PersonX brings the ___ into contact	Ask PersonX for other contacts
other	PersonX covers PersonY's retreat	grateful
other	PersonX takes good care of PersonY	Give them a tip.
other	PersonX gives PersonY proof	Reads proof
other	PersonX starts to smoke	smells bad
other	PersonX calls a taxi	to travel
other	PersonX posts the photo	gains approval.
other	PersonX takes ___ to the capital city of	to invite a friend to go with them.
other	PersonX satisfies PersonY's need	grateful
other	PersonX runs back and forth	to exercise
other	PersonX gives the baby ___	to nurture the baby
other	PersonX earns enough	content
other	PersonX makes a ham sandwich	go grocery shopping for the ingredients
other	PersonX imitates PersonY's example	understood
other	PersonX pursues PersonX's course	in control of his future
other	PersonX stands directly in front	Don't let anything come in.
other	PersonX goes kayaking	to go to the river
other	PersonX quickly found ___	relieved
other	PersonX takes a short nap	energized
other	PersonX retraces PersonY's steps	to ascertain the person's movement
other	PersonX apologizes profusely	to forget what happened
other	PersonX cries every night	to go to sleep
other	PersonX pulls PersonY closer to PersonY	threatened
other	PersonX hears some noise	curious
other	PersonX takes PersonX's seats	sits down and looks forward
other	PersonX plays PersonY's guitar	to go to PersonY's house
other	PersonX flies off at a tangent	active
other	PersonX has a heart condition	go to doctor's appointments
other	PersonX comes ___ from the hospital	to leave the hospital
other	PersonX becomes ___ later	work better
other	PersonX goes for the jugular	to win
other	PersonX sends ___ to PersonY's room	goes to room
other	PersonX seeks ___ in flight	Finds help
other	PersonX takes a shortcut	clever
other	PersonX gives PersonX's husband ___	to give something back to their wife.
other	PersonX gets contact lenses	to improve their vision
other	PersonX gives PersonY security	to move in together
other	PersonX seeks PersonY's help	satisfied
other	PersonX puts a damper on ___	sad
other	PersonX takes the day off	to talk to their boss
other	PersonX eats ___ instead	relieved
other	PersonX invites all PersonY's friends over	to have a fun time at Person X's house.
other	PersonX stands in PersonY's way	belittled
other	PersonX lays hands on ___	to lays hands them
other	PersonX barely made ___	relieved
other	PersonX protects the ___ from injury	to get out of there
other	PersonX takes PersonX's hand in PersonY's	kisses hand
other	PersonX begins to feel better	kicks their fever
other	PersonX publishes ___ online	reads the magazine
other	PersonX provides a ___ for understanding	to answer their questions
other	PersonX arranges PersonY interview	PersonY to get a job.
other	PersonX writes the essay	proud
other	PersonX decorates PersonX's house for	Compliment PersonX's work
other	PersonX helps PersonX's plant	satisfied
other	PersonX wins the game for PersonX's team	to celebrate
other	PersonX teaches PersonY's children	to study
other	PersonX threatens PersonY's life	threatened
other	PersonX puts ___ on PersonY's desk	check the work
other	PersonX discusses every ___	asks questions
other	PersonX needs a job	to make money
other	PersonX gives PersonY's daughter ___	to find his daughter
other	PersonX quotes another ___	to correct it
other	PersonX stops to help	somebody is able to go on with their day
other	PersonX finds ___ to watch	surprised, grateful, happy
other	PersonX bleeds a lot	scared
other	PersonX fills PersonY's mouth	swallows
other	PersonX orders ___ instead	the cashier enters the order
other	PersonX meets PersonY demand	on par with others
other	PersonX cooks PersonX's food	gets burned
other	PersonX gets married	ecstatci
other	PersonX takes PersonY responsibility	find a new job
other	PersonX keeps ___ away from PersonY	Maintain contact to keep Person Y away from the thing.
other	PersonX walks ___ alone	eat
other	PersonX turns on PersonX's heel	to turn around
other	PersonX takes PersonY's hand	to interact
other	PersonX puts PersonY to work	receives thanks
other	PersonX breaks PersonX's hand	ask for help
other	PersonX eats pumpkin pie	to take a drink
other	PersonX leaves PersonY room	to assess the situation
other	PersonX finally decided	GOOD
other	PersonX takes the cat	happy to have the cat in a home
other	PersonX hangs on every word	Is mentally fatigued
other	PersonX gives PersonY example	like they are informing people
other	PersonX gives the royal treatment	to repay him
other	PersonX wipes the ___ from PersonX's brow	wonderful
other	PersonX gives the class ___	be at school
other	PersonX evens told PersonY	included
other	PersonX applies to colleges	To join college
other	PersonX tells PersonY story	entertained
other	PersonX brings the ___ to life	To be nurturing
other	PersonX expresses PersonX's ___ freely	an open discussion
other	PersonX makes a bowl of cereal	to grab some milk
other	PersonX asks ___ for advice	to call on the phone
other	PersonX provides PersonY explanation	good
other	PersonX welcomes ___ from those companies	to answer the phone.
other	PersonX asks PersonY's help	helpful
other	PersonX provides PersonY method	to be able to explain the method
other	PersonX derives PersonX's powers from the consent	to gain the consent
other	PersonX changes PersonY life	to see that he has impacted PersonY
other	PersonX has stopped working	to get fired
other	PersonX kneels beside PersonY	calm
other	PersonX fights for PersonY's life	to save Y
other	PersonX gets a refund	happy
other	PersonX maintains PersonX's power	controlled
other	PersonX drives downtown	get in the car
other	PersonX wants to watch	to watch the show
other	PersonX talks about PersonY's relationship	informed
other	PersonX enjoys running	proud
other	PersonX kills PersonY instantly	sweats in fear of being caught
other	PersonX passes with flying colors	to take an exam
other	PersonX dreams last night	think about their dreams
other	PersonX writes a new song	sings the song
other	PersonX plays football	to be one of the guys
other	PersonX toots PersonX's own horn	to revel in what will hopefully be admiration from others
other	PersonX puts PersonY's arm around PersonY	has body contact with PersonY
other	PersonX understands the patient 's ___	connected
other	PersonX prevents ___ in women	good
other	PersonX protests PersonX's innocence	to hope for the best
other	PersonX eats tacos	deliver food
other	PersonX picks a fight	hurt
other	PersonX dates back ___	to wonder how long
other	PersonX does n't catch any fish	irritated
other	PersonX delivers PersonX's message	neutral
other	PersonX gets ___ to drink	take pills
other	PersonX usually made ___	to like making
other	PersonX hears PersonY's name called	PersonY sweats from nervous
other	PersonX comes ___ from the war	to get deployed
other	PersonX takes PersonY's two kids	cared for.
other	PersonX takes away from PersonY	To return back
other	PersonX performs the heimlich maneuver	breaks a rib
other	PersonX interprets the ___ correctly	to be nice
other	PersonX serves PersonY's purposes	Thanks them
other	PersonX steals PersonY's lunch	angry, upset
other	PersonX crosses PersonY's path	to ignore PersonX
other	PersonX takes out the trash	satisfied
other	PersonX shows PersonX's power	they are hated
other	PersonX jumps down PersonY's throat	to hurt him
other	PersonX gives the girl ___	to drive to the girl's house
other	PersonX is in the market for a new car	to go there
other	PersonX carries a ___ in PersonX's hand	to pick up something
other	PersonX turns ___ towards PersonY	cries
other	PersonX plays football in high school	to get exercise
other	PersonX helps PersonY clean	polishes the floor
other	PersonX gets PersonY's tree	happy
other	PersonX calls ___ to pick PersonY up	person y must move and transport
other	PersonX tests PersonX's skills	to see if he is getting better.
other	PersonX deals with PersonX's problems	to thank X
other	PersonX takes ___ to school	goes to work
other	PersonX makes burgers	to eat fries
other	PersonX cuts the cord	happy and relieved too
other	PersonX cooks the meat	indifferent
other	PersonX hits a homerun	runs around bases
other	PersonX walks in PersonY's house	to make plans
other	PersonX is failing math	disappointed
other	PersonX learns something new	to become smarter
other	PersonX breaks PersonY's foot	Cries in pain
other	PersonX finds PersonY's mom	glad for seeing their mom
other	PersonX gets ___ in the face	to run from the police
other	PersonX beats the game	relieved
other	PersonX buys a shirt	proud
other	PersonX leads the ___ away	to lead those to safety
other	PersonX spends time with PersonY's friends	to sociaize
other	PersonX sits back on PersonY's heels	to rub Y's leg
other	PersonX is another man 's ___	gets asked a question
other	PersonX deflects ___ away	ignored
other	PersonX takes ___ to bed	to rest
other	PersonX understands one another 's ___	to discuss it with others
other	PersonX hits the target	to congratulate person X
other	PersonX receives a refund	responsible
other	PersonX makes war upon PersonY	enjoy with kith and kins
other	PersonX wins first place	starts to cry
other	PersonX lets the chips fall where they may	to call his children to clean the place
other	PersonX goes for the gold	they try hard themselves
other	PersonX goes for the gold	doesnt win
other	PersonX takes care of PersonY's needs	get out of jail
other	PersonX eats lobster	satisfy hunger
other	PersonX stars back	gets yelled at
other	PersonX lets it be	to be forgiving.
other	PersonX calls ___ to help PersonY	grabs a drink
other	PersonX is taking out the garbage	to be helpful
other	PersonX makes lasagna	thankful
other	PersonX is running for president	bad
other	PersonX tells PersonY what happened	gets into argument
other	PersonX gives PersonY a blow	to surrender him to the police
other	PersonX wants to hang out	to find something to do
other	PersonX gets another job	paid more
other	PersonX spends more money	satisfied with product
other	PersonX nurses ___ to health	HE IS HUNGRY
other	PersonX goes get PersonY	puts seatbelt on
other	PersonX finds ___ under the couch	get up
other	PersonX knows PersonY's business	announce to group
other	PersonX sets the wheels in motion	to make sure no one else finds out so soon
other	PersonX impresses PersonX's girlfriend	to get married
other	PersonX drives very fast	to drive very carefully near her, to avoid an accident.
other	PersonX takes the class	is qualified to take a higher class
other	PersonX gets autographs	to be close to famous people
other	PersonX moves PersonY's mouth	to run away from personX
other	PersonX practices every day after school	interested
other	PersonX turns PersonY's ___ around	to applaud PersonX
other	PersonX feels like an eternity	get's tired
other	PersonX will always love PersonY	loved
other	PersonX causes PersonY to fall	mean
other	PersonX sends PersonX's friend	the friend is more competent
other	PersonX helps PersonY in every way	kind
other	PersonX gives PersonY the means	good
other	PersonX puts ___ to work	thankful
other	PersonX finally told PersonY	smacked
other	PersonX eats too much candy	does not feel hungry
other	PersonX gives ___ tips	thankful
other	PersonX buys a gift card	Thanks PersonX
other	PersonX signs away PersonX's ___	"if ""bride""must leave person x"
other	PersonX works great	very happy
other	PersonX gives PersonY opportunity	works at new activity
other	PersonX puts PersonY in a jar	to have pickled PersonY
other	PersonX is playing with PersonY's cat	amused.
other	PersonX is shot and killed	transport body to morgue
other	PersonX controls PersonY's actions	Y has no control
other	PersonX holds sway	to have a following
other	PersonX studies PersonY's face	to tell PersonX something
other	PersonX expresses freely PersonX's ___	to express an opinion
other	PersonX drops PersonY's arms	Person y's arms come down
other	PersonX depends upon the number	to get the right information
other	PersonX is getting late	to wait for PersonX
other	PersonX has a crush on a girl	hides their feelings
other	PersonX raises ___ to help	to thank people for their contribution
other	PersonX hits ___ on the head	gains a reputation for violence
other	PersonX buys a new cell phone	Get money or their credit card ready
other	PersonX seeks PersonY interview	to give feedback to PersonX
other	PersonX builds ___ in PersonY's backyard	TO GO TO Y YARD
other	PersonX knows everything	like he is a know it all
other	PersonX is riding PersonY's bike home from school	Searches for the missing bike
other	PersonX eats all of PersonY's food	he shout in anger
other	PersonX offer ___ to students	to encourage others too
other	PersonX publishes ___ online	to be recongized
other	PersonX drives PersonY's car	Rides in his car now.
other	PersonX asks PersonY to marry	to run away
other	PersonX gets ___ to college	thankful
other	PersonX keeps PersonY's head	to help
other	PersonX plays games with PersonX's friends	to invite friends over
other	PersonX allays PersonY's fears	stops worrying
other	PersonX makes PersonX's fortunes	Gains resentment
other	PersonX works the crowd	to be liked
other	PersonX sells PersonY into slavery	sad
other	PersonX loves PersonY's dad	to approach PersonY's dad
other	PersonX delights in ___	food
other	PersonX sets ___ on the soil	to walk
other	PersonX takes a dancing class	to learn a new skill
other	PersonX burns PersonX's mouth	to eat a hot taco
other	PersonX sticks PersonY's tongue out	to be childish
other	PersonX drops PersonY's keys	clumsy
other	PersonX gives the ___ away	like a good person
other	PersonX takes ___ to a vet	lifestyle changes
other	PersonX absolutely loved it	found a new interest
other	PersonX thanks everyone	to thank PersonX
other	PersonX carries a ___ in PersonX's hand	PesronX bleeds
other	PersonX watches television	happy
other	PersonX tries to scare PersonY	Chases Y
other	PersonX likes anyone	accepted
other	PersonX places the ___ in the position	neutral
other	PersonX needs to lose weight	to find motivation
other	PersonX takes my friend	to meet them their
other	PersonX sees ___ in the paper	call their friend to tell them
other	PersonX loses 20 pounds	to be fit
other	PersonX takes PersonY to the library	happy
other	PersonX expresses PersonY ___ to PersonZ wife	Opinions are formed about person y
other	PersonX clenches PersonY's fists	to start a fight
other	PersonX has enough money to pay PersonY's rent	content
other	PersonX takes PersonY to the store	to be helpful
other	PersonX looks upon PersonY	PersonX observes PersonY
other	PersonX sends PersonY to college	to talk to teachers
other	PersonX builds a fort	to test out the fort
other	PersonX takes PersonY's food	hungry
other	PersonX turns PersonX's ___ upon PersonY	interested in seeing persony
other	PersonX supplements PersonY's income	grateful & appreciative.
other	PersonX gives PersonY a makeover	buy makeup
other	PersonX loses every ___	loses his girlfriend to another suitor
other	PersonX eats ___ instead	to eat something else to survive.
other	PersonX wants to tell PersonY	look at PersonX
other	PersonX kicks PersonY's legs	hurt
other	PersonX waits upon PersonY	makes another appointment
other	PersonX wants nothing to do with PersonY	to tell people that they don't want to help about PersonYy
other	PersonX serves ___ to PersonX's family	affectionate
other	PersonX sets PersonY ___ at rest	to assist persony
other	PersonX drives ___ down the road	to get in the car
other	PersonX protects PersonX's rights	to help.
other	PersonX tells PersonY the truth	apologize to PersonY
other	PersonX keeps PersonY under control	confined
other	PersonX has PersonX's ears lowered	get a car
other	PersonX lets PersonY go	upset
other	PersonX invests the money	wait for returns
other	PersonX sets PersonY free	to free him due to all time served
other	PersonX thinks could help	Offers support
other	PersonX hurts PersonX's arm	to cause harm
other	PersonX prepares for PersonY's reception	to be invited
other	PersonX sends PersonY to school	to pick up PersonY
other	PersonX puts the fire out	to grab the extinguisher
other	PersonX makes a frozen pizza	burns mouth
other	PersonX didnt like PersonY	Person Y loses opportunity to sociallize with Person X
other	PersonX drives to the nearest store	Take to bike
other	PersonX whispers in PersonY ear	in the know.
other	PersonX puts ___ in storage	gets sweaty
other	PersonX plays the guitar	practice
other	PersonX asks PersonX's neighbors	thank them
other	PersonX breaks the deadlock	to hear the case
other	PersonX comes pick PersonY up	grateful for x's time
other	PersonX tries several things	Person X decides what they like.
other	PersonX gets PersonY's ice cream	to wait for PersonX for the ice cream
other	PersonX supports PersonX's family	is supported
other	PersonX would not stop barking	feel intimidated
other	PersonX wants cereal	distracts herself with activity
other	PersonX knows PersonY in the biblical sense	tell PersonX what they understand
other	PersonX stands on PersonY's legs	personX to get off
other	PersonX walks to school one ___	healthy
other	PersonX produces PersonY number	laughs over coicidence
other	PersonX is playing hide and seek	Others will hide form PersonX to win.
other	PersonX pays PersonY's medical bills	Pays X back
other	PersonX makes it	to succeed in life
other	PersonX provides PersonY explanation	Check the security cameras.
other	PersonX persuades the ___ to take	to convince others
other	PersonX eats away at PersonY	violated
other	PersonX calls the electric company	to get something fixed
other	PersonX also made	to make pillows
other	PersonX mows lawns	relieved
other	PersonX is late at night	To get some sleep
other	PersonX wants PersonY around	receives hug
other	PersonX lets PersonY's play	to check if PersonY has finished their homework
other	PersonX thinks it was cute	sensitive
other	PersonX orders pizza for dinner	to drive to PersonX's home
other	PersonX loses PersonY life	PersonX to go jail
other	PersonX maintains ___ in the face	to gain an advantage
other	PersonX enjoys ___ greatly	happy
other	PersonX turns the water off	not to be wasteful
other	PersonX wants to talk to PersonY	no effect
other	PersonX gets PersonY education	learns a lot
other	PersonX gives PersonX's candy	To tell them they're welcome
other	PersonX asks ___ out on a date	happy
other	PersonX reminds PersonY so much	to go away
other	PersonX spends ___ with PersonY family	to welcome PersonX
other	PersonX comes home at night	tripped on the road
other	PersonX lives happily ever after	To build a house
other	PersonX takes PersonX's truck	distressed
other	PersonX makes ___ by hand	satisfaction
other	PersonX picks ___ at random	spin around
other	PersonX treats PersonY with contempt	PersonY decides to talk it out with PersonX
other	PersonX asks PersonY meant	smile
other	PersonX wants to adopt a cat	background check PersonX
other	PersonX asks the students	appreciated
other	PersonX goes ___ anyway	take pictures of the event
other	PersonX pulls PersonY closer	Kisses
other	PersonX hears voices	looks around
other	PersonX puts ___ in PersonY's mouth	person to eat his dinner
other	PersonX eats at a restaurant	they pay the bill
other	PersonX does an excellent job	to get a good grade
other	PersonX is driving home from work	to get there
other	PersonX pitches a tent	PersonX attracts bears
other	PersonX releases PersonY's grip	Person Y lets go of Person X's hand
other	PersonX plays well	good they are appreciated
other	PersonX thinks of england	watch a documentary about England
other	PersonX snaps PersonY's fingers	he apologizes
other	PersonX presents a ___ to the world	get home
other	PersonX teaches PersonX's son	to take son to eat food
other	PersonX gets PersonY job	they're constantly trying to hurt PersonX's reputation
other	PersonX names the puppy spot	runs away
other	PersonX signs away PersonX's ___	is enslaved
other	PersonX eats ___ everyday	to wash them
other	PersonX has fun with PersonX's friends	happy.
other	PersonX accidentally got ___	hurt
other	PersonX takes shelter	to wait
other	PersonX prevents PersonY's recurrence	accomplished
other	PersonX puts words in PersonY's mouth	no effect
other	PersonX kicks PersonY when they are down	ashamed
other	PersonX sends PersonY on PersonX's way	drives home
other	PersonX is driving PersonX's car on the highway	gets stuck in a traffic jam
other	PersonX leaves the park	to not be in the park any more
