prefix	input_text	target_text
oReact	PersonX effects PersonY's purpose	disappointed in personx
oReact	PersonX gets hit by a car	ashamed
oReact	PersonX saves PersonY the trouble	kind
oReact	PersonX makes ___ better	happier
oReact	PersonX declares ___ on the states	enjoyful
oReact	PersonX decides to rob a bank	sad
oReact	PersonX gets to know PersonY better	joyful
oReact	PersonX gets the ball back	part of a team
oReact	PersonX finds what PersonY was looking for	happy
oReact	PersonX puts PersonX's ___ into words	anxious, nervous
oReact	PersonX offers ___ a ride	grateful
oReact	PersonX gets PersonX's first car	worried
oReact	PersonX brings ___ together	very happy
oReact	PersonX writes PersonY's memoirs	appreciative
oReact	PersonX helps PersonY's calm down	relaxed and calm down
oReact	PersonX always listened	appreciative
oReact	PersonX eats PersonY breakfast	thankful
oReact	PersonX fills PersonY's tank	grateful
oReact	PersonX commits every ___	betrayed
oReact	PersonX expresses one 's ___	comforted
oReact	PersonX is called into PersonX's boss 's office	determined
oReact	PersonX loses PersonY's phone	upset
oReact	PersonX calls PersonY's wife	thankful
oReact	PersonX is controlled by PersonY's subconscious	all knowing
oReact	PersonX starts PersonY program	grateful
oReact	PersonX hears PersonY's cry	upset
oReact	PersonX does PersonY proud	happy
oReact	PersonX takes PersonY ___ to get there	thankful
oReact	PersonX gets PersonY's lunch	thankful
oReact	PersonX buys ___ PersonY needed	satisfied
oReact	PersonX tells PersonY to relax	upset
oReact	PersonX lives with PersonX's sister	happy to live with personx
oReact	PersonX is playing football	amused
oReact	PersonX crosses PersonY's legs	indifferent.
oReact	PersonX takes PersonY's phone	angry
oReact	PersonX uses sign language	relatable
oReact	PersonX looks at PersonY's friend	flattered
oReact	PersonX comes from behind PersonY	chased
oReact	PersonX gives PersonY ___ instead	thankful
oReact	PersonX walks down the hall	also happy
oReact	PersonX takes PersonY's boat out	caring
oReact	PersonX gives PersonY a haircut	refreshed
oReact	PersonX meets PersonY's neighbors	happy
oReact	PersonX pays the ___ back	empowered
oReact	PersonX searches everywhere for PersonY	worried
oReact	PersonX invites PersonY's friends and family	happy
oReact	PersonX tells ___ what PersonY wanted	grateful
oReact	PersonX improves PersonY's chances	grateful
oReact	PersonX puts ___ on PersonY's shoulder	protected
oReact	PersonX shows PersonX's mom	happy thankful
oReact	PersonX plays ___ in high school	comradely
oReact	PersonX makes things right	forgiving
oReact	PersonX finally told	enlightened
oReact	PersonX sees my favorite band	like they wish they would of gone too
oReact	PersonX picks a fight	angered
oReact	PersonX orders a steak	that person x has a real taste for good food
oReact	PersonX washes PersonY's dishes	thankful
oReact	PersonX is playing a game	happy
oReact	PersonX drops a bombshell	surprised
oReact	PersonX prohibits the exercise thereof	annoyed
oReact	PersonX grabs PersonY's purse	glad for the help
oReact	PersonX lets it go	resentment
oReact	PersonX gets PersonX's check	relieved
oReact	PersonX would play with PersonY	happy
oReact	PersonX eats healthy	proud of person x
oReact	PersonX takes ___ away from PersonY	unhappy.
oReact	PersonX is a happy couple	happy
oReact	PersonX releases PersonY's hand	a little sad
oReact	PersonX meets PersonY's mother	happy
oReact	PersonX tries to ignore PersonY	neglected
oReact	PersonX gives PersonX's daughter ___	cared for.
oReact	PersonX follows PersonX's father 's ___	happy
oReact	PersonX knows everyone	loved
oReact	PersonX asks PersonY's son	like their knowledge is important
oReact	PersonX turns PersonY's ___ around	thankful for the help
oReact	PersonX brings PersonY's umbrella	dry
oReact	PersonX wants PersonX's kids	unwanted
oReact	PersonX makes ___ to school	like he does a good job of showing up
oReact	PersonX spends all of PersonY's money	upset.
oReact	PersonX gnashes PersonX's teeth	afraid
oReact	PersonX performs PersonY act	happy
oReact	PersonX meets PersonY demand	on par with others
oReact	PersonX pays PersonY debts	great!
oReact	PersonX assesses students ' ___	nervous about personx's assessment
oReact	PersonX gets ready in the morning	happy.
oReact	PersonX means so much to PersonY	more lovingand kind
oReact	PersonX bids PersonY farewell	forgotten
oReact	PersonX would see PersonY	happy
oReact	PersonX lays behind PersonY	protective
oReact	PersonX serves every ___	happy  about his service.
oReact	PersonX finds the perfect one	happy that they got something they liked.
oReact	PersonX grabs PersonY 's hand	surprised
oReact	PersonX gives PersonY the details	thankful
oReact	PersonX teaches PersonY's dog	interested
oReact	PersonX causes PersonY reaction	happy
oReact	PersonX invites PersonY to a movie	befreinded
oReact	PersonX looks ___ in the eyes	loved
oReact	PersonX feels ready	good.
oReact	PersonX makes PersonY choice	controlled
oReact	PersonX goes home for the holidays	grateful to have seen person x
oReact	PersonX impresses ___ at school	surprised
oReact	PersonX invites PersonY to come	accepted
oReact	PersonX sells it on ebay	excited
oReact	PersonX checks on PersonY's son	grateful.
oReact	PersonX holds PersonY tongue	glad x isn't talking
oReact	PersonX buys a boat	competent
oReact	PersonX pushes the boat out	happy that someone helped them.
oReact	PersonX drives to the restaurant	sated
oReact	PersonX is invited to a party	inclusive
oReact	PersonX loses the bet	joyous
oReact	PersonX tells PersonY to call	sociable
oReact	PersonX leaves my house	glad to see personx go
oReact	PersonX gives it away	thankful
oReact	PersonX takes care of PersonY's	grateful
oReact	PersonX uses PersonY's ___ to make	influenced
oReact	PersonX picks a fight	mad
oReact	PersonX makes a friend	accepted
oReact	PersonX creates PersonY interest	happy to have found a way to come out of sadness
oReact	PersonX puts PersonX's ___ in order	unburdened
oReact	PersonX hears PersonY's parents	involved
oReact	PersonX puts ___ back	good that the thing was put back.
oReact	PersonX tries to make out with PersonY	caught off guard
oReact	PersonX stands on PersonY's legs	upset
oReact	PersonX knows everything	like he is a know it all
oReact	PersonX has a party at PersonY's house	disgusted
oReact	PersonX invites PersonY along	happy and gleeful
oReact	PersonX buys ___ for the kids	entertained by it
oReact	PersonX tells PersonY the good news	happy.
oReact	PersonX pleases PersonY well	admiring
oReact	PersonX dusts off a batter	threatened
oReact	PersonX sends PersonY over the edge	angry and abused
oReact	PersonX paints PersonY picture	grateful
oReact	PersonX surprises PersonY's friend	grateful
oReact	PersonX keeps PersonY's counsel	cared about
oReact	PersonX asks PersonY to the dance	happy
oReact	PersonX looks up into PersonY's eyes	forced
oReact	PersonX keeps PersonY company	loved.
oReact	PersonX asks PersonX's manager	upset
oReact	PersonX plays ___ with a friend	satisfied.
oReact	PersonX is sitting at PersonY's desk	upset
oReact	PersonX assists the ___ in making	easy to finish to his work
oReact	PersonX takes PersonY's turn	cheated
oReact	PersonX stops talking	connected
oReact	PersonX shows PersonY kindness	good
oReact	PersonX forms PersonY arch	happy
oReact	PersonX thinks it was hilarious	embarrased
oReact	PersonX takes PersonY's dog	grateful
oReact	PersonX places the ___ in the position	grateful
oReact	PersonX goes to a friend 's house	excited
oReact	PersonX chips PersonX's tooth	hurt
oReact	PersonX makes a soup	happy
oReact	PersonX puts PersonY away	angry
oReact	PersonX comes to PersonY's aid	relieved.
oReact	PersonX hurts PersonY much	sad
oReact	PersonX gives PersonY order	good
oReact	PersonX gathers PersonY's friends	pleased
oReact	PersonX shows PersonX's moves	underwhelmed
oReact	PersonX comes thick and fast	disappointed
oReact	PersonX appears out of nowhere	scared
oReact	PersonX takes PersonY to bed	seduced
oReact	PersonX becomes popular	happy
oReact	PersonX supports PersonY's claims	thankful to have personx as a friend
oReact	PersonX leaves the bag	appreciative
oReact	PersonX helps get started	grateful
oReact	PersonX restores the ___ to normal	curious
oReact	PersonX performs the heimlich maneuver	thankful
oReact	PersonX is angry at PersonY's brother	confused
oReact	PersonX loses another ___	sad
oReact	PersonX gives PersonX's medicine	ashamed to take medicine that isn't theirs
oReact	PersonX reads PersonY a story	amused
oReact	PersonX spends ___ with PersonY's children	cared for
oReact	PersonX maintains PersonY's authority	loved
oReact	PersonX takes PersonY prisoner	sad
oReact	PersonX complains about the noise	annoyed
oReact	PersonX precedes PersonY's death	sad
oReact	PersonX causes ___ in animals	angry,feel worst
oReact	PersonX brings home the ___	gratitude
oReact	PersonX tears up the pea patch	angry
oReact	PersonX receives ___ from sources	valued
oReact	PersonX is much stronger	shock
oReact	PersonX never understood	irritated
oReact	PersonX continues throughout life	content
oReact	PersonX sings karaoke	amused
oReact	PersonX moves ___ along	like they're doing their job
oReact	PersonX does community service	grateful
oReact	PersonX keeps PersonX's options open	trusting
oReact	PersonX visits PersonX's friends	happy
oReact	PersonX understands PersonY's ___ well	grateful
oReact	PersonX throws back PersonY's head	relieved
oReact	PersonX drops to PersonY's knees	on the spot
oReact	PersonX snaps PersonY's head off	belittled
oReact	PersonX loses one 's ___	boastful
oReact	PersonX fills PersonX's hand	scared
oReact	PersonX stops to help PersonY	relieved.
oReact	PersonX rides PersonY's bike home	good.
oReact	PersonX pays PersonY price	making progress
oReact	PersonX holds conversations	understanding
oReact	PersonX plants a garden in PersonY's backyard	grateful
oReact	PersonX puts PersonY on hold	wondering
oReact	PersonX plays videogames	challenged
oReact	PersonX grabs PersonY's shirt	like they have been wronged
oReact	PersonX makes a spectacle of oneself	sad
oReact	PersonX lives with PersonX's husband	happy
oReact	PersonX belongs to PersonY family	accepting
oReact	PersonX wants to visit	nostalgic
oReact	PersonX picks PersonY's way	helpless
oReact	PersonX gives PersonY battle	aggregated
oReact	PersonX never took ___	upset
oReact	PersonX shaves PersonY's beard	refreshed
oReact	PersonX meets people 's ___	satisfied
oReact	PersonX returns to PersonX's home	protected
oReact	PersonX calls ___ names	sad
oReact	PersonX changes PersonX's views	sure
oReact	PersonX performs PersonX's function	sad that they were sick and couldn't go
oReact	PersonX sees PersonY in the morning	like have a meeting
oReact	PersonX plays PersonY ___ in the regulation	replaced
oReact	PersonX casts PersonY's vote	betrayed
oReact	PersonX returns ___ to the library	grateful
oReact	PersonX takes a shortcut	lost
oReact	PersonX tilts PersonY's head up	no pain
oReact	PersonX helps PersonY's study	grateful
oReact	PersonX pays PersonY's rent	grateful
oReact	PersonX really pissed PersonY off	angry that x did what they did.
oReact	PersonX accomplishes PersonY's work	lacking
oReact	PersonX calls 's mom	happy
oReact	PersonX has a big garden	sated
oReact	PersonX kills PersonX's wife	mournful
oReact	PersonX gets a date	flattered
oReact	PersonX fights a losing battle	sympathetic
oReact	PersonX misses the ball	have point other side
oReact	PersonX makes PersonY sick	sick
oReact	PersonX texts PersonX's friend	accepted
oReact	PersonX turns ___ around	hopeful
oReact	PersonX takes PersonY to a bar	happy.
oReact	PersonX has a test coming up	glad its over
oReact	PersonX obtains PersonY education	sad and distressed
oReact	PersonX asks PersonY to let	nan
oReact	PersonX sends PersonY to summer camp	glad
oReact	PersonX brings PersonY's car	thankful
oReact	PersonX expects PersonY attack	angry
oReact	PersonX gives ___ a discount	thankful
oReact	PersonX loves PersonY best	grateful
oReact	PersonX puts through the mangle	disadvantaged
oReact	PersonX pats PersonY's hand	relieved
oReact	PersonX wants to be a teacher	like they have someone to educate them
oReact	PersonX threatens PersonY's life	threatened
oReact	PersonX nods PersonX's ___ in agreement	satisfied
oReact	PersonX goes to a friend 's house	happy
oReact	PersonX tries PersonY experiment	grateful
oReact	PersonX challenges ___ to a contest	challenged
oReact	PersonX teaches PersonY everything	grateful
oReact	PersonX lands on my head	hurt
oReact	PersonX tears PersonY away	confused
oReact	PersonX visits PersonY's grandfather	happy
oReact	PersonX gives ___ PersonX's money	paid back
oReact	PersonX camps with friends	happy
oReact	PersonX gets PersonY away	annoyed at being forced to move
oReact	PersonX leaves nothing to the imagination	offended
oReact	PersonX satisfies PersonY's need	grateful
oReact	PersonX hugs PersonY back	happy that they get to see a friend again
oReact	PersonX takes PersonY's glasses	thankful
oReact	PersonX shows it to PersonY's parents	alarmed
oReact	PersonX has bad news	sorrow
oReact	PersonX gives as good as PersonX gets	told off
oReact	PersonX buys some milk	appreciative
oReact	PersonX offers ___ a ride	grateful
oReact	PersonX follows PersonY back	observed
oReact	PersonX treats ___ to ice cream	happy they get ice cream
oReact	PersonX gets really scared	glad personx made it through
oReact	PersonX moves back in with my parents	pleased
oReact	PersonX visits PersonX's grandfather	happy
oReact	PersonX diverts ___ away	betrayed
oReact	PersonX gives ___ a shot	grateful
oReact	PersonX obtains PersonY solution	nervous
oReact	PersonX feels PersonY's fingers	nervous
oReact	PersonX takes PersonY's girlfriend out	jealous, unhappy
oReact	PersonX yelps in pain	concern
oReact	PersonX does extra chores	proud
oReact	PersonX enters a competition	ready to compete
oReact	PersonX finds ___ together	embarrassed
oReact	PersonX lets ___ slip	impressed.
oReact	PersonX plays professional football	exhausted
oReact	PersonX drives the ___ back	scared
oReact	PersonX takes PersonY's kids	scared
oReact	PersonX cashes in PersonX's chips	like they had to pay up
oReact	PersonX plays for PersonY's team	thankful
oReact	PersonX improves PersonY's health	well
oReact	PersonX gives PersonY a deal	opportunistic
oReact	PersonX takes PersonY's girlfriend	sad
oReact	PersonX makes dinner for PersonY's family	full of food.
oReact	PersonX cuts the cord	happy
oReact	PersonX asks PersonY's roommate	neutral
oReact	PersonX passes ___ upon PersonY	bad for committing crimes.
oReact	PersonX has a bad cough	scared of catching a cold
oReact	PersonX calls ___ on PersonX's cell phone	knowledgeable
oReact	PersonX watches ___ anyway	angry
oReact	PersonX wraps PersonY's arms around PersonY's neck	loved
oReact	PersonX goes bad	bad for knowing him
oReact	PersonX raises a lot of money	appreciative
oReact	PersonX does n't love PersonY anymore	mad
oReact	PersonX is very happy together	satisfied
oReact	PersonX works outside the home	glad to have this co-worker
oReact	PersonX gives it to PersonX's son	thankful
oReact	PersonX hits the ___ hard	worried
oReact	PersonX gives PersonY PersonZ's opinion	thankful
oReact	PersonX calls PersonY mother	grateful
oReact	PersonX sends PersonX's ___ to school	happy about gaining knowledge.
oReact	PersonX takes part in activities	good
oReact	PersonX goes back to PersonY's house	accompained
oReact	PersonX paints PersonY's bedroom walls	appreciated
oReact	PersonX brings PersonY's hand up	controlled.
oReact	PersonX throws PersonY back	angry
oReact	PersonX gives PersonY answer	grateful
oReact	PersonX gives PersonY a refund	happy to get back his money
oReact	PersonX takes ___ to a park	fulfilled
oReact	PersonX wants to kill PersonY	dead
oReact	PersonX slams PersonY's hand	in pain
oReact	PersonX seems like PersonY	angry for being copied by persony
oReact	PersonX comes near PersonY	feel that x is too close.
oReact	PersonX gives PersonY some information	grateful
oReact	PersonX throws PersonX's ___ around	afraid
oReact	PersonX sees ___ in PersonY's eyes	joyus, gleeful
oReact	PersonX gets PersonY's attention	relaxed.
oReact	PersonX pays PersonY respects	appreciated
oReact	PersonX helps PersonY study	prepared.
oReact	PersonX makes a wish	greatfull
oReact	PersonX decides to quit	upset
oReact	PersonX is within PersonY's reach	nothing
oReact	PersonX gives PersonX's orders	anxious
oReact	PersonX sells ___ to a friend	excited
oReact	PersonX pulls pranks	annoyed
oReact	PersonX sues the company	upset
oReact	PersonX breaks a law	like they have had something taken from them
oReact	PersonX finds ___ to help PersonY	gratefuil
oReact	PersonX takes ___ to disneyland	thankful
oReact	PersonX inclines PersonY's head	apprehensive, because they don't like bugs.
oReact	PersonX sells PersonY's home	grateful
oReact	PersonX throws a rock	infuriated
oReact	PersonX increases PersonY's understanding	enlightened
oReact	PersonX asks PersonY to marry PersonY	shy and unsure what to do
oReact	PersonX listens to PersonY's mother	proud
oReact	PersonX holds PersonY's face	loved
oReact	PersonX robs the bank	stolen from
oReact	PersonX pulls up stakes	glad that someone tries to stand on his own.
oReact	PersonX cradles PersonY's head	cared for
oReact	PersonX casts a shadow	like x overwhelmed the event or conversation.
oReact	PersonX puts it in another way	learned
oReact	PersonX rushes ___ to the hospital	injured
oReact	PersonX brings home to PersonY	thankful
oReact	PersonX gives ___ up for adoption	happy
oReact	PersonX preserves PersonY's identity	thankful
oReact	PersonX wants a child	like having a child from someone.
oReact	PersonX has dinner at PersonY's house	good
oReact	PersonX has PersonX's first baby	dependent
oReact	PersonX sends PersonY's son	anxious too
oReact	PersonX expresses PersonX's appreciation	appreciative
oReact	PersonX keeps PersonY safe	safe
oReact	PersonX decides to join	welcoming
oReact	PersonX stares PersonY in the face	scared.
oReact	PersonX talks turkey	like they have to do something about this new information.
oReact	PersonX gives PersonY indication	safe
oReact	PersonX pulls PersonY's knees	confused
oReact	PersonX learns the violin	impressed
oReact	PersonX makes a better door than a window	frustrated
oReact	PersonX sees a broadway show	also interested
oReact	PersonX sits quietly in my coffee shops	angry at x for spying on them
oReact	PersonX changes the baby 's diaper	relieved
oReact	PersonX rides go karts	also happy.
oReact	PersonX cuts my hair	happy
oReact	PersonX paints PersonX's bedroom walls	gratitude
oReact	PersonX calls ___ to the importance	educated
oReact	PersonX offer PersonY the job	qualified
oReact	PersonX wins ___ back	disappointed
oReact	PersonX adjusts PersonX's ___ accordingly	impressed
oReact	PersonX holds conversations	chatty
oReact	PersonX stands in PersonY's way	belittled
oReact	PersonX gives chase	threatened
oReact	PersonX spins PersonY around	happy
oReact	PersonX contacts the seller	annoyed.
oReact	PersonX comes to PersonY's rescue	on edge from adrenaline
oReact	PersonX buys ___ for PersonX's daughter	happy.
oReact	PersonX lays it on thick	aggravated
oReact	PersonX gets the lead role	happy
oReact	PersonX hands it to PersonY	grateful
oReact	PersonX invites all PersonX's friends and family	appreciative
oReact	PersonX wants a divorce	upset
oReact	PersonX whispers in PersonY ear	in the know.
oReact	PersonX lifts PersonY's head	attentive
oReact	PersonX loads PersonY's car	helped
oReact	PersonX carries ___ to PersonY's car	grateful.
oReact	PersonX asks PersonY's advice	smart
oReact	PersonX decides to join	happy
oReact	PersonX takes my family	unhappy and angry
oReact	PersonX teaches PersonY anything	happy also
oReact	PersonX sends PersonY's ___ to college	relieved
oReact	PersonX slips PersonY's mind	rejected
oReact	PersonX looks after PersonY's interests	grateful.
oReact	PersonX rejects every ___	irritated and vexed.
oReact	PersonX takes some money	betrayed
oReact	PersonX runs PersonY's hand through PersonY's hair	loved
oReact	PersonX takes PersonY advantage	sad and angry.
oReact	PersonX takes part in the discussion	good.
oReact	PersonX issues PersonY order	beneath x.
oReact	PersonX sends PersonY message	releaved
oReact	PersonX looks at PersonY's wife	awkward
oReact	PersonX swears on a stack of bibles	hopeful
oReact	PersonX starts school ___	happy
oReact	PersonX shows PersonY's parents	annoyed
oReact	PersonX stops the bleeding	grateful
oReact	PersonX entrusted to PersonY's care	responsible
oReact	PersonX calls a taxi	grateful
oReact	PersonX buys ___ for PersonY's birthday	appreciative
oReact	PersonX teaches every ___	valued
oReact	PersonX gives PersonY a reception	happy
oReact	PersonX takes PersonY's shot	neutral
oReact	PersonX moves towards PersonY	they are important
oReact	PersonX breathes down PersonY's neck	enraged
oReact	PersonX gives one	happy
oReact	PersonX sees someone	happy
oReact	PersonX gives PersonY guidance	annoyed for the advice
oReact	PersonX raises and ___ armies	loyal
oReact	PersonX gets a phone call	accomplished that they called x
oReact	PersonX lifts PersonY's face	aprehensive
oReact	PersonX takes ___ to mcdonald 's	happy
oReact	PersonX glances behind PersonY	scared
oReact	PersonX locks ___ behind PersonY	hurt
oReact	PersonX kicks against the pricks	tired
oReact	PersonX leaves PersonY's keys	grateful
oReact	PersonX is on a first date	happy
oReact	PersonX writes a paper for PersonY's english class	neutral
oReact	PersonX selects PersonY object	gratefull
oReact	PersonX misses the ball	enjoy
oReact	PersonX cuts the cord	happy and relieved too
oReact	PersonX sings PersonY's praises	confident
oReact	PersonX takes PersonX's toddler	comfortable
oReact	PersonX guides ___ even more forcefully onto	angry and defensive
oReact	PersonX adds ___ to the flame	bad
oReact	PersonX spins the bottle	as if they're playing a game
oReact	PersonX reaches a wider consumer base	interested
oReact	PersonX imposes PersonX's ___ on others	overrun
oReact	PersonX makes PersonY's costume	grateful for the costume
oReact	PersonX robs the bank	shocked and sad
oReact	PersonX signs the papers	sadness
oReact	PersonX is thrown away	angry
oReact	PersonX goes around PersonY	puzzled by being ignored
oReact	PersonX throws ___ around PersonY	scared
oReact	PersonX sits at PersonY's desk	indifferent
oReact	PersonX urges PersonY to join	grateful
oReact	PersonX sends ___ to the principal	worried
oReact	PersonX gives ___ a speeding ticket	abused
oReact	PersonX spares PersonY's life	also relieved, questioning
oReact	PersonX plays tricks on PersonY	tricked
oReact	PersonX calls PersonY's husband	glad they were informed
oReact	PersonX decides to quit	upset
oReact	PersonX gives PersonY a break	good if they agree with the break.
oReact	PersonX is my best friend	happy.
oReact	PersonX gives PersonY reasons	informed
oReact	PersonX passes quickly	nervous
oReact	PersonX sprang to PersonX's feet	happy
oReact	PersonX walks PersonY's dogs	grateful
oReact	PersonX takes ___ to hawaii	pleased
oReact	PersonX raises PersonY's hand	proud
oReact	PersonX makes a scene	contentious
oReact	PersonX goes looking for PersonY	thankful
oReact	PersonX gets all PersonY's friends	jealous
oReact	PersonX decides to adopt PersonY	relieved
oReact	PersonX has just had a new baby	happy
oReact	PersonX cooks PersonY's food	grateful
oReact	PersonX finds PersonY's dog	appreciative
oReact	PersonX apologizes to PersonX's boss	worried that it happened in the first place
oReact	PersonX wants to throw a party	happy
oReact	PersonX has no money left	sad
oReact	PersonX swims with PersonX's friends	happy
oReact	PersonX takes PersonY's turn	annoyed
oReact	PersonX uses ___ to PersonY's advantage	used
oReact	PersonX gives it to PersonY's mom	happy.
oReact	PersonX comes to PersonY's assistance	grateful
oReact	PersonX hides in PersonX's room	shunned
oReact	PersonX holds PersonY's baby	happy
oReact	PersonX comes back to life	surprised, grateful, happy
oReact	PersonX tells the joke	entertained
oReact	PersonX takes PersonY's dog on a walk	grateful
oReact	PersonX applies to many jobs	interested
oReact	PersonX declares PersonX's intention	enlightened, gained knowledge
oReact	PersonX affords PersonY the opportunity	thankful
oReact	PersonX fixes PersonY's roof	satified
oReact	PersonX loses PersonY's hold	very shocking
oReact	PersonX is going to school	proud
oReact	PersonX loves PersonY dearly	good
oReact	PersonX thanks the ___ for PersonY's assistance	appreciated
oReact	PersonX pays ___ to the man	happy
oReact	PersonX meets PersonY's demands	appeciative
oReact	PersonX leads PersonY astray	misled
oReact	PersonX comes in PersonY's way	slightly inconvenienced.
oReact	PersonX casts pearls before swine	amused
oReact	PersonX sends ___ a gift	excited
oReact	PersonX gives ___ a huge hug	good that someone feels that way about them
oReact	PersonX turns PersonY's crank	annoyed.
oReact	PersonX hides the ___ in PersonX's voice	worried
oReact	PersonX takes ___ to the hospital	concerned/nervous
oReact	PersonX marries ___ at kamouraska	fulfilled
oReact	PersonX asks PersonY's wife	neutral
