prefix	input_text	target_text
other	PersonX takes a class	to be more educated
other	PersonX sells PersonY's ___ at prices	exclaims in anger
other	PersonX sends PersonY to prison	to get revenge at PersonX
other	PersonX is shopping at the mall	call in sick to work
other	PersonX falls asleep in class	(teacher) tell PersonX off
other	PersonX opens PersonX's ___ to receive	full
other	PersonX prohibits ___ in the territories	humanitarian
other	PersonX turns PersonY's ___ to account	great help
other	PersonX pays PersonY's bill	to be nice
other	PersonX stops in front of PersonY	obstructed
other	PersonX shows PersonX's support	to be supportive
other	PersonX spends PersonX's ___ in the service	to give PersonX orders
other	PersonX ends the friendship	gets an apology
other	PersonX orders a hamburger	to eat a good meal
other	PersonX finds ___ in the grass	to be in garden
other	PersonX makes a scene	contentious
other	PersonX hires ___ to help	gets a good review
other	PersonX pulls the other leg	playful
other	PersonX leaves the grocery store	to go to the store
other	PersonX accidentally dropped ___ on the ground	surprised
other	PersonX makes pancakes for breakfast	Mix batter
other	PersonX leaves PersonZ's ___ behind PersonY	to approach PersonY
other	PersonX squeezes PersonY hand	to acknowledge y
other	PersonX improves PersonX's chances	happy
other	PersonX takes it anyway	upset
other	PersonX leaves the house	purposeful
other	PersonX pokes PersonY's eye out	screams in pain
other	PersonX thinks would help	get the job done sooner
other	PersonX gives a pop quiz	worried
other	PersonX puts a stop to ___	ashamed
other	PersonX sends PersonX's son	helpful
other	PersonX stays home with PersonY	plan something that day
other	PersonX finds ___ in PersonX's yard	seeking
other	PersonX comes in from the cold	to be warm
other	PersonX talks to PersonY for a bit	satisfied
other	PersonX serves ___ to PersonX's family	affectionate
other	PersonX turns PersonY's head away	to fight back with Person X
other	PersonX rolls in wealth	lucky
other	PersonX supports PersonY's position	thankful
other	PersonX gets the cat	worse, if they dont like cats
other	PersonX beats PersonX's brother	cries
other	PersonX meets PersonY's mother	is surprised
other	PersonX is ready to play	sharp
other	PersonX gives PersonY the benefit	benefited
other	PersonX gets a drink	to sip the drink
other	PersonX wants to take pictures	to have a hobby
other	PersonX gets money	wealthier
other	PersonX rescues the cat	sad for the cat
other	PersonX rides the bike	accomplished
other	PersonX opens all PersonY's presents	to be mean
other	PersonX wipes PersonY's tears	comforted by personX
other	PersonX spills red wine	like a klutz
other	PersonX stays with PersonY's mom	grateful
other	PersonX changes PersonX's nature	DO WHAT THEY WANT TO DOES
other	PersonX brings everyone	Giver
other	PersonX plays spades	Other players hate person X
other	PersonX gilds the lily	to be in the position to
other	PersonX breaks both of PersonY's legs	bullied
other	PersonX performs PersonX's function	tired, but happy
other	PersonX paints PersonX's portrait	creative
other	PersonX stares at PersonY with eyes	rude
other	PersonX goes to school the next day	satisfied
other	PersonX satisfies PersonY curiosity	to be helpful
other	PersonX drives PersonY insane	x to leave
other	PersonX distinguishes PersonY from others	to ask PersonY out
other	PersonX goes to a baseball game	happy
other	PersonX wraps PersonY's arms around PersonY's waist	feels sweat
other	PersonX finally beat ___	frowns
other	PersonX divides the ___ from the darkness	some people end up in darkeness
other	PersonX puts ___ in PersonY's hands	no effect
other	PersonX owns a boat	to go to the boat shop
other	PersonX violates every ___	find PersonX
other	PersonX takes a photo of PersonY	happy
other	PersonX gets ___ in the face	to beg for mercy
other	PersonX takes a short nap	refreshed
other	PersonX fixes the house	to thank PersonX
other	PersonX teaches PersonY anything	learns
other	PersonX understands another ___	to consider
other	PersonX buys a ring	loved
other	PersonX draws ___ to the fact	bask in how well he has done
other	PersonX is brand new	refreshed
other	PersonX kisses PersonY deeply	PersonY's lips become wet with saliva
other	PersonX knows PersonY's ___ thoroughly	is happy
other	PersonX is PersonX's wedding day	to get married
other	PersonX makes an honest woman	responsible
other	PersonX places PersonY's lips	cringes
other	PersonX receives PersonX's diploma	thinks they've been lied too.
other	PersonX tells PersonY to call	wanted
other	PersonX fires in anger	a new job
other	PersonX goes and play	rest
other	PersonX gets PersonY job	to spread rumor about personY
other	PersonX mows PersonX's yard	satisfied
other	PersonX brings a knife to a gunfight	get a knife
other	PersonX uses PersonY's car	to ask for permission
other	PersonX slowly moved PersonY's mouth up	to touch PersonY
other	PersonX beats the game	relieved
other	PersonX is cleaning out PersonY's garage	to thank them
other	PersonX catches nothing	to make a new plan
other	PersonX shows PersonX's daughter	awed
other	PersonX prevents ___ from escaping	to be helpful
other	PersonX sketches briefly the ___	Plans made by others may be affected or altered
other	PersonX pays PersonX's friend	reliable
other	PersonX works nights	buy his own car
other	PersonX strokes PersonY's hair	purr
other	PersonX finds PersonX's ___ back	knowledgeable
other	PersonX persuades PersonY's ___ to let	to talk to PersonY's parents
other	PersonX pays PersonY's ___ in full	be thoughtful
other	PersonX puts PersonY in the way	Mean
other	PersonX adds PersonY excess	has less
other	PersonX is heart broken	lonely
other	PersonX lives in PersonY area	indifferent
other	PersonX has always wanted to see PersonY	to see what they do
other	PersonX lends PersonY a hand	PersonY communicates needs to PersonX
other	PersonX is PersonY 's first time	became closer with someone.
other	PersonX finds ___ inside	curious
other	PersonX gets a message	like the let him know
other	PersonX shares PersonY's experiences	to be humble about their accomplishments
other	PersonX makes PersonY plans	to be grateful to PersonX
other	PersonX uses every effort	win
other	PersonX drops ___ in a puddle	Careless
other	PersonX gets colder	to be outside
other	PersonX turns the radio	to find the number of stations
other	PersonX surprises PersonX's boyfriend	positive
other	PersonX carries PersonY's ___ into effect	to give more orders
other	PersonX lays next to PersonY	to get in bed
other	PersonX buys PersonY's daughter	scared
other	PersonX really likes ___	happy to have tried it
other	PersonX begs PersonY to come	shrugs
other	PersonX pulls PersonY's ___ away	vehement
other	PersonX bows PersonY's head	PersonY resists PersonX
other	PersonX dries PersonY's hair	happy that they were helped.
other	PersonX sees what PersonY could do	like informing persony
other	PersonX visits PersonX's mom	closer to child
other	PersonX goes and talked	to go see someone
other	PersonX drives slowly	to go fast
other	PersonX enters PersonX's home	Keep the key on the Key holder
other	PersonX is too good to be true	proud about it
other	PersonX misses PersonX's train	mad at themselves
other	PersonX plays basketball with PersonY's friends	PersonY's friends enjoy a game of basketball
other	PersonX supports PersonY's claim	TO BE ENCLOSED
other	PersonX eventually took ___	confident
other	PersonX reaches PersonY agreement	he want to give effort
other	PersonX loves the gift	shows how to use it
other	PersonX develops ___ to help	happy
other	PersonX yanks PersonY's chain	humorous
other	PersonX buys flowers	say thanks
other	PersonX throws to the dogs	to retrieve dog toy from dog
other	PersonX is coming to visit	hug
other	PersonX urges PersonY to go	to think of reasons
other	PersonX accepts every ___	cooperative
other	PersonX gives a rats arse	interested
other	PersonX wants to go to a concert	buy tickets
other	PersonX asks PersonY to marry PersonY	in love
other	PersonX carries on PersonX's business	happy
other	PersonX finds PersonY's ___ around	to be shown the right way
other	PersonX has lost PersonY's keys	to get them back
other	PersonX teaches PersonY so much	satisfied
other	PersonX becomes a police officer	to serve the public
other	PersonX wants a puppy for PersonX's birthday	excited
other	PersonX keeps talking	frustrated
other	PersonX gives PersonY a cup	to offer something
other	PersonX calls my friend	to tell PersonX to leave me alone
other	PersonX eats PersonY's sandwich	to get another sandwich.
other	PersonX determines accurately the ___	analyze the situation
other	PersonX gives PersonY's son	caring
other	PersonX starts a fire	warm
other	PersonX takes PersonY's girlfriend out to dinner	to be unfriendly
other	PersonX does whatever PersonY wanted	to make friends with PersonX
other	PersonX takes PersonY's hand	to interact
other	PersonX glances at PersonY's watch	to show off
other	PersonX is always fighting	to fix any damage
other	PersonX saves PersonY's life	Continues living
other	PersonX works all night	to make money
other	PersonX wants to talk to PersonY	resolved
other	PersonX runs down the clock	team win
other	PersonX gets home	relaxed
other	PersonX does a pretty good job	to give them a raise
other	PersonX supports one 's ___	decisive
other	PersonX lays beside PersonY	rest
other	PersonX buys food	to decide what to buy
other	PersonX gives PersonY things	Creates envy
other	PersonX asks PersonY to leave	to go home
other	PersonX cleans PersonX's cage	to be in a clean environment
other	PersonX lets PersonY down gently	safe, not hurt
other	PersonX urges PersonY to accept	thankful for the feedback.
other	PersonX saves the mother 's ___	stays alive
other	PersonX pays PersonY's back	careful
other	PersonX makes PersonY inventory	to find new thing
other	PersonX raises PersonY's eyebrows	to reach out for PersonY
other	PersonX grins like a cheshire cat	happy
other	PersonX keeps PersonY eye on PersonY	feels violated
other	PersonX uses steroids	to be in better shape
other	PersonX throws PersonY into prison	to get away with crimes
other	PersonX kicks PersonY when they are down	ashamed
other	PersonX lowers PersonY's head	loving toward person
other	PersonX lifts PersonY's hand	PERSON Y HAND TIRED
other	PersonX feels pretty good	pretty good
other	PersonX calls the bank	happy to have gotten answers
other	PersonX spends some time together	think about the moment
other	PersonX carries this ___ into effect	accomplished
other	PersonX starts choking	unbreathable
other	PersonX maintains PersonY level	the other person to continue
other	PersonX loses PersonX's ability	unhappy and tired
other	PersonX has to get it fixed	to help someone else
other	PersonX takes ___ to the grocery store	neutral
other	PersonX reads the paper	to be knowing how to read
other	PersonX sentences to prison	Serve sentence
other	PersonX tells ___ how PersonY felt	to communicate
other	PersonX gets PersonX's passport	mature
other	PersonX skates on thin ice	upset with personx
other	PersonX includes ___ well	thorough
other	PersonX publishes another ___	to follow x
other	PersonX takes ___ on a walk	to do it again with PersonX
other	PersonX ends PersonY's life	to protect others
other	PersonX gives PersonY power	Giving
other	PersonX makes a plan	to think of a plan
other	PersonX buys PersonY a new bike	happy
other	PersonX deprives PersonY of the power	to nominate a different person
other	PersonX persuades ___ to support	to understand personx view
other	PersonX also spent ___	happy
other	PersonX believes PersonX's ears	to part ways
other	PersonX is having a birthday party	to see friends
other	PersonX tries my hand	to talk to you
other	PersonX reaches PersonY agreement	invest money
other	PersonX turns PersonY's face away	to apologize
other	PersonX shows PersonX's moves	underwhelmed
other	PersonX persuades ___ to accept	someone begins to work for person X
other	PersonX comes near PersonY	ignore PersonX
other	PersonX is already late	get cut off in traffic by Person X
other	PersonX takes a vacation to PersonY	say goodbye to person X
other	PersonX provides PersonY alternative	to discuss with him the details
other	PersonX gives PersonY another	thankful
other	PersonX pulls PersonY along	impatient
other	PersonX picks up PersonY's pace	to keep up with the other person.
other	PersonX takes ___ home with PersonY	neutral
other	PersonX finishes ___ on time	to be prepared
other	PersonX sends ___ to the convention	to go to the convention themselves
other	PersonX completes PersonY's task	to thank him
other	PersonX takes a cab	lazy
other	PersonX celebrates PersonY 's day	make person y happy
other	PersonX lets PersonX's hair down	to reach up
other	PersonX keeps PersonY healthy	create an exercise plan
other	PersonX has a better idea	to speak out of their idea
other	PersonX deposits a check	get a job
other	PersonX looks at PersonY watch	to see if it's time to go home
other	PersonX asks PersonY a questions	prying
other	PersonX shares PersonY's love	cared for
other	PersonX not does PersonY any favors	to make Person Y work hard.
other	PersonX calls the owner	dial phone number
other	PersonX gives PersonY a book	find person y
other	PersonX makes ___ safely	to fix his house
other	PersonX gives ___ a job	chance to others
other	PersonX takes ___ in the park	two
other	PersonX wins second place	happy
other	PersonX is very happy together	PersonX's partner is no longer considering seperation
other	PersonX tries and find	to check if the eggs are edible
other	PersonX visits friends	friendly
other	PersonX takes PersonY to the emergency room	careful
other	PersonX wants to go to the doctor	The doctor allows an appointment
other	PersonX gives ___ a look	to make eye contact
other	PersonX goes play	Active
other	PersonX owns one	to get rid of one
other	PersonX gives PersonY a lesson	they teach others
other	PersonX protects PersonY's children	kind-hearted
other	PersonX keeps PersonY company	gets fired
other	PersonX works for days	to excel
other	PersonX picks PersonY's way	helpless
other	PersonX holds PersonY at arm 's length	is off balance
other	PersonX pays ___ to things	to learn
other	PersonX bets PersonX's bottom dollar	betrayed
other	PersonX changes PersonY's diaper	Feeds the baby.
other	PersonX hears another word	to listen to the speaker
other	PersonX gives the speech	to make an impact
other	PersonX calls PersonX's kids	to she they care
other	PersonX hires PersonY a tutor	is happy to learn
other	PersonX gets with the times	to learn more
other	PersonX teaches ___ to think	knowledgeable
other	PersonX interprets the ___ correctly	to be nice
other	PersonX eats fried chicken	to throw away the leftovers
other	PersonX will never see PersonY again	gets sad
other	PersonX sticks PersonY's head	intense pain.
other	PersonX puts PersonY's foot down	dominant
other	PersonX gets arrested	surprised
other	PersonX takes part in discussions	heed
other	PersonX wants to meet PersonY	happy to meet x
other	PersonX steals PersonY's bike	angry
other	PersonX lets the chips fall where they may	autonomous
other	PersonX kisses PersonY's shoulder	to show affection
other	PersonX puts ___ on PersonY's car	appreciative
other	PersonX eats PersonY's lunch	something to eat
other	PersonX walks PersonY home	to be safe
other	PersonX runs out the clock	guilty
other	PersonX gives PersonY advice	lectured
other	PersonX gives PersonY the best	return the support
other	PersonX reduces ___ to a minimum	to be efficient.
other	PersonX holds onto PersonY	good that they're being embraced.
other	PersonX sees PersonY's son	say hello
other	PersonX gives PersonY things	catches
other	PersonX addresses women 's ___	People become aware of person x's thoughts
other	PersonX surprises ___ for PersonY's birthday	them to have the best birthday ever
other	PersonX tells PersonY something	PersonY yells at PersonX
other	PersonX wants children	excited
other	PersonX adopts a little girl	security
other	PersonX asks PersonY to prom	gets a makeover
other	PersonX graduates school	to achieve goals
other	PersonX makes mud pies	bad because their hands are muddy.
other	PersonX takes PersonX's son out	happy
other	PersonX watches ___ all week	to help a friend
other	PersonX causes ___ in animals	unhappy,not satisfied
other	PersonX takes ___ to the pound	to get rid of a dog
other	PersonX asks PersonX's parents for one	wasteful
other	PersonX rides a roller coaster	to play in dry games
other	PersonX goes in the out door	adventurous
other	PersonX comes near PersonY	feel that x is too close.
other	PersonX hires another ___	supported
other	PersonX blows PersonY away	surprised at what x did
other	PersonX smells really bad	to get new clothes out
other	PersonX tells PersonY not to come	happy
other	PersonX brings PersonY's car	hugs personx
other	PersonX goes to the beach with PersonX's family	fun
other	PersonX walks to PersonY's desk	to speak to y
other	PersonX finds ___ quickly	to eat.
other	PersonX takes the food out	Disgusted
other	PersonX cries all night	get into bed
other	PersonX builds PersonY's house	helpful
other	PersonX puts it there	to arrange things
other	PersonX leaves PersonX's wife	sad
other	PersonX feels PersonY's presence	watched
other	PersonX waits upon hand and foot	to know the truth
other	PersonX obtains ___ from the government	to apply
other	PersonX gets home that ___	happy
other	PersonX serves in the army	motivated
other	PersonX applies for many jobs	obligated to respond
other	PersonX cleans PersonY's house	grateful
other	PersonX surprises PersonY's mother	reciprocate
other	PersonX will always love PersonY	loved
other	PersonX touches PersonY's heart	to make PersonX feel good
other	PersonX finds ___ soon	thankful
other	PersonX covers PersonY's shift	grateful
other	PersonX comes near PersonY	ask his friend for advice
other	PersonX exits stage left	satisfied with personx's performance
other	PersonX changes the baby 's diaper	relieved
other	PersonX sees a movie	happy
other	PersonX brings PersonY into contact	supportive
other	PersonX cries for help	to help
other	PersonX gets PersonX's phone back	lucky
other	PersonX pushes ___ away	to feel threatened by it
other	PersonX takes PersonY's glasses	PersonY yells at PersonX
other	PersonX wipes PersonY's tears	sad
other	PersonX teaches PersonY's ___ to read	to become literate
other	PersonX jumps right	to be in competition.
other	PersonX calls PersonY's mother	hangs up the phone on PersonX
other	PersonX watches PersonX's favorite tv show	excited
other	PersonX cracks the screen	irresponsible
other	PersonX pushes PersonY's back	relieved that they don't hurt anymore
other	PersonX provides PersonY with information	to be thoughtful
other	PersonX says goodbye	to be friendly
other	PersonX sounds awful	to tell PersonX to give up
other	PersonX opens PersonY account	to receive help
other	PersonX watches ___ all day	to go home and take a nap
other	PersonX uses PersonY device	tells person x to ask permission next time
other	PersonX supports PersonX's children	to make their children happy.
other	PersonX talks for hours	to ask for water
other	PersonX makes PersonY's jaw drop	concerned for the mental stability of personx
other	PersonX hires PersonY on the spot	dazzled
other	PersonX makes PersonY popular	Goes to a party
other	PersonX saves PersonY's life	happy
other	PersonX makes some tea	capable
other	PersonX finds ___ on sale	place advertisement
other	PersonX stars back at PersonY	lazy
other	PersonX rides the rides	to relax himself
other	PersonX appoints another ___	choice provided
other	PersonX is n't friends anymore	angry at person y
other	PersonX finds PersonY's hotel	to greet PersonX
other	PersonX calls PersonY into the office	to learn more from PersonX
other	PersonX rushes to the hospital	person x is healed
other	PersonX keeps PersonX's hair on	in control
other	PersonX builds PersonX's houses	X's family has a new home to live in.
other	PersonX gives PersonY the address	helpful
other	PersonX takes hours	stops going activity
other	PersonX is n't good enough	encourage him
other	PersonX states the ___ in terms	to thank PersonX
other	PersonX feels proud	impressed
other	PersonX treats PersonY's ___ well	to take care of persony
other	PersonX sleeps away the ___	to wake up
other	PersonX wanders away	to keep wandering
other	PersonX thinks of a way	creative
other	PersonX drives to the gas station	run out of gas
other	PersonX obeys the king 's ___	to obey
other	PersonX prevents ___ from leaving	confused and sad
other	PersonX provides for PersonX's family	Their family is secure.
other	PersonX takes many lessons	to continue the lesson
other	PersonX gives ___ a promotion	buys new things
other	PersonX finds the net	to bring the net
other	PersonX is taken to the hospital	unwell
other	PersonX smiles back at PersonY	be nice and fiendly
other	PersonX holds with the hare and run with the hounds	to scorn him
other	PersonX presses the button	determined
other	PersonX shines PersonY's shoes	to be have a shop
other	PersonX means business	to control others
other	PersonX thanks ___ for PersonY's assistance	to be polite
other	PersonX works ___ by side	to be alongside someone while working.
other	PersonX looks in PersonY's eyes	to know where PersonY is
other	PersonX eats healthy	healthy
other	PersonX does whatever PersonY wanted	something person has
other	PersonX hits someone	angry
other	PersonX hides under PersonY's bed	to scare personY
other	PersonX comes along with PersonY	socialize
other	PersonX notices another ___	safety income
other	PersonX swims with PersonX's friends	to change into swimware
other	PersonX stands near the door	Tape what's going on.
other	PersonX tenders PersonX's resignation	a career change
other	PersonX burns within PersonY	sorry
other	PersonX finds someone else	persony is told bad news
other	PersonX bears the ___ alone	sad
other	PersonX drops PersonX's keys	like a clutz
other	PersonX adopts a dog	to get the dog adjusted to a new home
other	PersonX asks the worker	the worker responds
other	PersonX ruins PersonY's life	person to have a bad life
other	PersonX tells PersonY would come	talk to personY
other	PersonX makes PersonY order	responsible
other	PersonX bakes the cake	to frost it
other	PersonX gets the newspaper	to read it
other	PersonX starts PersonX's business	apply for loan
other	PersonX occupies PersonY's attention	looks in one place
other	PersonX plays a part in the development	to know the project
other	PersonX spends more time with PersonY	to be around this person
other	PersonX takes care of PersonX's children	to talk to PersonX
other	PersonX takes on water	terrified
other	PersonX drops to PersonY's knees	become weary of PersonY
other	PersonX makes PersonY's plans	skilled
other	PersonX leads PersonX's team to victory	accomplished
other	PersonX thanks the ___ for PersonY's help	thankful
other	PersonX drags PersonY away	terrified
other	PersonX uses PersonY's ___ to get	lends
other	PersonX leaves the park	hot
other	PersonX packs all PersonX's things	prepared
other	PersonX enters PersonX's father 's ___	leaves with X
other	PersonX steals something	criminal
other	PersonX exceeds ___ from the date	to procrastinate
other	PersonX strikes every ___	to be concise, with no mistakes
other	PersonX attacks the enemy 's ___	afraid
other	PersonX makes matters worse	guilty
other	PersonX combs PersonY hair	attentive
other	PersonX makes PersonX's dream come true	to keep working
other	PersonX gives ___ to PersonX's parents	grateful
other	PersonX brings PersonY's car	thankful
other	PersonX persuades the ___ to give	respectable
other	PersonX does PersonX's math homework	smarter
other	PersonX makes PersonY money	to help a friend
other	PersonX asks PersonX's family	content
other	PersonX urges PersonY to take	so excited
other	PersonX gives PersonY a ride home	gets smiles
other	PersonX gets plenty of sleep	busy
other	PersonX always wears ___	Buy something
other	PersonX makes a scene	Could cry
other	PersonX is hungry one night	broke
other	PersonX pulls PersonY toward PersonZ	yells in anger
other	PersonX knows PersonY was in trouble	observant
other	PersonX takes ___ to the zoo	look at the animals
other	PersonX loves ___ anyway	Forgiving
other	PersonX is running late to work	regretful
other	PersonX stops going to the gym	buy home equipment
other	PersonX plays ___ with my friend	to learn chess
other	PersonX passes with flying colors	talented
other	PersonX loves PersonX's new hair	to have gone to the salon
other	PersonX takes ___ out to lunch	go to atm
other	PersonX makes PersonY reply	to have people to tell it to
other	PersonX conducts PersonX's business	to advertize for more money
other	PersonX says uncle	victorious
other	PersonX knocks the living daylights out of ___	to apologize for his actions
other	PersonX ties a tie	prepared
other	PersonX moves another ___	take a drink
other	PersonX gives PersonX's history	hears PersonX's history
other	PersonX calls PersonY back	prompt
other	PersonX takes a turn for the worse	not take medication
other	PersonX fires PersonY's rifle	to tell PersonX the rifle is not a toy
other	PersonX becomes separated	lost
other	PersonX enjoys the party	Sociable
other	PersonX loves playing soccer	active
other	PersonX wrinkles PersonY's nose	Make their way toward the other person's face.
other	PersonX follows the rules	notices the effort
other	PersonX takes ___ to the doctor	notices person Y is sick
other	PersonX lives in PersonX's house	to invite someone over
other	PersonX discusses at length the ___	understands what they say
other	PersonX lays eggs	nurse pukes at the sight
other	PersonX is PersonY's prom date	anxious
other	PersonX keeps PersonY's company	PersonY says goodbye to PersonX
other	PersonX clears PersonX's name	to celebrate with friends
other	PersonX sees PersonY's friend	they tell them about personY
other	PersonX gives PersonY a lot	wonders what do to with the lot
other	PersonX makes ___ at school	to learn about friendship
other	PersonX cooks a meal	make a recipe
other	PersonX tells ___ yes	to think it's ok
other	PersonX raises PersonX's voice	yell back
other	PersonX mixes all the ingredients	knowledgeable
other	PersonX is playing baseball	happy.
other	PersonX plays in peoria	to have fun
other	PersonX changes PersonX's nature	X's kids get gifts.
other	PersonX starts to walk away	to sit up
other	PersonX wants to move	apprehensive
other	PersonX feels really ___	satisfied
other	PersonX takes the trash out	wash their hands
other	PersonX brings up something more universal	to inform better
other	PersonX glances behind PersonY	scared
other	PersonX loves ___ for PersonY's sake	Shares money
other	PersonX becomes popular	to be a leader
other	PersonX takes ___ to the capital city of	a ticket
other	PersonX takes a gamble	to decide on what to gamble on
other	PersonX takes PersonY's toddler	their mommy
other	PersonX tells PersonY much	closeness
other	PersonX watches tv	gather snacks
other	PersonX goes looking for PersonY	thankful
other	PersonX reconsiders PersonY's decision	thoughtful
other	PersonX puts posters	interested
other	PersonX receives PersonY payment	to finish paying it off
other	PersonX takes deep breaths	relieved
other	PersonX has a party at PersonX's house	to entertain
other	PersonX works as a cashier	to save money for a car
other	PersonX goes see a doctor	to have insurance
other	PersonX raises ___ by taxation	others may be mad at person x and talk to him
other	PersonX checks the time	to know what hour it is
other	PersonX kicks PersonY's legs	hurt
other	PersonX makes PersonY enemy	to make vengeance
